,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
2224,D,2.63,3.1,2.75,2,2,6,9,15,107,53,437,124,52,473,4,4,2,14,7,111,45,468,97,45,441,0.4953271028037383,0.16981132075471697,0.41935483870967744,0.28846153846153844,0.40540540540540543,0.3111111111111111,0.4639175257731959,0.15555555555555556
2225,A,2.75,3.1,2.63,6,3,1,18,10,120,51,463,115,56,447,6,4,0,18,7,141,73,540,80,42,370,0.425,0.35294117647058826,0.48695652173913045,0.17857142857142858,0.5177304964539007,0.2465753424657534,0.525,0.16666666666666666
2226,H,13.0,6.5,1.2,4,1,5,13,18,86,48,417,113,63,493,6,4,0,28,6,138,78,644,47,25,266,0.5581395348837209,0.2708333333333333,0.5575221238938053,0.2857142857142857,0.5652173913043478,0.358974358974359,0.5319148936170213,0.24
2227,D,2.75,3.2,2.63,5,3,2,13,10,157,74,495,123,58,415,9,1,0,35,9,153,65,518,109,61,392,0.4713375796178344,0.17567567567567569,0.4715447154471545,0.1724137931034483,0.42483660130718953,0.5384615384615384,0.5596330275229358,0.14754098360655737
2228,D,2.2,3.25,3.4,3,3,4,12,12,111,56,497,146,77,413,2,5,3,13,16,99,42,429,129,62,481,0.5045045045045045,0.21428571428571427,0.5273972602739726,0.15584415584415584,0.42424242424242425,0.30952380952380953,0.4806201550387597,0.25806451612903225
2229,H,2.1,3.4,3.4,4,1,5,12,15,139,67,491,93,50,419,4,2,4,14,12,116,64,449,122,58,461,0.48201438848920863,0.1791044776119403,0.5376344086021505,0.3,0.5517241379310345,0.21875,0.47540983606557374,0.20689655172413793
2230,H,9.0,5.0,1.33,3,3,4,12,14,108,48,440,110,62,470,6,1,3,18,6,118,61,551,74,29,359,0.4444444444444444,0.25,0.5636363636363636,0.22580645161290322,0.5169491525423728,0.29508196721311475,0.3918918918918919,0.20689655172413793
2231,H,1.33,4.75,10.0,5,3,2,20,14,130,57,526,113,50,384,3,3,4,7,11,96,38,407,127,49,502,0.43846153846153846,0.3508771929824561,0.4424778761061947,0.28,0.3958333333333333,0.18421052631578946,0.3858267716535433,0.22448979591836735
2232,H,2.3,3.1,3.3,4,1,5,12,15,112,55,446,130,62,464,2,4,4,7,9,121,52,448,124,55,462,0.49107142857142855,0.21818181818181817,0.47692307692307695,0.24193548387096775,0.4297520661157025,0.1346153846153846,0.4435483870967742,0.16363636363636364
2233,A,3.0,3.2,2.38,1,1,8,14,28,95,47,378,105,55,531,3,2,5,13,17,120,51,462,88,45,448,0.49473684210526314,0.2978723404255319,0.5238095238095238,0.509090909090909,0.425,0.2549019607843137,0.5113636363636364,0.37777777777777777
2234,H,1.83,3.5,4.33,4,1,5,13,14,69,37,318,137,77,592,2,4,4,9,8,90,45,329,109,40,581,0.5362318840579711,0.35135135135135137,0.5620437956204379,0.18181818181818182,0.5,0.2,0.3669724770642202,0.2
2235,A,2.0,3.4,3.75,4,1,5,11,15,108,43,469,115,57,441,1,3,6,7,16,87,39,379,106,56,531,0.39814814814814814,0.2558139534883721,0.4956521739130435,0.2631578947368421,0.4482758620689655,0.1794871794871795,0.5283018867924528,0.2857142857142857
2236,A,2.9,3.25,2.4,3,1,6,12,24,110,58,397,143,83,513,3,5,2,8,7,124,60,455,123,59,455,0.5272727272727272,0.20689655172413793,0.5804195804195804,0.2891566265060241,0.4838709677419355,0.13333333333333333,0.4796747967479675,0.11864406779661017
2237,H,1.73,3.5,5.0,3,2,5,11,21,91,40,443,104,50,467,2,3,5,7,17,105,57,447,107,47,463,0.43956043956043955,0.275,0.4807692307692308,0.42,0.5428571428571428,0.12280701754385964,0.4392523364485981,0.3617021276595745
2238,D,2.4,3.2,3.0,4,4,2,13,6,115,43,473,93,41,436,6,4,0,15,6,148,73,535,97,51,375,0.3739130434782609,0.3023255813953488,0.44086021505376344,0.14634146341463414,0.49324324324324326,0.2054794520547945,0.5257731958762887,0.11764705882352941
2239,H,1.73,3.75,4.5,4,2,4,11,13,113,64,486,127,59,424,3,4,3,9,11,125,65,467,96,49,443,0.5663716814159292,0.171875,0.4645669291338583,0.22033898305084745,0.52,0.13846153846153847,0.5104166666666666,0.22448979591836735
2240,A,4.5,3.5,1.8,3,1,6,14,20,102,48,395,143,63,515,6,2,2,22,12,122,52,538,113,54,372,0.47058823529411764,0.2916666666666667,0.4405594405594406,0.31746031746031744,0.4262295081967213,0.4230769230769231,0.4778761061946903,0.2222222222222222
2241,A,5.0,3.6,1.73,2,5,3,13,16,93,39,424,132,64,485,6,3,1,17,10,136,69,497,137,66,412,0.41935483870967744,0.3333333333333333,0.48484848484848486,0.25,0.5073529411764706,0.2463768115942029,0.48175182481751827,0.15151515151515152
2242,H,2.1,3.4,3.5,1,3,6,12,22,104,58,421,125,52,488,3,3,4,12,12,99,51,503,146,73,406,0.5576923076923077,0.20689655172413793,0.416,0.4230769230769231,0.5151515151515151,0.23529411764705882,0.5,0.1643835616438356
2243,H,1.17,7.0,17.0,8,2,0,31,9,141,59,515,114,58,395,4,2,4,16,16,114,55,426,130,62,483,0.41843971631205673,0.5254237288135594,0.5087719298245614,0.15517241379310345,0.4824561403508772,0.2909090909090909,0.47692307692307695,0.25806451612903225
2244,A,3.5,3.4,2.1,5,4,1,15,11,109,60,450,142,70,460,6,0,4,23,15,142,59,495,91,38,415,0.5504587155963303,0.25,0.49295774647887325,0.15714285714285714,0.4154929577464789,0.3898305084745763,0.4175824175824176,0.39473684210526316
2245,D,2.25,3.3,3.25,3,3,4,13,18,132,60,456,133,62,454,4,2,4,10,15,108,59,389,127,65,521,0.45454545454545453,0.21666666666666667,0.46616541353383456,0.2903225806451613,0.5462962962962963,0.1694915254237288,0.5118110236220472,0.23076923076923078
2246,H,1.3,5.0,12.0,9,1,0,25,8,144,72,488,115,61,422,2,0,8,12,25,102,61,419,143,77,491,0.5,0.3472222222222222,0.5304347826086957,0.13114754098360656,0.5980392156862745,0.19672131147540983,0.5384615384615384,0.3246753246753247
2247,A,6.0,4.0,1.57,2,0,8,8,20,112,57,434,132,71,476,7,1,2,24,13,157,75,513,89,44,397,0.5089285714285714,0.14035087719298245,0.5378787878787878,0.28169014084507044,0.47770700636942676,0.32,0.4943820224719101,0.29545454545454547
2248,D,1.44,4.33,7.0,4,2,4,13,12,117,66,454,131,64,456,4,1,5,13,22,71,39,396,121,56,514,0.5641025641025641,0.19696969696969696,0.48854961832061067,0.1875,0.5492957746478874,0.3333333333333333,0.4628099173553719,0.39285714285714285
2249,D,3.4,3.4,2.1,6,1,3,20,6,94,51,488,111,60,422,5,2,3,18,7,134,66,483,108,64,427,0.5425531914893617,0.39215686274509803,0.5405405405405406,0.1,0.4925373134328358,0.2727272727272727,0.5925925925925926,0.109375
2250,H,1.36,4.5,9.0,3,5,2,13,8,105,38,465,91,41,444,3,2,5,15,17,88,39,346,128,61,564,0.3619047619047619,0.34210526315789475,0.45054945054945056,0.1951219512195122,0.4431818181818182,0.38461538461538464,0.4765625,0.2786885245901639
2251,A,2.0,3.3,3.75,4,2,4,11,13,118,53,474,87,40,436,5,3,2,12,10,109,47,411,129,51,499,0.4491525423728814,0.20754716981132076,0.45977011494252873,0.325,0.43119266055045874,0.2553191489361702,0.3953488372093023,0.19607843137254902
2252,H,2.75,3.2,2.6,4,2,4,15,21,55,30,330,133,64,580,2,3,5,8,18,111,60,431,103,47,479,0.5454545454545454,0.5,0.48120300751879697,0.328125,0.5405405405405406,0.13333333333333333,0.4563106796116505,0.3829787234042553
2253,H,1.5,4.0,7.0,5,3,2,15,10,126,53,515,95,38,395,2,4,4,10,16,105,49,466,102,50,443,0.42063492063492064,0.2830188679245283,0.4,0.2631578947368421,0.4666666666666667,0.20408163265306123,0.49019607843137253,0.32
2254,H,1.1,8.5,26.0,6,3,1,22,5,150,83,620,50,26,290,4,1,5,16,14,67,32,327,137,72,583,0.5533333333333333,0.26506024096385544,0.52,0.19230769230769232,0.47761194029850745,0.5,0.5255474452554745,0.19444444444444445
2255,A,13.0,6.0,1.22,2,4,4,9,11,98,48,343,105,37,567,8,1,1,29,8,132,64,559,90,45,351,0.4897959183673469,0.1875,0.3523809523809524,0.2972972972972973,0.48484848484848486,0.453125,0.5,0.17777777777777778
2256,A,1.67,3.6,5.5,4,1,5,14,15,126,66,427,88,42,482,3,2,5,11,20,108,55,418,102,59,491,0.5238095238095238,0.21212121212121213,0.4772727272727273,0.35714285714285715,0.5092592592592593,0.2,0.5784313725490197,0.3389830508474576
2257,H,2.4,3.3,3.0,1,1,8,9,22,136,76,435,141,75,475,2,3,5,14,13,106,52,443,114,57,467,0.5588235294117647,0.11842105263157894,0.5319148936170213,0.29333333333333333,0.49056603773584906,0.2692307692307692,0.5,0.22807017543859648
2258,H,1.91,3.4,4.0,3,4,3,12,16,124,65,458,126,67,452,3,1,6,7,15,114,54,440,82,37,470,0.5241935483870968,0.18461538461538463,0.5317460317460317,0.23880597014925373,0.47368421052631576,0.12962962962962962,0.45121951219512196,0.40540540540540543
2259,A,2.0,3.2,4.0,5,3,2,17,16,120,54,442,110,53,468,3,1,6,9,17,114,48,414,106,62,496,0.45,0.3148148148148148,0.4818181818181818,0.3018867924528302,0.42105263157894735,0.1875,0.5849056603773585,0.27419354838709675
2260,H,2.4,3.1,3.1,1,4,5,5,11,125,57,451,117,53,459,5,1,4,13,11,150,70,517,126,46,393,0.456,0.08771929824561403,0.452991452991453,0.20754716981132076,0.4666666666666667,0.18571428571428572,0.36507936507936506,0.2391304347826087
2261,H,1.25,5.5,12.0,5,5,0,17,9,142,72,539,98,51,371,2,4,4,12,15,102,43,428,131,61,482,0.5070422535211268,0.2361111111111111,0.5204081632653061,0.17647058823529413,0.4215686274509804,0.27906976744186046,0.46564885496183206,0.2459016393442623
2262,D,2.1,3.2,3.6,4,1,5,11,14,86,40,374,127,60,536,5,1,4,13,12,103,51,424,145,71,486,0.46511627906976744,0.275,0.47244094488188976,0.23333333333333334,0.49514563106796117,0.2549019607843137,0.4896551724137931,0.16901408450704225
2263,H,2.1,3.25,3.6,3,4,3,9,18,115,57,402,106,54,508,4,1,5,12,16,120,48,482,119,61,428,0.4956521739130435,0.15789473684210525,0.5094339622641509,0.3333333333333333,0.4,0.25,0.5126050420168067,0.26229508196721313
2264,D,2.75,3.3,2.5,1,6,3,8,13,99,44,384,114,46,526,3,4,3,17,14,84,41,476,99,46,434,0.4444444444444444,0.18181818181818182,0.40350877192982454,0.2826086956521739,0.4880952380952381,0.4146341463414634,0.46464646464646464,0.30434782608695654
2265,H,3.0,3.2,2.4,2,3,5,10,15,83,39,379,101,52,531,4,2,4,13,15,95,45,458,102,50,452,0.46987951807228917,0.2564102564102564,0.5148514851485149,0.28846153846153844,0.47368421052631576,0.28888888888888886,0.49019607843137253,0.3
2266,H,3.5,3.4,2.1,2,5,3,14,12,133,73,464,135,73,445,4,4,2,11,10,159,74,485,121,56,425,0.5488721804511278,0.1917808219178082,0.5407407407407407,0.1643835616438356,0.46540880503144655,0.14864864864864866,0.4628099173553719,0.17857142857142858
2267,A,2.75,3.3,2.5,5,2,3,17,10,81,44,424,126,73,486,5,1,4,15,14,105,61,438,123,61,472,0.5432098765432098,0.38636363636363635,0.5793650793650794,0.136986301369863,0.580952380952381,0.2459016393442623,0.4959349593495935,0.22950819672131148
2268,H,1.53,4.0,6.5,7,1,2,27,13,151,75,507,87,44,403,4,0,6,12,14,122,63,426,87,43,483,0.4966887417218543,0.36,0.5057471264367817,0.29545454545454547,0.5163934426229508,0.19047619047619047,0.4942528735632184,0.32558139534883723
2269,A,2.5,3.3,2.88,2,0,8,12,23,97,60,414,156,84,496,2,4,4,11,15,97,41,419,129,63,490,0.6185567010309279,0.2,0.5384615384615384,0.27380952380952384,0.422680412371134,0.2682926829268293,0.4883720930232558,0.23809523809523808
2270,H,1.33,5.0,10.0,4,4,2,11,10,156,67,491,135,66,419,3,3,4,14,19,131,56,460,142,67,450,0.42948717948717946,0.16417910447761194,0.4888888888888889,0.15151515151515152,0.42748091603053434,0.25,0.47183098591549294,0.2835820895522388
2271,H,1.22,6.0,15.0,6,3,1,13,10,139,70,501,129,62,408,2,1,7,11,21,142,80,433,144,83,477,0.5035971223021583,0.18571428571428572,0.4806201550387597,0.16129032258064516,0.5633802816901409,0.1375,0.5763888888888888,0.25301204819277107
2272,H,2.4,3.4,2.88,4,2,4,17,20,104,52,409,137,61,500,4,4,2,13,13,118,64,456,143,70,454,0.5,0.3269230769230769,0.44525547445255476,0.32786885245901637,0.5423728813559322,0.203125,0.48951048951048953,0.18571428571428572
2273,H,2.63,3.25,2.75,3,3,4,14,15,96,48,509,139,72,400,3,4,3,14,11,136,77,453,145,75,456,0.5,0.2916666666666667,0.5179856115107914,0.20833333333333334,0.5661764705882353,0.18181818181818182,0.5172413793103449,0.14666666666666667
2274,A,1.67,3.8,5.25,3,3,4,10,16,113,63,389,124,62,521,1,0,9,6,24,110,57,428,130,74,482,0.5575221238938053,0.15873015873015872,0.5,0.25806451612903225,0.5181818181818182,0.10526315789473684,0.5692307692307692,0.32432432432432434
2275,H,1.62,4.0,5.0,5,1,4,14,14,142,68,478,97,53,432,4,3,3,16,18,89,42,430,103,54,480,0.4788732394366197,0.20588235294117646,0.5463917525773195,0.2641509433962264,0.47191011235955055,0.38095238095238093,0.5242718446601942,0.3333333333333333
2276,D,2.7,3.4,2.5,4,4,2,16,16,102,58,429,121,61,481,5,2,3,13,11,114,66,486,113,52,424,0.5686274509803921,0.27586206896551724,0.5041322314049587,0.26229508196721313,0.5789473684210527,0.19696969696969696,0.46017699115044247,0.21153846153846154
2277,H,1.91,3.25,4.33,4,1,5,11,14,113,47,488,85,41,422,2,4,4,8,9,132,59,441,116,52,469,0.415929203539823,0.23404255319148937,0.4823529411764706,0.34146341463414637,0.44696969696969696,0.13559322033898305,0.4482758620689655,0.17307692307692307
2278,A,4.2,3.25,1.91,3,1,6,16,20,92,40,359,128,61,551,5,3,2,13,7,134,59,457,113,54,453,0.43478260869565216,0.4,0.4765625,0.32786885245901637,0.44029850746268656,0.22033898305084745,0.4778761061946903,0.12962962962962962
2279,A,1.62,3.6,6.0,4,2,4,11,11,98,51,429,159,75,481,1,4,5,9,15,100,42,411,143,72,499,0.5204081632653061,0.21568627450980393,0.4716981132075472,0.14666666666666667,0.42,0.21428571428571427,0.5034965034965035,0.20833333333333334
2280,H,2.8,3.3,2.5,4,1,5,16,17,69,34,324,130,67,586,3,5,2,8,7,124,62,448,128,61,461,0.4927536231884058,0.47058823529411764,0.5153846153846153,0.2537313432835821,0.5,0.12903225806451613,0.4765625,0.11475409836065574
2281,H,3.2,3.25,2.25,4,1,5,13,16,123,54,468,116,65,442,6,2,2,15,9,129,56,512,97,35,398,0.43902439024390244,0.24074074074074073,0.5603448275862069,0.24615384615384617,0.43410852713178294,0.26785714285714285,0.36082474226804123,0.2571428571428571
2282,A,2.4,3.5,2.8,8,1,1,28,6,130,63,564,94,47,346,7,2,1,25,3,159,86,636,48,28,274,0.4846153846153846,0.4444444444444444,0.5,0.1276595744680851,0.5408805031446541,0.29069767441860467,0.5833333333333334,0.10714285714285714
2283,H,3.75,3.5,2.0,4,1,5,11,19,96,50,412,106,58,497,9,1,0,26,8,152,81,500,118,62,410,0.5208333333333334,0.22,0.5471698113207547,0.3275862068965517,0.5328947368421053,0.32098765432098764,0.5254237288135594,0.12903225806451613
2284,H,1.83,3.5,4.5,2,3,5,14,13,115,61,455,115,64,455,2,3,5,16,23,99,54,417,123,50,492,0.5304347826086957,0.22950819672131148,0.5565217391304348,0.203125,0.5454545454545454,0.2962962962962963,0.4065040650406504,0.46
2285,D,1.25,5.5,12.0,5,3,2,19,7,130,62,480,106,59,430,4,3,3,14,14,118,60,443,112,57,467,0.47692307692307695,0.3064516129032258,0.5566037735849056,0.11864406779661017,0.5084745762711864,0.23333333333333334,0.5089285714285714,0.24561403508771928
2286,A,6.25,4.0,1.53,3,3,4,12,14,125,71,459,124,60,451,5,1,4,18,8,125,67,562,78,32,348,0.568,0.16901408450704225,0.4838709677419355,0.23333333333333334,0.536,0.26865671641791045,0.41025641025641024,0.25
2287,D,8.0,4.0,1.44,0,3,7,4,16,112,62,412,107,49,498,7,2,1,23,9,128,54,555,111,56,355,0.5535714285714286,0.06451612903225806,0.45794392523364486,0.32653061224489793,0.421875,0.42592592592592593,0.5045045045045045,0.16071428571428573
2288,A,2.1,3.25,3.6,2,1,7,11,25,101,49,396,151,86,513,1,7,2,9,11,92,43,388,104,42,522,0.48514851485148514,0.22448979591836735,0.5695364238410596,0.29069767441860467,0.4673913043478261,0.20930232558139536,0.40384615384615385,0.2619047619047619
2289,D,1.8,3.5,4.5,2,3,5,8,14,111,60,459,97,44,451,3,3,4,12,15,82,35,376,102,53,534,0.5405405405405406,0.13333333333333333,0.4536082474226804,0.3181818181818182,0.4268292682926829,0.34285714285714286,0.5196078431372549,0.2830188679245283
2290,H,2.8,3.25,2.5,2,4,4,10,16,106,47,459,108,52,450,4,3,3,16,16,138,69,507,103,41,403,0.44339622641509435,0.2127659574468085,0.48148148148148145,0.3076923076923077,0.5,0.2318840579710145,0.39805825242718446,0.3902439024390244
2291,D,1.4,4.5,8.0,3,5,2,17,13,82,41,490,97,47,420,5,2,3,15,18,58,29,337,123,61,573,0.5,0.4146341463414634,0.4845360824742268,0.2765957446808511,0.5,0.5172413793103449,0.4959349593495935,0.29508196721311475
2292,H,2.4,3.3,3.0,6,0,4,24,14,145,66,484,100,45,426,8,2,0,33,10,139,57,521,108,53,389,0.45517241379310347,0.36363636363636365,0.45,0.3111111111111111,0.41007194244604317,0.5789473684210527,0.49074074074074076,0.18867924528301888
2293,D,4.0,3.2,2.0,5,1,4,12,12,143,63,524,133,49,386,6,4,0,18,8,156,78,551,87,45,359,0.4405594405594406,0.19047619047619047,0.3684210526315789,0.24489795918367346,0.5,0.23076923076923078,0.5172413793103449,0.17777777777777778
2294,D,2.5,3.4,2.7,4,2,4,14,19,72,39,398,127,61,512,4,3,3,15,15,116,54,422,108,60,488,0.5416666666666666,0.358974358974359,0.48031496062992124,0.3114754098360656,0.46551724137931033,0.2777777777777778,0.5555555555555556,0.25
2295,A,3.25,3.2,2.25,3,1,6,12,17,97,47,383,143,61,527,5,1,4,12,11,123,51,487,85,37,423,0.4845360824742268,0.2553191489361702,0.42657342657342656,0.2786885245901639,0.4146341463414634,0.23529411764705882,0.43529411764705883,0.2972972972972973
2296,H,1.13,8.5,17.0,6,1,3,20,8,124,64,576,76,29,334,4,3,3,14,16,68,39,401,130,62,509,0.5161290322580645,0.3125,0.3815789473684211,0.27586206896551724,0.5735294117647058,0.358974358974359,0.47692307692307695,0.25806451612903225
2297,A,2.38,3.3,3.0,2,2,6,16,24,94,51,407,134,49,502,3,3,4,11,15,110,55,400,127,64,509,0.5425531914893617,0.3137254901960784,0.3656716417910448,0.4897959183673469,0.5,0.2,0.5039370078740157,0.234375
2298,H,1.62,3.75,6.0,3,3,4,12,11,137,76,453,142,70,456,2,0,8,12,23,108,65,408,160,88,502,0.5547445255474452,0.15789473684210525,0.49295774647887325,0.15714285714285714,0.6018518518518519,0.18461538461538463,0.55,0.26136363636363635
2299,D,9.0,4.75,1.36,2,0,8,8,22,107,55,435,125,73,474,7,0,3,25,12,138,66,492,97,43,418,0.514018691588785,0.14545454545454545,0.584,0.3013698630136986,0.4782608695652174,0.3787878787878788,0.44329896907216493,0.27906976744186046
2300,A,2.5,3.25,2.88,2,1,7,12,22,141,83,430,148,85,480,4,1,5,12,20,103,51,408,105,58,501,0.5886524822695035,0.14457831325301204,0.5743243243243243,0.25882352941176473,0.49514563106796117,0.23529411764705882,0.5523809523809524,0.3448275862068966
2301,H,2.0,3.5,3.6,5,1,4,13,13,104,57,429,126,63,481,5,1,4,16,15,147,73,485,105,57,425,0.5480769230769231,0.22807017543859648,0.5,0.20634920634920634,0.4965986394557823,0.2191780821917808,0.5428571428571428,0.2631578947368421
2302,A,5.5,4.0,1.57,1,2,7,8,18,102,49,454,99,47,455,5,3,2,20,8,137,67,479,99,51,431,0.4803921568627451,0.16326530612244897,0.47474747474747475,0.3829787234042553,0.48905109489051096,0.29850746268656714,0.5151515151515151,0.1568627450980392
2303,H,1.91,3.25,4.2,3,2,5,7,15,95,40,389,127,49,520,4,1,5,10,14,101,45,408,113,65,502,0.42105263157894735,0.175,0.3858267716535433,0.30612244897959184,0.44554455445544555,0.2222222222222222,0.5752212389380531,0.2153846153846154
2304,D,1.91,3.25,4.33,2,3,5,8,11,127,55,437,128,57,473,2,3,5,10,15,102,49,434,123,49,476,0.4330708661417323,0.14545454545454545,0.4453125,0.19298245614035087,0.4803921568627451,0.20408163265306123,0.3983739837398374,0.30612244897959184
2305,H,1.29,5.0,12.0,7,2,1,24,10,123,53,556,112,52,354,1,1,8,14,26,90,43,367,104,49,542,0.43089430894308944,0.4528301886792453,0.4642857142857143,0.19230769230769232,0.4777777777777778,0.32558139534883723,0.47115384615384615,0.5306122448979592
2306,A,2.2,3.25,3.25,1,4,5,7,15,106,55,324,122,49,586,3,3,4,12,16,113,55,455,103,53,454,0.5188679245283019,0.12727272727272726,0.4016393442622951,0.30612244897959184,0.48672566371681414,0.21818181818181817,0.5145631067961165,0.3018867924528302
2307,A,8.0,4.5,1.4,3,4,3,8,8,127,61,458,119,55,451,8,1,1,29,8,129,63,540,93,45,370,0.48031496062992124,0.13114754098360656,0.46218487394957986,0.14545454545454545,0.4883720930232558,0.4603174603174603,0.4838709677419355,0.17777777777777778
2308,H,1.4,4.33,8.5,3,5,2,17,13,91,41,504,98,46,406,1,1,8,8,24,103,52,407,150,83,502,0.45054945054945056,0.4146341463414634,0.46938775510204084,0.2826086956521739,0.5048543689320388,0.15384615384615385,0.5533333333333333,0.2891566265060241
2309,A,4.2,3.4,1.91,3,3,4,12,15,101,46,429,129,63,480,5,4,1,12,6,171,78,506,121,57,404,0.45544554455445546,0.2608695652173913,0.4883720930232558,0.23809523809523808,0.45614035087719296,0.15384615384615385,0.47107438016528924,0.10526315789473684
2310,H,1.73,3.75,4.5,8,1,1,32,10,129,50,506,111,53,404,8,1,1,25,9,142,74,499,88,43,411,0.3875968992248062,0.64,0.4774774774774775,0.18867924528301888,0.5211267605633803,0.33783783783783783,0.48863636363636365,0.20930232558139536
2311,A,7.5,4.33,1.44,2,3,5,11,20,122,48,444,153,76,466,6,3,1,14,10,147,77,509,117,60,400,0.39344262295081966,0.22916666666666666,0.49673202614379086,0.2631578947368421,0.5238095238095238,0.18181818181818182,0.5128205128205128,0.16666666666666666
2312,H,1.36,4.75,9.0,8,1,1,23,10,154,85,501,123,64,409,2,3,5,12,14,136,64,458,109,58,452,0.551948051948052,0.27058823529411763,0.5203252032520326,0.15625,0.47058823529411764,0.1875,0.5321100917431193,0.2413793103448276
2313,H,1.83,3.5,4.33,6,2,2,21,6,98,49,482,109,61,428,4,3,3,15,15,122,59,423,104,62,487,0.5,0.42857142857142855,0.5596330275229358,0.09836065573770492,0.48360655737704916,0.2542372881355932,0.5961538461538461,0.24193548387096775
2314,A,4.75,3.25,1.83,2,3,5,8,13,108,42,400,145,76,510,5,1,4,10,10,131,58,494,81,35,416,0.3888888888888889,0.19047619047619047,0.5241379310344828,0.17105263157894737,0.44274809160305345,0.1724137931034483,0.43209876543209874,0.2857142857142857
2315,D,2.2,3.2,3.4,6,2,2,14,7,134,60,459,111,54,451,5,3,2,11,9,112,50,406,126,52,504,0.44776119402985076,0.23333333333333334,0.4864864864864865,0.12962962962962962,0.44642857142857145,0.22,0.4126984126984127,0.17307692307692307
2316,A,1.83,3.4,4.5,3,6,1,15,9,110,43,474,90,39,436,5,1,4,13,13,140,62,514,134,53,396,0.39090909090909093,0.3488372093023256,0.43333333333333335,0.23076923076923078,0.44285714285714284,0.20967741935483872,0.39552238805970147,0.24528301886792453
2317,D,2.1,3.3,3.5,4,3,3,14,18,53,26,320,131,62,590,2,4,4,11,15,83,34,396,113,59,514,0.49056603773584906,0.5384615384615384,0.4732824427480916,0.2903225806451613,0.40963855421686746,0.3235294117647059,0.5221238938053098,0.2542372881355932
2318,A,1.5,4.0,6.5,3,3,4,14,20,134,70,490,114,49,420,4,1,5,14,17,125,55,456,114,65,454,0.5223880597014925,0.2,0.4298245614035088,0.40816326530612246,0.44,0.2545454545454545,0.5701754385964912,0.26153846153846155
2319,H,1.73,3.6,4.75,6,2,2,16,10,124,51,514,100,34,396,3,2,5,12,18,91,47,456,102,46,454,0.4112903225806452,0.3137254901960784,0.34,0.29411764705882354,0.5164835164835165,0.2553191489361702,0.45098039215686275,0.391304347826087
2320,H,2.1,3.4,3.4,3,4,3,10,19,107,57,416,114,61,494,2,3,5,7,13,118,63,464,98,45,446,0.5327102803738317,0.17543859649122806,0.5350877192982456,0.3114754098360656,0.5338983050847458,0.1111111111111111,0.45918367346938777,0.28888888888888886
2321,D,2.0,3.5,3.75,2,1,7,12,22,135,78,435,140,81,475,4,2,4,19,21,103,56,409,138,61,500,0.5777777777777777,0.15384615384615385,0.5785714285714286,0.2716049382716049,0.5436893203883495,0.3392857142857143,0.4420289855072464,0.3442622950819672
2322,A,2.1,3.4,3.5,1,2,7,13,23,102,59,413,124,47,496,2,0,8,12,22,121,70,410,155,85,500,0.5784313725490197,0.22033898305084745,0.3790322580645161,0.48936170212765956,0.5785123966942148,0.17142857142857143,0.5483870967741935,0.25882352941176473
2323,A,6.5,3.6,1.57,4,1,5,9,13,102,49,409,117,67,501,7,2,1,25,10,126,54,559,111,51,351,0.4803921568627451,0.1836734693877551,0.5726495726495726,0.19402985074626866,0.42857142857142855,0.46296296296296297,0.4594594594594595,0.19607843137254902
2324,D,2.5,3.1,2.9,1,1,8,12,24,82,40,359,111,50,550,2,4,4,9,11,130,54,437,125,55,473,0.4878048780487805,0.3,0.45045045045045046,0.48,0.4153846153846154,0.16666666666666666,0.44,0.2
2325,A,2.5,3.3,2.88,2,2,6,10,21,117,46,434,164,85,476,2,3,5,11,13,133,64,449,117,58,461,0.39316239316239315,0.21739130434782608,0.5182926829268293,0.24705882352941178,0.48120300751879697,0.171875,0.49572649572649574,0.22413793103448276
2326,D,7.0,4.0,1.5,2,1,7,8,20,112,60,426,121,71,483,5,4,1,12,5,172,79,515,121,56,395,0.5357142857142857,0.13333333333333333,0.5867768595041323,0.28169014084507044,0.45930232558139533,0.1518987341772152,0.4628099173553719,0.08928571428571429
2327,A,5.0,3.6,1.73,3,2,5,11,16,107,51,425,127,65,484,7,1,2,22,10,134,71,489,99,50,421,0.4766355140186916,0.21568627450980393,0.5118110236220472,0.24615384615384617,0.5298507462686567,0.30985915492957744,0.5050505050505051,0.2
2328,H,1.57,3.75,6.5,3,0,7,9,14,116,59,429,91,48,480,3,3,4,13,15,105,49,507,133,66,402,0.5086206896551724,0.15254237288135594,0.5274725274725275,0.2916666666666667,0.4666666666666667,0.2653061224489796,0.49624060150375937,0.22727272727272727
2329,A,5.0,3.6,1.73,4,2,4,14,11,139,80,452,151,73,457,7,2,1,15,9,155,83,507,117,56,402,0.5755395683453237,0.175,0.48344370860927155,0.1506849315068493,0.535483870967742,0.18072289156626506,0.47863247863247865,0.16071428571428573
