,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
6771,H,2.0,3.6,3.5,5,0,5,16,17,99,45,425,132,67,484,3,3,4,10,15,121,58,444,110,59,466,0.45454545454545453,0.35555555555555557,0.5075757575757576,0.2537313432835821,0.4793388429752066,0.1724137931034483,0.5363636363636364,0.2542372881355932
6772,A,5.5,4.2,1.55,3,3,4,11,17,100,48,470,116,52,440,8,2,0,25,7,135,72,501,83,41,409,0.48,0.22916666666666666,0.4482758620689655,0.3269230769230769,0.5333333333333333,0.3472222222222222,0.4939759036144578,0.17073170731707318
6773,A,1.45,4.33,7.0,5,3,2,19,12,107,64,461,75,35,448,1,5,4,12,15,112,48,401,153,83,509,0.5981308411214953,0.296875,0.4666666666666667,0.34285714285714286,0.42857142857142855,0.25,0.5424836601307189,0.18072289156626506
6774,D,4.0,3.75,1.83,4,2,4,14,18,104,43,444,141,66,466,6,2,2,18,10,148,80,495,71,37,415,0.41346153846153844,0.32558139534883723,0.46808510638297873,0.2727272727272727,0.5405405405405406,0.225,0.5211267605633803,0.2702702702702703
6775,H,1.22,7.0,11.0,8,1,1,32,9,134,75,518,99,48,392,3,4,3,10,10,85,47,419,112,54,491,0.5597014925373134,0.4266666666666667,0.48484848484848486,0.1875,0.5529411764705883,0.2127659574468085,0.48214285714285715,0.18518518518518517
6776,H,1.62,4.2,5.25,5,0,5,12,16,95,55,450,127,56,460,2,2,6,9,18,99,50,404,89,40,506,0.5789473684210527,0.21818181818181817,0.4409448818897638,0.2857142857142857,0.5050505050505051,0.18,0.449438202247191,0.45
6777,A,13.0,7.0,1.2,0,5,5,8,18,95,48,453,103,51,456,7,1,2,32,11,132,69,587,94,40,323,0.5052631578947369,0.16666666666666666,0.49514563106796117,0.35294117647058826,0.5227272727272727,0.463768115942029,0.425531914893617,0.275
6778,H,3.1,3.4,2.3,1,4,5,9,16,81,35,406,115,50,503,3,3,4,14,16,99,45,445,118,66,465,0.43209876543209874,0.2571428571428571,0.43478260869565216,0.32,0.45454545454545453,0.3111111111111111,0.559322033898305,0.24242424242424243
6779,A,4.0,3.3,2.0,5,2,3,15,9,87,39,481,96,54,429,8,1,1,23,5,108,48,445,84,41,463,0.4482758620689655,0.38461538461538464,0.5625,0.16666666666666666,0.4444444444444444,0.4791666666666667,0.4880952380952381,0.12195121951219512
6780,D,1.85,3.75,4.2,3,4,3,9,7,104,52,436,85,48,474,2,5,3,15,18,108,48,521,111,56,389,0.5,0.17307692307692307,0.5647058823529412,0.14583333333333334,0.4444444444444444,0.3125,0.5045045045045045,0.32142857142857145
6781,H,1.29,6.0,13.0,4,4,2,19,12,134,78,542,105,63,368,3,3,4,7,8,80,34,386,146,76,524,0.582089552238806,0.24358974358974358,0.6,0.19047619047619047,0.425,0.20588235294117646,0.5205479452054794,0.10526315789473684
6782,D,1.44,4.5,7.5,3,4,3,9,10,135,73,469,102,57,441,3,3,4,12,13,79,31,343,111,58,567,0.5407407407407407,0.1232876712328767,0.5588235294117647,0.17543859649122806,0.3924050632911392,0.3870967741935484,0.5225225225225225,0.22413793103448276
6783,A,3.1,3.5,2.2,4,3,3,15,14,88,40,448,122,65,462,6,1,3,27,19,159,83,453,98,56,457,0.45454545454545453,0.375,0.5327868852459017,0.2153846153846154,0.5220125786163522,0.3253012048192771,0.5714285714285714,0.3392857142857143
6784,D,2.6,3.4,2.6,1,1,8,6,19,108,48,464,120,65,444,1,2,7,5,19,106,53,456,118,55,454,0.4444444444444444,0.125,0.5416666666666666,0.2923076923076923,0.5,0.09433962264150944,0.4661016949152542,0.34545454545454546
6785,A,1.53,4.2,6.0,4,2,4,14,10,92,40,461,91,41,449,0,2,8,3,26,119,59,403,104,55,506,0.43478260869565216,0.35,0.45054945054945056,0.24390243902439024,0.4957983193277311,0.05084745762711865,0.5288461538461539,0.4727272727272727
6786,H,1.95,3.5,3.8,1,4,5,7,16,96,43,406,106,42,504,3,2,5,9,13,114,48,442,111,51,468,0.4479166666666667,0.16279069767441862,0.39622641509433965,0.38095238095238093,0.42105263157894735,0.1875,0.4594594594594595,0.2549019607843137
6787,H,1.65,3.8,5.5,4,3,3,13,10,93,53,522,96,46,388,3,1,6,11,17,103,52,463,95,53,447,0.5698924731182796,0.24528301886792453,0.4791666666666667,0.21739130434782608,0.5048543689320388,0.21153846153846154,0.5578947368421052,0.32075471698113206
6788,H,2.6,3.5,2.63,3,2,5,13,15,91,43,456,101,50,454,3,3,4,18,20,96,50,411,100,55,499,0.4725274725274725,0.3023255813953488,0.49504950495049505,0.3,0.5208333333333334,0.36,0.55,0.36363636363636365
6789,H,2.25,3.3,3.3,6,1,3,15,8,96,44,466,120,62,443,4,2,4,14,16,108,58,404,105,56,506,0.4583333333333333,0.3409090909090909,0.5166666666666667,0.12903225806451613,0.5370370370370371,0.2413793103448276,0.5333333333333333,0.2857142857142857
6790,A,7.5,4.2,1.53,1,1,8,3,23,91,47,384,112,45,525,5,2,3,13,11,114,53,432,112,60,478,0.5164835164835165,0.06382978723404255,0.4017857142857143,0.5111111111111111,0.4649122807017544,0.24528301886792453,0.5357142857142857,0.18333333333333332
6791,A,3.1,3.5,2.4,4,2,4,13,16,117,67,464,103,50,446,4,4,2,17,11,138,70,482,116,68,428,0.5726495726495726,0.19402985074626866,0.4854368932038835,0.32,0.5072463768115942,0.24285714285714285,0.5862068965517241,0.16176470588235295
6792,D,1.57,4.5,6.0,6,2,2,26,11,147,88,520,94,46,389,2,2,6,11,18,103,55,452,107,48,458,0.5986394557823129,0.29545454545454547,0.48936170212765956,0.2391304347826087,0.5339805825242718,0.2,0.4485981308411215,0.375
6793,H,1.3,6.0,11.0,5,1,4,17,11,119,51,517,73,40,392,3,2,5,11,21,101,43,469,115,55,441,0.42857142857142855,0.3333333333333333,0.547945205479452,0.275,0.42574257425742573,0.2558139534883721,0.4782608695652174,0.38181818181818183
6794,A,3.5,3.4,2.1,3,4,3,14,8,103,53,431,92,51,479,7,2,1,24,8,107,49,507,82,44,403,0.5145631067961165,0.2641509433962264,0.5543478260869565,0.1568627450980392,0.45794392523364486,0.4897959183673469,0.5365853658536586,0.18181818181818182
6795,A,3.0,3.3,2.4,3,3,4,12,17,105,52,450,120,63,460,6,1,3,18,12,110,62,488,93,60,421,0.49523809523809526,0.23076923076923078,0.525,0.2698412698412698,0.5636363636363636,0.2903225806451613,0.6451612903225806,0.2
6796,A,1.8,3.75,4.33,3,3,4,13,13,113,64,477,93,48,433,3,3,4,16,20,93,48,428,120,69,482,0.5663716814159292,0.203125,0.5161290322580645,0.2708333333333333,0.5161290322580645,0.3333333333333333,0.575,0.2898550724637681
6797,A,4.75,4.2,1.65,2,3,5,15,19,117,58,436,114,61,474,8,2,0,20,6,134,70,569,76,34,340,0.49572649572649574,0.25862068965517243,0.5350877192982456,0.3114754098360656,0.5223880597014925,0.2857142857142857,0.4473684210526316,0.17647058823529413
6798,H,1.95,3.3,4.33,3,2,5,11,13,106,58,377,110,53,533,2,5,3,13,15,74,34,339,128,66,570,0.5471698113207547,0.1896551724137931,0.4818181818181818,0.24528301886792453,0.4594594594594595,0.38235294117647056,0.515625,0.22727272727272727
6799,A,9.0,4.5,1.4,4,2,4,11,15,72,41,472,115,60,437,7,2,1,21,5,146,75,618,63,34,292,0.5694444444444444,0.2682926829268293,0.5217391304347826,0.25,0.5136986301369864,0.28,0.5396825396825397,0.14705882352941177
6800,D,1.91,3.4,4.33,3,4,3,13,12,100,49,454,74,27,456,2,1,7,7,19,101,53,415,106,63,495,0.49,0.2653061224489796,0.36486486486486486,0.4444444444444444,0.5247524752475248,0.1320754716981132,0.5943396226415094,0.30158730158730157
6801,H,1.44,4.2,8.5,4,2,4,14,13,104,44,498,100,51,412,3,2,5,10,12,97,42,403,107,53,505,0.4230769230769231,0.3181818181818182,0.51,0.2549019607843137,0.4329896907216495,0.23809523809523808,0.4953271028037383,0.22641509433962265
6802,A,8.5,5.5,1.33,2,5,3,14,17,104,47,517,113,56,393,8,1,1,31,7,136,75,522,93,48,388,0.4519230769230769,0.2978723404255319,0.49557522123893805,0.30357142857142855,0.5514705882352942,0.41333333333333333,0.5161290322580645,0.14583333333333334
6803,D,2.25,3.2,3.4,1,2,7,7,22,93,48,393,87,39,517,0,4,6,7,25,107,53,438,104,51,471,0.5161290322580645,0.14583333333333334,0.4482758620689655,0.5641025641025641,0.4953271028037383,0.1320754716981132,0.49038461538461536,0.49019607843137253
6804,H,1.04,17.0,34.0,7,1,2,34,10,129,66,593,103,45,317,2,3,5,9,15,84,37,415,116,51,494,0.5116279069767442,0.5151515151515151,0.4368932038834951,0.2222222222222222,0.44047619047619047,0.24324324324324326,0.4396551724137931,0.29411764705882354
6805,H,1.33,5.0,11.0,8,1,1,23,5,111,47,435,83,42,473,2,5,3,7,8,109,53,437,90,51,473,0.42342342342342343,0.48936170212765956,0.5060240963855421,0.11904761904761904,0.48623853211009177,0.1320754716981132,0.5666666666666667,0.1568627450980392
6806,H,1.75,3.7,5.5,9,0,1,16,3,100,52,436,135,61,474,4,2,4,11,13,106,50,470,131,67,440,0.52,0.3076923076923077,0.45185185185185184,0.04918032786885246,0.4716981132075472,0.22,0.5114503816793893,0.19402985074626866
6807,D,4.5,4.0,1.8,1,6,3,9,12,123,56,386,109,57,524,5,3,2,21,12,128,70,547,100,55,363,0.45528455284552843,0.16071428571428573,0.5229357798165137,0.21052631578947367,0.546875,0.3,0.55,0.21818181818181817
6808,H,1.44,4.33,8.0,5,3,2,14,7,107,50,490,103,50,420,3,4,3,13,17,98,50,447,125,57,463,0.4672897196261682,0.28,0.4854368932038835,0.14,0.5102040816326531,0.26,0.456,0.2982456140350877
6809,D,1.95,3.3,4.2,5,1,4,20,18,77,38,373,125,61,537,3,1,6,9,21,130,62,405,111,47,505,0.4935064935064935,0.5263157894736842,0.488,0.29508196721311475,0.47692307692307695,0.14516129032258066,0.42342342342342343,0.44680851063829785
6810,H,1.91,3.2,4.75,1,4,5,7,19,97,48,448,76,43,462,4,3,3,9,9,97,38,422,86,43,488,0.4948453608247423,0.14583333333333334,0.5657894736842105,0.4418604651162791,0.3917525773195876,0.23684210526315788,0.5,0.20930232558139536
6811,H,1.25,5.5,12.0,4,3,3,13,12,81,47,445,88,36,465,1,0,9,5,26,114,62,426,144,72,484,0.5802469135802469,0.2765957446808511,0.4090909090909091,0.3333333333333333,0.543859649122807,0.08064516129032258,0.5,0.3611111111111111
6812,D,2.7,3.1,2.8,5,2,3,18,15,90,45,458,104,58,452,4,4,2,15,13,90,48,415,114,58,495,0.5,0.4,0.5576923076923077,0.25862068965517243,0.5333333333333333,0.3125,0.5087719298245614,0.22413793103448276
6813,H,1.62,4.2,5.25,4,1,5,21,13,112,63,490,105,58,420,6,1,3,16,16,94,55,439,131,68,470,0.5625,0.3333333333333333,0.5523809523809524,0.22413793103448276,0.5851063829787234,0.2909090909090909,0.5190839694656488,0.23529411764705882
6814,H,2.88,3.3,2.5,1,4,5,5,15,107,62,464,76,43,446,4,3,3,17,15,83,45,425,109,57,484,0.5794392523364486,0.08064516129032258,0.5657894736842105,0.3488372093023256,0.5421686746987951,0.37777777777777777,0.5229357798165137,0.2631578947368421
6815,H,1.95,3.5,4.0,2,5,3,13,14,104,53,437,99,51,473,5,3,2,14,9,109,56,442,135,69,468,0.5096153846153846,0.24528301886792453,0.5151515151515151,0.27450980392156865,0.5137614678899083,0.25,0.5111111111111111,0.13043478260869565
6816,H,2.25,3.2,3.4,1,4,5,3,13,88,44,445,90,39,465,6,0,4,15,13,115,57,441,121,64,468,0.5,0.06818181818181818,0.43333333333333335,0.3333333333333333,0.4956521739130435,0.2631578947368421,0.5289256198347108,0.203125
6817,A,3.5,3.3,2.15,3,4,3,13,15,135,73,530,79,40,379,9,1,0,20,2,109,60,503,85,44,407,0.5407407407407407,0.1780821917808219,0.5063291139240507,0.375,0.5504587155963303,0.3333333333333333,0.5176470588235295,0.045454545454545456
6818,H,2.8,3.2,2.6,3,4,3,10,6,116,61,436,137,68,474,3,4,3,13,13,121,51,498,91,51,412,0.5258620689655172,0.16393442622950818,0.49635036496350365,0.08823529411764706,0.4214876033057851,0.2549019607843137,0.5604395604395604,0.2549019607843137
6819,A,2.38,3.4,3.0,2,2,6,6,17,93,40,388,162,82,521,0,3,7,5,24,94,55,373,126,50,537,0.43010752688172044,0.15,0.5061728395061729,0.2073170731707317,0.5851063829787234,0.09090909090909091,0.3968253968253968,0.48
6820,A,2.05,3.5,3.6,4,2,4,14,15,96,51,416,117,55,494,4,3,3,13,10,114,56,477,96,47,433,0.53125,0.27450980392156865,0.4700854700854701,0.2727272727272727,0.49122807017543857,0.23214285714285715,0.4895833333333333,0.2127659574468085
6821,D,1.73,3.75,5.0,3,3,4,10,13,83,46,419,119,60,491,3,2,5,10,12,98,45,475,90,41,435,0.5542168674698795,0.21739130434782608,0.5042016806722689,0.21666666666666667,0.45918367346938777,0.2222222222222222,0.45555555555555555,0.2926829268292683
6822,D,3.2,3.3,2.3,1,2,7,5,26,112,54,393,112,60,516,5,0,5,14,15,85,49,448,116,50,462,0.48214285714285715,0.09259259259259259,0.5357142857142857,0.43333333333333335,0.5764705882352941,0.2857142857142857,0.43103448275862066,0.3
6823,H,1.5,4.33,6.5,2,3,5,13,18,107,48,441,119,64,469,5,3,2,13,10,105,57,441,93,46,468,0.4485981308411215,0.2708333333333333,0.5378151260504201,0.28125,0.5428571428571428,0.22807017543859648,0.4946236559139785,0.21739130434782608
6824,D,3.4,3.2,2.25,3,2,5,9,15,105,46,441,109,50,469,5,1,4,15,10,89,44,482,98,51,428,0.4380952380952381,0.1956521739130435,0.45871559633027525,0.3,0.4943820224719101,0.3409090909090909,0.5204081632653061,0.19607843137254902
6825,D,1.22,7.0,15.0,7,2,1,20,6,167,87,520,101,50,389,3,2,5,7,10,83,35,376,146,75,534,0.5209580838323353,0.22988505747126436,0.49504950495049505,0.12,0.42168674698795183,0.2,0.5136986301369864,0.13333333333333333
6826,H,1.83,3.6,4.5,3,4,3,11,11,77,31,336,120,65,574,2,3,5,7,11,94,48,466,154,70,444,0.4025974025974026,0.3548387096774194,0.5416666666666666,0.16923076923076924,0.5106382978723404,0.14583333333333334,0.45454545454545453,0.15714285714285714
6827,H,5.0,3.6,1.75,2,1,7,9,20,109,55,405,112,58,505,3,4,3,8,9,130,70,486,99,53,424,0.5045871559633027,0.16363636363636364,0.5178571428571429,0.3448275862068966,0.5384615384615384,0.11428571428571428,0.5353535353535354,0.16981132075471697
6828,H,2.45,3.4,2.9,7,3,0,29,12,136,55,545,85,36,364,5,2,3,19,10,134,72,563,78,38,347,0.40441176470588236,0.5272727272727272,0.4235294117647059,0.3333333333333333,0.5373134328358209,0.2638888888888889,0.48717948717948717,0.2631578947368421
6829,H,1.53,4.33,6.0,5,3,2,12,17,106,47,486,100,51,423,2,4,4,11,15,93,42,421,103,43,489,0.44339622641509435,0.2553191489361702,0.51,0.3333333333333333,0.45161290322580644,0.2619047619047619,0.4174757281553398,0.3488372093023256
6830,D,1.62,3.6,6.5,7,2,1,18,8,73,38,465,90,46,445,3,2,5,12,13,89,40,387,94,48,523,0.5205479452054794,0.47368421052631576,0.5111111111111111,0.17391304347826086,0.449438202247191,0.3,0.5106382978723404,0.2708333333333333
6831,H,1.3,5.5,10.0,6,2,2,28,7,111,52,552,104,53,358,5,2,3,18,15,92,46,458,98,56,452,0.46846846846846846,0.5384615384615384,0.5096153846153846,0.1320754716981132,0.5,0.391304347826087,0.5714285714285714,0.26785714285714285
6832,D,2.45,3.25,3.0,4,3,3,17,17,93,50,422,118,68,488,4,1,5,14,13,100,55,400,114,53,510,0.5376344086021505,0.34,0.576271186440678,0.25,0.55,0.2545454545454545,0.4649122807017544,0.24528301886792453
6833,H,1.6,3.8,5.75,2,3,5,8,18,85,39,415,121,52,494,1,3,6,6,20,93,48,408,81,34,502,0.4588235294117647,0.20512820512820512,0.4297520661157025,0.34615384615384615,0.5161290322580645,0.125,0.41975308641975306,0.5882352941176471
6834,H,1.29,6.5,11.0,4,4,2,19,12,141,78,563,93,49,347,2,1,7,11,19,97,38,400,95,49,510,0.5531914893617021,0.24358974358974358,0.5268817204301075,0.24489795918367346,0.3917525773195876,0.2894736842105263,0.5157894736842106,0.3877551020408163
