,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
3316,H,2.2,3.5,3.5,3,3,4,14,14,122,71,90,40,6,1,3,18,14,125,69,131,71
3317,A,6.0,4.2,1.62,3,5,2,15,13,87,36,118,56,6,1,3,28,8,146,66,79,34
3318,A,5.8,3.9,1.67,2,1,7,9,19,65,27,155,79,3,3,4,8,14,152,80,104,53
3319,H,2.8,3.3,2.75,2,1,7,4,16,93,45,84,39,2,4,4,8,15,101,50,150,77
3320,H,1.29,6.0,12.0,5,2,3,25,15,143,75,111,59,2,3,5,9,11,109,52,105,55
3321,A,1.53,4.33,7.0,4,3,3,16,16,105,44,106,49,5,1,4,16,16,126,71,131,73
3322,D,5.25,3.8,1.75,4,3,3,12,9,109,57,105,56,6,1,3,29,10,150,66,85,37
3323,H,6.5,4.2,1.57,1,4,5,9,16,89,45,119,67,7,2,1,24,12,165,90,106,54
3324,A,4.5,3.6,1.91,2,1,7,8,20,86,41,142,68,4,3,3,10,14,148,78,106,56
3325,A,1.8,3.75,5.0,3,4,3,16,15,88,35,120,59,3,1,6,9,23,122,60,147,81
3326,D,1.7,3.8,5.75,8,1,1,21,5,109,58,86,47,6,3,1,19,11,125,70,112,58
3327,H,2.75,3.3,2.8,2,1,7,10,20,76,34,148,72,3,4,3,9,10,122,56,111,49
3328,D,1.75,3.75,5.5,4,2,4,15,12,115,67,96,45,4,1,5,10,13,103,48,117,58
3329,H,2.63,3.4,2.88,2,3,5,7,16,103,52,150,74,2,4,4,13,17,103,46,118,56
3330,H,1.18,8.0,19.0,6,2,2,24,15,153,83,107,54,3,1,6,6,14,98,45,85,40
3331,H,1.36,5.0,10.5,5,4,1,17,10,128,71,116,63,3,0,7,11,19,86,44,150,73
3332,D,2.3,3.3,3.5,3,2,5,8,12,102,47,115,58,2,4,4,11,15,89,43,119,63
3333,H,1.83,3.75,4.75,6,1,3,30,11,150,66,86,36,7,2,1,19,5,109,56,92,47
3334,D,2.4,3.4,3.2,6,1,3,15,13,122,68,131,72,4,4,2,13,9,111,57,100,50
3335,D,1.95,3.6,4.33,2,2,6,10,15,110,55,120,65,2,1,7,9,19,90,43,157,78
3336,A,5.25,3.8,1.75,3,4,3,8,10,125,59,118,53,4,3,3,15,13,103,47,103,48
3337,D,2.88,3.3,2.7,4,1,5,11,22,115,58,157,92,3,3,4,14,13,115,67,93,46
3338,A,2.5,3.4,3.0,4,3,3,10,15,154,85,112,58,6,2,2,29,15,161,87,108,57
3339,A,3.25,3.4,2.38,3,1,6,7,14,103,48,91,45,6,2,2,14,11,122,66,127,71
3340,A,9.5,5.25,1.36,3,0,7,12,21,91,46,142,71,6,1,3,32,13,156,69,84,37
3341,H,1.2,7.5,16.0,6,2,2,31,14,163,86,96,49,2,3,5,6,15,98,53,154,75
3342,H,1.36,5.25,10.0,5,3,2,17,11,98,40,108,56,2,3,5,8,12,114,55,129,72
3343,H,2.3,3.25,3.5,2,5,3,11,14,91,42,125,66,2,4,4,7,13,126,66,115,53
3344,D,2.05,3.5,4.0,2,2,6,8,16,88,43,156,73,3,2,5,11,23,127,62,160,94
3345,D,1.95,3.5,4.5,1,4,5,11,17,104,49,116,53,2,3,5,7,12,106,49,109,53
3346,A,2.55,3.3,3.0,4,4,2,14,10,107,54,107,54,4,2,4,9,19,151,84,116,57
3347,A,3.0,3.4,2.5,3,4,3,14,12,117,69,105,51,5,4,1,18,9,129,73,112,58
3348,D,2.38,3.4,3.25,6,2,2,20,10,110,57,101,50,7,1,2,25,15,157,85,106,57
3349,A,1.91,3.5,4.5,1,4,5,5,13,135,73,106,48,3,1,6,6,14,101,48,93,44
3350,A,3.3,3.3,2.38,2,3,5,6,16,100,56,164,75,3,4,3,15,13,107,52,105,50
3351,H,1.33,5.5,10.0,6,2,2,22,14,148,79,97,55,3,4,3,15,12,114,64,106,52
3352,A,1.36,5.25,9.5,6,4,0,19,7,136,75,110,56,2,3,5,7,14,102,47,158,77
3353,A,7.0,4.2,1.55,2,3,5,8,13,101,49,104,51,5,3,2,18,11,103,42,106,54
3354,H,1.75,4.2,4.6,7,1,2,34,12,150,71,92,44,6,2,2,31,14,180,92,96,49
3355,H,1.75,3.8,5.25,6,2,2,15,10,117,59,127,74,3,5,2,13,14,86,39,131,70
3356,A,2.05,3.5,4.0,3,3,4,10,20,124,64,159,90,3,0,7,13,23,96,50,138,76
3357,D,1.53,4.33,7.0,5,2,3,12,18,145,81,114,58,1,4,5,11,17,106,51,109,51
3358,A,6.5,4.0,1.62,2,3,5,9,14,102,50,136,74,6,2,2,19,9,105,58,103,52
3359,D,3.0,3.3,2.55,1,3,6,5,14,129,70,107,53,2,4,4,11,13,110,58,119,61
3360,D,2.38,3.25,3.4,2,3,5,5,15,98,51,151,69,3,3,4,8,10,107,49,171,85
3361,H,2.05,3.4,4.1,2,3,5,9,14,105,52,103,49,3,0,7,14,24,99,50,137,76
3362,H,1.13,9.5,29.0,7,1,2,33,12,153,77,100,48,4,1,5,6,10,102,50,99,47
3363,A,6.5,4.2,1.57,3,3,4,10,18,128,65,154,86,6,2,2,20,12,102,41,102,50
3364,D,2.38,3.4,3.25,1,3,6,7,17,99,49,149,86,1,4,5,12,18,104,48,117,56
3365,H,2.2,3.5,3.5,6,2,2,19,13,148,82,93,51,6,1,3,30,14,176,94,105,57
3366,H,1.83,3.7,4.75,5,4,1,17,7,149,84,112,59,3,4,3,16,13,104,51,109,48
3367,A,4.0,3.7,2.0,7,1,2,18,9,129,63,119,72,6,2,2,18,9,119,69,103,50
3368,H,1.44,4.33,8.0,4,3,3,11,19,149,83,101,54,3,4,3,14,19,85,39,144,72
3369,H,1.29,6.0,13.0,6,2,2,17,9,120,70,103,50,2,3,5,7,17,102,51,141,63
3370,D,2.38,3.3,3.3,4,1,5,6,9,98,48,114,56,3,2,5,10,19,116,56,153,83
3371,H,2.5,3.3,3.1,2,0,8,10,29,101,52,146,84,1,3,6,10,20,98,48,158,94
3372,H,1.3,6.0,11.0,5,1,4,27,15,170,99,106,58,3,3,4,15,13,114,58,95,46
3373,A,1.8,3.8,4.75,6,2,2,18,10,93,40,111,52,4,3,3,13,19,152,84,93,48
3374,A,4.0,3.5,2.05,2,4,4,15,15,105,51,100,43,6,2,2,19,13,146,84,88,50
3375,D,4.0,3.3,2.1,3,4,3,12,19,79,34,144,75,5,4,1,17,8,142,78,110,55
3376,A,2.15,3.4,3.75,2,4,4,8,11,119,55,170,85,1,4,5,6,13,116,66,106,54
3377,A,5.75,4.25,1.62,2,4,4,12,14,112,58,110,57,8,1,1,33,10,162,81,97,49
3378,H,2.6,3.4,2.88,1,5,4,14,17,115,60,116,59,7,1,2,17,8,128,62,121,72
3379,A,2.0,3.5,4.1,1,3,6,6,19,103,51,158,71,1,2,7,11,22,96,47,174,102
3380,H,1.4,5.0,9.0,5,4,1,18,9,146,80,103,48,3,3,4,11,13,117,56,145,76
3381,A,2.2,3.3,3.75,3,0,7,11,27,110,57,148,86,2,4,4,8,11,126,60,162,84
3382,A,6.5,4.0,1.6,2,3,5,14,15,103,53,99,48,7,2,1,22,11,138,78,84,47
3383,H,1.57,4.0,7.0,5,2,3,16,11,104,49,105,49,2,4,4,14,16,116,59,113,56
3384,H,1.83,3.7,4.75,2,3,5,14,17,98,49,96,40,1,5,4,13,17,122,62,112,59
3385,H,1.36,5.0,10.0,5,2,3,15,20,142,75,97,52,4,2,4,7,8,98,48,116,57
3386,A,5.25,4.0,1.7,6,1,3,15,9,122,58,118,68,8,1,1,29,12,153,73,105,51
3387,A,5.75,4.0,1.67,3,4,3,12,19,79,35,150,80,6,1,3,29,13,170,96,105,54
3388,A,6.0,4.2,1.62,2,4,4,7,11,114,64,107,51,6,2,2,17,9,137,76,100,49
3389,H,1.22,7.0,15.0,7,2,1,19,9,134,75,106,54,3,0,7,12,27,120,61,128,75
3390,H,2.35,3.2,3.5,4,1,5,7,10,104,48,112,56,3,3,4,12,21,90,42,145,73
3391,D,1.22,7.0,15.0,6,1,3,30,16,154,87,115,61,2,3,5,8,13,119,67,105,51
3392,H,1.13,11.0,23.0,9,1,0,31,11,144,69,114,56,1,3,6,6,19,115,58,153,65
3393,H,2.4,3.3,3.25,2,3,5,8,14,119,61,153,75,2,3,5,13,13,104,55,102,51
3394,D,3.2,3.3,2.45,2,4,4,11,12,127,61,154,79,3,2,5,14,16,105,54,91,38
3395,A,3.0,3.4,2.5,2,2,6,12,19,95,41,182,110,5,1,4,14,11,129,60,101,55
3396,H,1.73,3.8,5.5,8,1,1,22,9,135,75,85,49,5,2,3,17,11,114,52,108,49
3397,A,3.25,3.4,2.38,2,3,5,11,15,114,52,125,59,6,2,2,17,19,121,59,105,50
3398,D,3.5,3.4,2.25,1,4,5,11,16,117,61,114,57,6,3,1,20,9,153,83,106,52
3399,H,2.5,3.2,3.2,4,1,5,7,10,108,52,119,59,2,3,5,13,13,104,52,115,57
3400,H,1.83,3.9,4.5,6,1,3,29,15,160,88,110,57,6,3,1,18,7,151,82,111,58
3401,H,1.25,6.5,15.0,5,1,4,16,12,108,52,106,50,1,2,7,6,21,110,61,156,67
3402,D,2.7,3.4,2.8,3,3,4,8,12,127,62,146,71,5,1,4,15,11,128,64,100,52
3403,D,4.33,3.5,1.95,2,3,5,12,17,114,64,91,44,7,2,1,19,9,149,85,107,54
3404,H,1.75,3.75,5.25,1,3,6,10,17,111,47,127,63,3,0,7,11,27,122,65,133,80
3405,H,2.6,3.3,3.0,1,4,5,8,15,113,63,112,53,1,4,5,10,15,122,69,112,55
3406,H,2.1,3.4,3.9,2,5,3,13,12,124,66,158,85,2,3,5,10,22,93,42,143,75
3407,D,1.18,8.0,19.0,8,1,1,22,10,127,67,84,50,2,2,6,13,19,97,41,181,108
3408,A,3.75,3.75,2.05,7,2,1,20,14,120,59,106,47,9,1,0,29,13,149,71,110,56
3409,H,2.3,3.4,3.4,1,2,7,6,20,107,59,159,68,2,4,4,7,12,127,62,156,77
3410,A,3.6,3.4,2.2,3,0,7,11,26,130,70,132,78,2,4,4,14,17,120,68,91,44
3411,D,4.0,3.5,2.05,1,3,6,10,13,106,53,117,54,7,1,2,19,17,116,56,122,54
3412,A,1.95,3.5,4.33,4,2,4,13,10,140,72,97,52,3,4,3,14,12,133,73,159,88
3413,H,7.0,4.0,1.57,2,3,5,10,19,102,46,139,69,6,0,4,16,10,119,58,104,49
3414,H,2.9,3.4,2.6,1,3,6,10,19,85,33,212,125,2,3,5,12,14,114,49,126,67
3415,H,1.22,7.0,16.0,6,3,1,18,11,142,81,112,58,5,1,4,8,9,108,49,124,61
3416,D,5.75,4.33,1.62,1,4,5,12,17,121,68,110,55,7,1,2,32,12,167,90,120,67
3417,A,1.85,3.8,4.5,9,1,0,31,14,154,76,104,53,7,2,1,19,9,149,77,78,47
3418,H,2.6,3.3,3.0,4,1,5,7,11,110,50,124,63,1,5,4,11,15,121,69,107,56
3419,A,2.1,3.5,3.8,2,3,5,10,16,105,58,115,54,2,3,5,12,18,83,32,221,129
3420,H,1.25,6.25,15.0,7,2,1,16,6,147,77,93,49,4,2,4,13,10,149,77,101,52
3421,H,2.2,3.6,3.4,6,2,2,28,12,153,81,118,66,6,3,1,18,11,133,76,114,58
3422,D,9.0,5.5,1.36,2,4,4,7,9,138,63,144,68,8,1,1,28,13,166,79,108,56
3423,D,1.55,4.0,7.5,3,4,3,16,14,126,70,85,39,3,2,5,12,20,99,48,140,68
3424,A,2.15,3.4,3.8,4,4,2,14,8,136,72,166,96,1,4,5,11,12,107,52,114,52
3425,H,1.85,3.6,4.75,1,3,6,9,16,121,51,118,59,2,1,7,8,21,107,59,169,71
3426,D,1.2,7.0,19.0,6,0,4,17,11,116,56,101,49,3,0,7,10,27,125,65,134,78
3427,H,2.1,3.5,3.75,6,2,2,18,17,119,58,116,48,5,3,2,14,11,153,83,122,62
3428,D,2.5,3.4,3.0,2,1,7,8,22,103,55,168,74,2,2,6,10,18,109,57,118,58
3429,A,3.0,3.25,2.6,2,3,5,12,11,119,54,111,51,3,4,3,17,15,127,73,75,37
3430,D,7.5,4.5,1.5,1,5,4,12,16,112,65,107,59,8,2,0,17,3,150,78,99,54
3431,H,2.05,3.5,4.0,3,3,4,13,14,84,31,207,113,1,5,4,5,9,141,66,133,59
3432,D,2.15,3.5,3.6,6,2,2,18,15,131,75,117,62,6,1,3,19,12,135,66,97,49
3433,D,2.7,3.25,2.9,2,3,5,11,20,94,47,142,70,2,2,6,11,15,125,54,118,55
3434,A,8.0,5.25,1.4,2,1,7,10,29,108,55,149,88,6,2,2,29,12,138,69,120,66
3435,A,3.3,3.5,2.3,3,2,5,12,13,153,82,108,52,6,2,2,17,16,104,49,114,46
3436,H,1.33,5.5,11.0,6,3,1,15,9,141,82,106,58,4,4,2,13,8,132,70,161,91
3437,A,2.75,3.2,2.88,1,2,7,7,22,101,52,172,75,2,2,6,12,12,118,52,117,58
3438,H,1.57,4.0,7.0,7,3,0,16,3,149,75,101,50,4,3,3,13,12,148,81,115,59
3439,A,6.5,4.0,1.6,4,1,5,8,12,100,49,128,67,5,2,3,16,12,132,65,100,50
3440,H,1.18,8.0,19.0,8,1,1,27,12,168,81,103,56,2,3,5,12,21,91,48,140,70
3441,D,1.8,3.9,4.75,1,6,3,13,16,113,62,109,58,2,1,7,11,28,109,56,151,84
3442,H,3.2,3.4,2.4,4,2,4,15,14,83,36,201,110,4,3,3,17,14,131,75,73,35
3443,H,1.3,5.75,12.0,6,2,2,27,14,141,69,123,69,2,2,6,11,15,126,56,105,50
3444,H,2.1,3.4,3.9,3,1,6,11,16,149,83,107,51,2,3,5,10,16,112,57,107,50
3445,H,3.8,3.5,2.1,1,4,5,4,10,134,65,134,61,7,2,1,21,11,106,53,109,48
3446,H,1.53,4.2,7.5,4,2,4,12,12,144,84,128,66,5,2,3,17,12,86,36,205,109
3447,A,8.0,4.75,1.45,2,2,6,10,25,103,50,153,84,8,2,0,17,3,163,83,102,52
3448,A,2.45,3.2,3.3,3,1,6,15,11,119,52,129,65,3,1,6,9,16,159,87,109,50
3449,A,3.75,3.75,2.05,4,3,3,16,14,140,75,69,33,6,2,2,28,16,132,68,122,68
3450,H,5.5,3.8,1.73,1,3,6,10,21,89,47,147,73,7,2,1,19,10,142,83,99,54
3451,H,2.1,3.4,3.9,2,3,5,10,14,108,52,119,55,2,3,5,5,10,134,63,123,57
3452,D,1.85,3.5,5.0,2,2,6,13,17,123,57,110,54,4,1,5,7,12,104,54,127,66
3453,H,1.33,5.25,12.0,6,2,2,18,10,104,53,111,49,1,2,7,6,23,113,59,152,66
3454,H,2.35,3.5,3.2,1,2,7,6,21,112,63,160,71,1,2,7,9,27,100,49,152,85
3455,H,1.57,4.0,7.0,8,2,0,19,4,157,79,102,53,7,1,2,18,9,100,52,113,51
3456,A,3.9,3.3,2.15,4,2,4,8,10,102,52,122,66,3,3,4,13,17,148,79,69,35
3457,D,2.25,3.3,3.6,2,3,5,5,12,127,61,120,56,2,3,5,10,16,90,49,136,71
3458,A,5.0,3.6,1.83,1,6,3,13,16,117,67,110,58,5,2,3,15,11,130,66,111,59
3459,A,1.95,3.6,4.33,2,3,5,14,17,122,59,98,46,1,5,4,12,18,126,70,102,54
3460,H,7.0,4.33,1.53,3,3,4,13,13,102,47,116,56,8,2,0,21,3,154,76,98,48
3461,H,1.36,5.0,11.0,4,2,4,9,11,147,79,125,63,2,1,7,7,20,116,66,153,68
3462,H,2.9,3.4,2.6,1,2,7,10,24,106,53,150,82,3,1,6,8,16,151,86,112,51
3463,A,6.5,4.33,1.57,3,1,6,14,12,118,52,132,67,8,1,1,22,9,171,86,103,55
3464,H,1.62,4.0,6.5,4,3,3,13,15,145,80,68,34,2,4,4,6,12,121,58,117,55
3465,H,2.25,3.3,3.6,2,4,4,11,14,93,51,130,68,5,2,3,16,10,83,33,195,95
3466,D,2.15,3.3,3.9,4,3,3,14,12,118,62,157,95,3,2,5,7,11,97,48,121,67
3467,A,2.5,3.6,2.9,5,2,3,15,9,130,66,113,60,7,2,1,30,14,128,63,118,63
3468,A,3.1,3.4,2.45,6,1,3,15,13,88,47,118,52,6,2,2,16,10,123,70,99,56
3469,A,9.5,5.25,1.36,2,1,7,8,20,116,65,144,67,8,2,0,32,12,133,62,122,64
3470,H,1.85,3.6,4.75,7,2,1,18,4,160,80,100,46,6,2,2,16,10,120,67,101,58
3471,H,1.67,3.9,6.0,4,2,4,9,11,153,85,121,64,2,2,6,14,18,121,58,103,50
3472,H,2.25,3.3,3.6,2,1,7,8,14,112,46,131,64,2,4,4,11,16,117,61,100,55
3473,H,1.17,9.0,17.0,8,1,1,20,7,163,76,104,54,1,2,7,9,23,95,47,154,84
3474,H,1.85,3.6,4.75,3,1,6,8,16,149,85,113,51,3,3,4,7,10,99,50,115,60
3475,H,2.2,3.3,3.75,2,3,5,7,15,117,56,117,53,4,3,3,14,12,116,60,155,92
3476,A,4.5,3.6,1.91,5,1,4,14,10,76,30,185,86,4,2,4,14,12,136,68,110,59
3477,A,2.2,3.3,3.75,4,3,3,14,12,104,47,118,56,3,3,4,13,14,94,53,121,63
3478,H,2.25,3.4,3.5,5,1,4,13,13,97,52,108,44,5,3,2,17,14,147,77,64,33
3479,A,2.25,3.5,3.0,8,1,1,27,8,147,68,96,45,8,1,1,30,8,121,75,76,37
3480,A,3.5,3.6,2.15,5,2,3,15,10,131,63,113,61,8,1,1,23,6,162,74,96,47
3481,D,1.57,4.2,6.5,5,2,3,14,16,104,62,105,61,2,2,6,14,18,122,63,97,48
3482,A,3.5,3.4,2.25,4,1,5,9,15,162,89,109,49,5,2,3,12,12,134,72,125,70
3483,H,1.17,9.0,19.0,8,2,0,36,15,134,64,121,64,3,3,4,13,14,114,61,142,83
3484,H,2.4,3.3,3.3,5,1,4,13,10,78,32,175,80,3,1,6,10,12,111,46,134,67
3485,D,3.6,3.5,2.15,4,3,3,14,17,107,63,101,57,8,1,1,25,6,149,66,96,50
3486,H,10.0,4.75,1.4,3,2,5,6,10,95,47,129,66,7,2,1,22,4,161,82,101,49
3487,H,1.45,4.75,8.0,4,2,4,13,13,126,66,110,61,4,2,4,14,15,105,48,110,49
3488,H,1.75,3.8,5.25,4,3,3,18,17,140,73,72,35,4,1,5,9,16,166,93,102,46
3489,H,2.15,3.3,3.9,4,3,3,14,10,86,46,118,62,3,1,6,11,12,108,44,129,63
3490,H,1.73,3.9,5.25,2,3,5,16,18,115,60,93,49,3,3,4,9,13,116,56,107,52
3491,D,1.83,3.75,4.75,1,4,5,10,18,120,63,100,52,2,1,7,11,24,106,58,147,71
3492,A,5.0,3.75,1.8,1,2,7,8,24,87,43,165,91,5,2,3,13,11,132,71,131,76
3493,H,1.48,4.75,7.5,8,2,0,33,13,142,66,118,61,5,1,4,14,15,101,53,103,45
3494,A,2.3,3.3,3.5,3,2,5,12,14,105,55,147,83,5,1,4,13,11,75,33,164,73
3495,A,2.05,3.5,4.0,3,2,5,14,19,103,43,100,46,1,2,7,9,25,99,49,157,88
3496,A,2.45,3.25,3.25,2,2,6,12,23,106,57,141,69,4,2,4,7,8,95,49,144,74
3497,H,1.29,6.0,13.0,6,2,2,19,4,175,89,109,49,5,3,2,15,9,83,46,115,60
3498,H,2.75,3.3,2.8,3,1,6,11,12,105,46,124,63,3,3,4,18,15,114,64,90,49
3499,H,1.33,5.75,10.0,7,2,1,23,5,154,69,88,47,5,2,3,20,15,141,66,69,31
3500,A,2.4,3.3,3.25,2,3,5,8,16,103,54,108,56,1,5,4,13,20,126,66,89,49
3501,H,2.5,3.4,3.0,6,1,3,15,11,128,72,143,83,3,4,3,13,18,93,54,108,59
3502,A,9.0,5.0,1.4,6,1,3,14,9,72,34,171,73,9,1,0,35,11,137,63,124,63
3503,H,1.57,4.2,6.5,4,1,5,11,18,107,53,99,45,3,2,5,13,15,113,58,142,81
3504,H,2.15,3.3,3.9,4,2,4,9,8,94,50,141,72,3,2,5,14,19,101,41,106,52
3505,H,2.15,3.5,3.6,2,2,6,11,24,98,52,152,85,2,2,6,8,17,107,54,95,49
3506,A,1.45,4.75,8.0,5,1,4,19,17,131,57,75,33,2,2,6,12,24,114,59,135,69
3507,H,2.1,3.4,3.9,5,3,2,15,11,74,41,116,60,3,1,6,6,19,156,88,111,49
3508,A,4.75,3.7,1.83,2,2,6,10,19,114,59,151,90,6,1,3,16,11,122,76,145,84
3509,D,3.1,3.6,2.38,2,4,4,13,19,121,61,89,46,5,1,4,15,14,125,65,86,41
3510,H,2.45,3.7,2.9,9,1,0,33,12,136,62,111,50,7,2,1,25,6,153,67,78,41
3511,A,5.0,3.6,1.83,2,3,5,16,16,114,61,84,45,7,1,2,22,4,154,78,111,51
3512,H,1.4,5.0,9.0,3,3,4,11,19,102,60,107,60,6,0,4,15,11,78,35,148,61
3513,A,1.4,4.75,10.0,7,0,3,16,10,130,78,155,88,4,2,4,9,8,96,50,135,71
3514,D,1.17,9.0,17.0,6,2,2,23,7,146,66,78,36,2,1,7,8,18,127,64,153,85
3515,D,3.4,3.4,2.1,3,1,6,12,18,99,42,105,50,4,1,5,16,18,138,60,71,32
3516,D,2.38,3.2,3.0,2,2,6,11,23,107,56,132,71,5,3,2,14,10,71,37,116,62
3517,A,1.18,7.0,13.0,7,1,2,22,4,158,79,94,48,1,2,7,9,20,122,57,155,80
3518,A,2.63,3.3,2.6,3,0,7,6,20,149,83,111,47,2,3,5,16,15,106,59,96,51
3519,H,1.5,4.2,6.5,5,1,4,17,16,125,66,81,40,3,2,5,12,21,102,53,153,86
3520,A,2.2,3.2,3.4,5,0,5,14,14,81,36,140,60,5,2,3,12,8,93,47,138,70
3521,H,2.4,3.4,2.8,7,0,3,18,9,121,67,146,81,5,2,3,16,11,124,65,111,59
3522,A,4.5,3.6,1.8,4,1,5,12,11,100,43,127,64,3,3,4,12,20,101,61,108,59
3523,A,8.5,5.0,1.33,2,2,6,7,16,98,54,96,48,10,0,0,35,13,132,57,109,51
3524,H,1.2,7.0,11.0,5,3,2,20,8,141,61,84,35,2,5,3,13,18,114,60,98,51
3525,D,2.3,3.4,3.4,3,1,6,11,22,106,55,137,74,4,0,6,11,13,104,46,121,61
3526,H,1.36,5.25,9.5,4,2,4,14,13,119,65,121,63,2,1,7,9,19,100,57,94,47
3527,H,2.8,3.5,2.6,4,1,5,14,16,130,57,78,35,8,0,2,20,8,128,71,147,84
3528,A,3.2,3.4,2.38,5,3,2,13,9,84,42,112,60,5,1,4,19,17,127,66,80,40
3529,H,1.7,3.75,6.0,2,3,5,15,16,100,55,101,54,2,2,6,8,15,101,42,101,51
3530,H,1.91,3.75,4.33,2,4,4,13,20,112,59,104,53,4,0,6,12,15,85,38,137,64
3531,A,7.5,5.0,1.44,5,2,3,10,7,101,51,136,67,6,3,1,23,8,132,61,78,32
3532,A,1.67,4.2,5.25,10,0,0,33,14,128,53,109,52,6,1,3,20,6,176,96,87,42
3533,H,1.91,3.75,4.33,1,2,7,8,21,114,53,164,88,2,3,5,12,21,110,59,132,69
3534,H,1.29,6.0,12.0,4,3,3,14,15,100,60,105,57,3,0,7,7,19,137,73,106,46
3535,H,2.5,3.3,3.1,2,2,6,9,17,92,41,100,51,3,1,6,11,15,90,40,122,60
3536,A,5.0,4.0,1.75,8,0,2,20,9,127,68,135,79,7,2,1,25,8,129,61,73,30
3537,A,1.36,5.75,8.5,5,2,3,17,11,125,72,120,61,2,2,6,12,19,123,56,151,82
3538,H,2.05,3.6,3.8,3,0,7,7,19,133,70,105,45,2,2,6,12,25,106,57,133,70
3539,H,2.3,3.6,3.25,5,2,3,12,9,95,46,114,62,3,2,5,11,21,103,53,124,70
3540,A,2.5,3.4,3.0,3,2,5,18,16,97,53,102,54,4,1,5,15,16,128,57,73,34
3541,H,4.33,3.75,1.91,3,0,7,10,16,85,37,143,67,5,1,4,16,17,130,69,87,39
3542,H,1.29,6.0,13.0,5,2,3,17,15,96,54,107,59,3,4,3,13,17,115,59,110,55
3543,D,1.2,7.5,17.0,7,0,3,21,5,171,97,102,58,2,1,7,9,21,98,54,102,52
3544,D,9.0,5.0,1.4,5,2,3,10,7,90,42,132,64,9,0,1,30,14,137,65,107,54
3545,H,1.36,5.5,9.0,5,1,4,15,10,114,60,123,60,3,1,6,12,17,87,40,117,56
3546,H,2.1,3.2,4.2,3,2,5,12,15,126,55,159,80,3,3,4,12,17,114,59,109,54
3547,H,1.14,9.5,21.0,7,2,1,27,10,123,57,70,28,3,1,6,12,18,87,40,99,52
3548,A,8.0,4.75,1.44,2,2,6,12,24,97,49,148,78,6,1,3,20,5,171,96,99,53
3549,D,2.63,3.5,2.8,3,1,6,11,24,104,55,126,69,5,2,3,12,9,91,42,148,71
3550,A,4.0,3.6,2.0,2,1,7,9,20,82,39,109,52,7,0,3,21,12,113,64,142,85
3551,H,1.22,7.5,13.0,8,1,1,29,14,142,66,105,53,4,0,6,10,15,144,72,109,44
3552,A,4.5,3.8,1.85,1,2,7,8,21,90,49,119,61,5,2,3,14,14,101,53,114,59
3553,A,2.3,3.4,3.4,4,1,5,14,15,116,53,161,82,3,2,5,15,13,100,56,100,53
3554,H,1.5,4.5,7.5,5,1,4,16,18,132,71,90,41,3,1,6,12,21,80,36,92,53
3555,A,2.1,3.6,3.75,3,2,5,11,18,112,56,110,56,6,2,2,16,9,104,53,101,55
3556,H,1.25,6.5,15.0,6,2,2,16,13,104,55,113,58,5,3,2,14,10,96,46,152,71
3557,A,1.36,5.0,11.0,6,0,4,18,11,123,67,106,50,4,1,5,17,13,97,54,110,56
3558,A,2.5,3.3,3.1,1,2,7,9,16,142,55,133,77,2,1,7,8,18,83,41,104,48
3559,A,1.95,3.5,4.5,6,2,2,17,10,108,54,109,60,2,1,7,8,23,78,35,97,56
3560,A,3.8,3.6,2.05,3,0,7,9,15,95,44,133,67,5,1,4,18,18,130,71,87,38
3561,H,1.33,5.75,10.0,8,1,1,28,15,147,72,98,49,5,1,4,15,13,123,60,80,40
3562,A,5.25,4.33,1.67,3,0,7,10,17,130,67,112,48,7,2,1,29,10,132,65,61,22
3563,A,9.0,5.0,1.4,2,1,7,13,22,100,51,110,54,6,1,3,19,5,183,100,101,55
3564,H,1.25,6.0,10.0,7,1,2,24,7,120,57,83,38,4,2,4,16,21,108,54,110,62
3565,D,2.5,3.4,3.0,2,1,7,8,23,73,32,95,54,2,0,8,6,18,130,65,111,50
3566,A,2.5,3.3,3.1,5,2,3,15,12,88,43,147,72,3,0,7,9,15,101,49,120,66
3567,D,2.8,3.4,2.7,6,1,3,20,11,109,59,139,78,6,2,2,17,14,110,60,101,53
3568,D,1.85,3.7,4.75,5,1,4,16,12,118,58,80,41,3,2,5,12,17,115,61,114,58
3569,H,1.65,4.0,6.0,5,1,4,18,12,89,50,112,57,2,0,8,13,24,96,48,108,54
3570,A,1.57,4.33,5.0,8,2,0,25,8,125,65,60,31,5,3,2,14,8,102,56,128,57
3571,H,2.9,3.5,2.3,4,3,3,14,13,117,55,118,59,5,2,3,19,13,107,60,119,67
3572,D,1.95,3.5,3.75,3,2,5,10,17,89,47,124,67,2,3,5,14,16,103,54,142,64
3573,H,2.05,3.4,3.6,0,4,6,4,15,106,46,132,68,0,4,6,7,19,110,62,102,50
3574,D,2.0,3.5,3.6,1,1,8,6,26,90,48,142,81,3,4,3,12,15,130,66,122,78
3575,D,2.05,3.5,3.5,4,2,4,12,10,144,68,101,54,3,3,4,16,11,115,51,103,48
3576,H,2.8,3.3,2.45,5,1,4,19,17,110,62,87,48,2,2,6,11,19,79,39,162,79
