,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
3577,H,1.95,3.2,4.2,4,1,5,18,24,104,47,121,55,2,3,5,6,15,91,31,96,46
3578,D,2.55,3.3,2.7,0,3,7,8,26,92,37,159,74,2,4,4,11,17,113,50,106,55
3579,D,2.5,3.25,3.2,3,1,6,9,16,77,39,114,58,6,1,3,16,10,114,56,105,57
3580,D,5.0,4.0,1.75,4,1,5,15,16,124,54,153,77,5,0,5,17,13,122,67,96,42
3581,H,1.45,4.75,8.0,6,1,3,19,14,131,72,93,42,0,2,8,6,16,143,61,132,80
3582,D,1.95,3.5,3.75,4,3,3,16,9,102,57,113,62,3,3,4,16,19,102,49,132,68
3583,A,3.4,3.4,2.1,3,2,5,15,20,76,37,137,59,4,5,1,17,12,106,46,116,52
3584,H,1.85,4.0,4.33,7,2,1,26,10,126,62,69,26,8,1,1,27,16,142,69,93,48
3585,D,7.0,4.0,1.5,4,0,6,20,23,91,46,101,48,1,6,3,9,13,129,67,96,45
3586,A,4.5,3.75,1.73,0,5,5,7,16,103,46,118,67,7,2,1,23,9,119,65,61,30
3587,H,1.55,4.2,5.5,3,4,3,16,10,114,48,105,47,5,1,4,18,16,111,62,88,51
3588,H,2.0,3.4,3.75,4,3,3,14,15,98,47,130,69,0,3,7,8,26,101,41,147,65
3589,D,6.0,4.2,1.62,2,0,8,12,23,91,44,111,56,4,1,5,15,14,120,66,91,40
3590,A,3.75,3.3,2.2,5,2,3,19,13,110,58,131,71,7,1,2,20,5,194,108,95,53
3591,A,1.18,8.0,18.0,7,2,1,26,11,121,58,71,25,5,2,3,14,10,118,53,105,59
3592,D,1.75,3.75,5.25,2,1,7,6,17,130,64,110,49,5,2,3,16,14,89,47,137,69
3593,H,2.4,3.25,3.3,0,2,8,4,17,133,55,134,81,4,2,4,15,15,124,53,143,74
3594,H,1.85,3.6,4.75,6,1,3,17,9,82,45,120,61,2,3,5,10,16,111,57,110,54
3595,A,2.8,3.4,2.7,4,0,6,11,13,105,53,119,66,4,2,4,15,12,117,55,81,41
3596,D,6.0,4.75,1.44,5,2,3,20,12,111,65,117,68,8,1,1,26,6,123,63,78,36
3597,H,1.44,4.5,6.5,6,2,2,14,6,97,53,124,59,3,2,5,11,18,95,49,118,63
3598,D,1.57,4.33,5.0,4,1,5,16,22,110,55,112,67,1,4,5,5,14,111,48,137,74
3599,D,3.2,3.5,2.15,2,3,5,16,18,97,48,139,63,1,4,5,8,19,117,54,113,63
3600,A,2.0,3.5,3.6,3,3,4,15,18,93,45,142,70,1,2,7,6,25,90,49,140,79
3601,A,7.0,4.0,1.5,2,3,5,5,12,102,43,108,54,8,2,0,25,4,176,93,83,40
3602,H,1.67,3.8,5.0,3,3,4,13,15,143,70,122,65,4,2,4,9,16,100,50,101,48
3603,A,2.5,3.2,2.88,1,5,4,10,17,104,44,113,54,3,3,4,11,11,140,68,100,54
3604,H,1.33,5.0,9.0,2,1,7,8,17,73,37,162,80,2,2,6,14,22,81,39,132,58
3605,H,2.3,3.3,3.5,2,2,6,7,19,75,32,101,57,2,2,6,8,17,76,41,113,55
3606,A,2.7,3.5,2.7,7,1,2,23,13,130,70,95,41,7,1,2,22,16,140,69,90,46
3607,D,2.2,3.3,3.3,1,6,3,11,12,103,52,93,45,5,2,3,15,13,114,50,111,57
3608,D,2.88,3.4,2.38,0,4,6,6,18,107,64,103,50,3,4,3,14,9,114,62,102,57
3609,H,3.1,3.2,2.35,2,1,7,7,19,103,38,160,75,2,5,3,9,13,116,58,90,39
3610,A,3.9,3.4,1.95,2,1,7,15,25,86,48,133,76,7,2,1,22,12,116,50,95,49
3611,H,2.0,3.4,3.75,6,2,2,17,10,139,74,109,51,5,0,5,15,18,99,48,106,52
3612,D,2.2,3.25,3.3,1,2,7,9,18,113,61,157,72,0,2,8,9,20,103,45,93,38
3613,D,3.1,3.3,2.3,1,2,7,8,21,90,48,122,53,4,1,5,15,17,137,66,103,56
3614,H,7.5,5.0,1.36,3,2,5,8,17,94,48,124,56,8,0,2,27,11,135,68,96,48
3615,D,2.25,3.3,3.2,2,3,5,7,13,91,33,98,45,4,1,5,20,22,88,46,100,53
3616,A,5.0,4.2,1.57,5,4,1,17,10,103,43,114,51,8,1,1,32,11,123,78,80,40
3617,D,1.3,5.5,9.0,6,2,2,16,8,102,52,114,55,2,3,5,15,17,102,51,133,57
3618,D,3.0,3.4,2.5,6,3,1,18,9,122,67,97,49,7,1,2,25,11,122,61,71,24
3619,H,1.3,5.75,12.0,7,1,2,20,8,187,104,98,55,7,0,3,18,7,88,49,127,63
3620,D,2.25,3.3,3.6,4,3,3,18,17,83,47,129,62,2,1,7,12,22,90,42,101,49
3621,A,1.3,6.0,11.0,7,1,2,23,15,136,68,87,44,3,2,5,8,16,73,32,103,55
3622,H,1.8,3.75,5.0,4,2,4,14,11,119,60,81,41,1,2,7,8,20,124,58,111,51
3623,D,3.6,3.5,2.15,4,2,4,14,14,116,51,151,74,6,1,3,20,14,125,69,99,43
3624,A,3.5,3.5,2.2,2,3,5,10,17,113,57,114,57,4,2,4,19,18,112,59,116,64
3625,H,1.17,7.5,15.0,7,2,1,20,6,115,59,79,38,3,3,4,14,18,106,53,133,64
3626,H,1.25,6.0,10.0,8,1,1,26,11,129,73,69,31,0,5,5,6,17,102,57,101,47
3627,H,2.4,3.4,2.8,2,5,3,11,9,104,54,102,54,4,3,3,17,13,109,62,114,66
3628,D,2.4,3.5,2.75,1,5,4,9,18,109,47,108,59,4,2,4,17,19,117,62,105,63
3629,A,2.25,3.3,3.2,2,2,6,12,22,85,44,112,61,1,6,3,10,11,103,49,95,48
3630,H,1.4,4.5,8.0,8,2,0,23,3,167,82,84,39,4,3,3,16,11,132,63,119,61
3631,A,1.67,3.75,5.0,7,0,3,25,14,131,65,92,47,2,5,3,11,14,126,63,101,49
3632,H,1.3,5.5,8.5,8,1,1,31,11,128,76,86,40,3,1,6,10,15,75,37,153,81
3633,D,1.62,3.6,6.0,5,1,4,17,17,120,68,85,45,2,2,6,13,23,75,35,124,55
3634,H,1.29,6.25,12.0,4,2,4,15,11,114,64,86,37,1,2,7,3,14,132,52,142,86
3635,H,2.2,3.4,3.2,5,2,3,15,13,111,53,112,55,2,4,4,9,17,128,60,116,66
3636,A,2.25,3.3,3.2,1,5,4,7,15,102,49,136,79,0,4,6,8,18,102,44,123,70
3637,A,2.25,3.4,3.1,3,2,5,14,19,108,53,115,64,2,4,4,6,11,83,43,116,53
3638,D,1.57,3.8,6.0,4,1,5,7,16,98,49,108,49,2,1,7,16,25,86,47,129,72
3639,H,1.33,5.0,9.0,4,0,6,13,19,107,50,104,51,3,0,7,8,19,94,39,154,72
3640,A,1.36,4.75,8.0,7,2,1,23,13,116,51,97,51,2,3,5,5,9,102,42,121,58
3641,A,2.7,3.2,2.6,2,4,4,9,14,103,52,95,41,6,2,2,18,11,129,68,108,50
3642,H,2.4,3.1,3.1,0,3,7,8,18,95,45,96,37,1,3,6,6,16,92,45,125,48
3643,H,1.62,3.75,5.5,4,3,3,17,8,106,43,118,55,1,4,5,10,18,96,40,113,55
3644,H,1.44,4.33,7.0,3,3,4,11,11,141,66,94,50,5,3,2,13,11,105,50,123,68
3645,D,3.5,3.2,2.15,4,1,5,17,23,94,41,119,54,4,4,2,14,11,103,40,132,59
3646,D,2.15,3.4,3.75,2,2,6,8,17,76,40,114,54,4,0,6,12,14,99,50,122,70
3647,D,2.5,3.3,2.8,0,5,5,6,16,93,55,101,45,1,2,7,11,24,91,49,99,53
3648,A,4.75,3.6,1.85,4,2,4,8,14,70,30,107,51,6,3,1,19,10,129,68,94,49
3649,D,2.5,3.3,3.1,2,2,6,12,21,95,48,103,47,4,3,3,15,11,115,50,143,70
3650,D,2.2,3.3,3.75,1,2,7,8,21,114,51,111,51,2,3,5,10,18,79,42,117,57
3651,D,2.8,3.25,2.8,1,1,8,2,17,133,55,138,82,5,2,3,11,9,119,54,115,66
3652,A,2.5,3.3,3.1,6,0,4,17,11,88,46,143,70,5,2,3,16,8,114,59,77,41
3653,H,4.5,3.8,1.85,3,1,6,12,15,109,58,125,73,6,1,3,19,16,145,72,77,40
3654,D,1.73,3.8,4.5,4,3,3,18,15,109,65,114,64,1,4,5,7,16,105,56,140,79
3655,H,5.0,4.33,1.57,2,6,2,13,11,94,44,105,54,8,1,1,28,12,122,71,68,31
3656,H,1.91,3.6,3.8,1,4,5,8,14,100,43,123,73,1,4,5,15,19,97,46,141,63
3657,A,2.5,3.4,2.7,3,3,4,14,17,99,46,126,58,1,6,3,10,17,113,50,119,60
3658,D,10.0,6.0,1.25,1,4,5,7,19,132,59,112,64,7,2,1,16,6,114,56,80,36
3659,A,3.2,3.3,2.25,6,2,2,21,14,114,62,107,51,9,1,0,24,2,171,85,81,36
3660,D,2.0,3.3,3.75,1,3,6,11,21,98,45,104,57,4,2,4,14,16,125,68,85,44
3661,A,9.5,6.0,1.25,3,3,4,7,10,91,36,101,42,6,0,4,23,15,134,70,98,50
3662,A,1.44,4.2,7.5,2,1,7,7,17,71,35,149,77,4,2,4,16,18,94,41,107,52
3663,A,1.4,5.0,9.0,4,2,4,18,18,109,52,115,64,3,4,3,15,17,88,43,126,63
3664,D,2.38,3.5,3.1,6,2,2,23,12,124,65,80,27,8,1,1,24,9,186,106,94,53
3665,A,1.53,4.33,7.0,6,2,2,22,12,124,73,97,44,2,2,6,7,16,116,60,118,56
3666,H,2.8,3.5,2.4,3,3,4,14,19,126,64,108,64,5,3,2,17,11,115,57,112,54
3667,D,2.75,3.3,2.5,1,3,6,6,21,79,41,148,84,2,5,3,12,10,116,61,105,59
3668,A,3.25,3.1,2.3,3,3,4,7,11,81,43,123,60,4,1,5,7,16,107,54,106,47
3669,A,2.9,3.1,2.5,2,3,5,4,9,95,36,140,70,2,4,4,13,14,100,56,95,42
3670,H,3.0,3.0,2.5,2,2,6,16,24,88,47,135,74,5,0,5,15,14,104,48,102,50
3671,D,3.75,3.4,2.0,1,3,6,10,17,110,52,148,72,5,2,3,22,13,117,53,114,58
3672,H,1.3,5.0,11.0,4,3,3,15,14,137,66,122,64,3,2,5,15,19,112,53,107,58
3673,H,3.3,3.25,2.2,3,3,4,12,12,123,60,125,64,6,2,2,21,13,143,71,86,41
3674,A,1.44,4.5,6.5,3,2,5,13,21,103,53,128,61,0,3,7,7,24,95,43,146,67
3675,H,1.53,3.8,6.5,4,4,2,14,11,115,44,129,59,2,2,6,17,23,95,49,94,47
3676,A,15.0,7.5,1.18,2,3,5,13,20,66,28,129,56,8,1,1,29,10,131,75,83,40
3677,A,3.6,3.3,2.05,4,3,3,12,13,99,46,122,68,4,3,3,17,9,100,46,118,58
3678,D,1.62,4.0,5.25,2,6,2,11,14,114,49,119,53,0,6,4,7,15,103,61,93,38
3679,A,2.8,3.4,2.4,1,4,5,17,22,88,41,146,64,3,4,3,17,16,104,61,110,59
3680,D,2.38,3.3,2.9,1,5,4,9,15,115,61,131,76,3,6,1,13,8,88,44,115,62
3681,D,1.36,5.0,7.5,7,1,2,22,13,130,75,72,32,3,3,4,12,15,108,47,120,59
3682,H,1.57,4.2,5.25,5,2,3,18,15,114,56,112,56,2,3,5,11,15,102,43,114,69
3683,H,1.65,4.0,4.75,2,5,3,11,9,119,61,107,60,1,5,4,6,14,131,59,107,62
3684,H,2.15,3.4,3.25,4,2,4,12,13,113,58,123,59,1,4,5,6,20,79,41,141,79
3685,H,3.0,3.5,2.25,1,3,6,12,24,90,48,93,50,4,3,3,17,16,123,63,104,60
3686,A,2.55,3.3,2.7,3,2,5,15,19,104,46,107,56,0,3,7,5,16,101,44,119,44
3687,H,1.44,4.33,7.0,5,3,2,23,13,121,54,115,58,3,2,5,5,10,97,48,126,65
3688,H,1.13,8.0,19.0,10,0,0,24,1,171,82,78,41,2,1,7,9,22,91,39,136,62
3689,D,1.44,4.33,7.0,5,2,3,15,11,141,72,86,41,1,4,5,10,16,112,48,141,67
3690,A,3.75,3.4,2.0,3,3,4,16,16,100,54,91,39,4,3,3,16,14,125,57,117,57
3691,H,1.91,3.3,4.2,1,4,5,10,16,93,42,97,31,1,3,6,4,11,89,32,134,66
3692,H,1.8,3.6,4.33,5,2,3,15,10,130,64,87,42,3,2,5,14,19,113,56,132,61
3693,A,6.0,3.8,1.57,1,2,7,7,23,98,44,152,66,3,5,2,13,14,126,58,108,55
3694,H,3.1,3.4,2.25,2,2,6,19,26,97,49,104,52,2,0,8,5,16,72,36,136,72
3695,A,1.5,3.9,7.0,5,2,3,17,15,87,36,106,51,2,3,5,11,21,70,30,121,54
3696,D,9.0,5.0,1.33,4,3,3,16,15,112,56,87,46,8,1,1,32,9,127,69,86,41
3697,A,1.8,3.5,4.5,4,0,6,14,15,112,51,98,46,4,3,3,12,10,122,58,115,57
3698,H,1.67,3.6,5.5,0,4,6,10,23,97,46,99,52,4,3,3,11,13,103,49,114,66
3699,D,2.4,3.4,2.8,2,7,1,12,9,80,37,127,66,2,6,2,13,16,116,49,117,52
3700,D,1.75,3.9,5.0,7,3,0,22,7,123,64,86,42,5,2,3,17,12,108,62,99,45
3701,H,1.22,7.0,16.0,7,2,1,22,10,175,101,105,56,4,2,4,8,16,68,29,103,52
3702,A,6.5,4.2,1.57,1,4,5,11,20,78,41,123,65,6,3,1,22,10,130,65,79,29
3703,D,1.91,3.75,4.33,5,1,4,18,18,141,72,80,46,3,2,5,19,21,102,49,100,54
3704,H,1.4,5.5,8.0,4,2,4,20,13,122,65,81,33,3,1,6,13,15,113,61,112,70
3705,D,2.9,3.3,2.63,4,4,2,15,10,105,43,133,66,6,0,4,17,11,80,44,144,70
3706,H,3.4,3.6,2.05,3,4,3,16,15,92,50,114,60,7,1,2,20,11,131,73,73,34
3707,H,1.5,4.33,6.0,3,3,4,16,17,115,60,96,58,0,4,6,14,25,94,43,139,57
3708,D,4.2,3.75,1.8,0,6,4,8,16,89,52,103,43,5,2,3,16,13,119,57,105,57
3709,H,1.95,3.5,3.6,3,3,4,14,17,97,40,135,68,5,2,3,12,10,115,64,115,58
3710,A,7.5,5.0,1.36,1,4,5,6,19,77,40,131,78,6,3,1,17,5,127,60,73,30
3711,A,6.5,3.8,1.55,3,2,5,5,10,104,51,136,67,10,0,0,22,1,184,89,71,39
3712,H,1.67,4.0,4.75,4,4,2,13,13,137,62,98,45,6,2,2,16,8,134,68,79,32
3713,A,5.25,4.0,1.62,3,5,2,14,12,127,48,111,51,6,0,4,31,17,134,77,99,52
3714,A,3.0,3.2,2.4,3,3,4,9,16,63,25,119,54,2,2,6,18,27,94,45,105,52
3715,H,1.13,8.5,17.0,8,2,0,31,7,125,66,78,39,4,2,4,15,15,82,33,102,49
3716,H,2.0,3.5,4.2,2,2,6,7,16,118,60,112,55,2,3,5,11,15,92,46,101,49
3717,H,2.05,3.5,3.4,2,3,5,10,14,102,46,114,66,1,3,6,10,24,84,48,102,55
3718,A,2.05,3.5,3.4,1,4,5,5,14,129,58,109,62,1,6,3,11,15,100,53,129,73
3719,D,5.5,3.75,1.62,1,1,8,8,25,72,33,148,68,6,2,2,21,14,111,59,106,51
3720,A,2.9,3.0,2.6,2,3,5,15,18,93,46,141,71,2,3,5,12,17,101,47,93,31
3721,A,1.44,4.33,7.0,5,3,2,23,13,123,53,122,61,3,1,6,15,20,108,48,108,58
3722,D,2.88,3.2,2.5,1,3,6,7,16,105,49,116,45,4,2,4,6,12,115,55,120,50
3723,H,3.0,3.2,2.38,3,3,4,8,13,95,46,109,60,3,4,3,11,14,105,52,88,43
3724,D,2.63,3.3,2.63,3,2,5,13,18,117,56,131,60,6,2,2,21,5,103,45,121,64
3725,A,2.05,3.4,3.6,2,2,6,9,20,91,40,98,38,1,2,7,6,21,86,35,159,72
3726,H,2.15,3.4,3.8,4,3,3,12,11,112,49,128,71,1,3,6,10,19,127,58,99,46
3727,A,2.9,3.25,2.4,0,5,5,8,18,112,49,137,68,3,0,7,13,16,117,52,99,49
3728,H,2.2,3.2,3.4,5,3,2,12,8,115,54,121,56,3,2,5,16,17,98,56,93,41
3729,H,2.25,3.4,3.1,1,3,6,9,23,76,43,102,54,3,3,4,13,16,100,41,128,63
3730,A,7.5,4.5,1.5,4,1,5,8,19,66,27,113,56,7,2,1,24,10,130,69,77,32
3731,H,2.1,3.5,3.8,1,4,5,13,21,74,39,129,67,3,4,3,16,17,89,50,126,64
3732,H,1.44,5.0,7.5,4,2,4,16,17,157,85,80,46,3,1,6,8,13,132,68,108,53
3733,H,2.55,3.25,3.1,4,4,2,13,8,110,47,125,64,5,3,2,13,8,118,52,127,67
3734,D,1.91,3.7,4.33,6,1,3,17,10,79,40,140,67,1,3,6,10,19,129,55,101,50
3735,H,1.13,8.5,17.0,7,3,0,19,4,140,69,68,28,5,2,3,12,8,111,58,121,62
3736,A,1.33,5.25,8.0,6,1,3,18,12,138,79,72,35,0,4,6,5,16,126,58,104,58
3737,H,2.3,3.6,2.88,2,6,2,12,15,107,43,116,53,3,4,3,16,16,85,47,121,63
3738,D,2.38,3.4,2.88,0,4,6,15,26,99,46,140,61,0,7,3,6,13,91,55,108,45
3739,H,2.3,3.2,3.2,2,5,3,12,15,100,52,122,73,1,3,6,5,20,76,41,130,80
3740,H,2.75,3.2,2.6,6,2,2,22,6,94,43,108,65,4,4,2,15,12,126,58,101,47
3741,A,9.0,6.5,1.25,3,2,5,18,23,94,41,101,50,8,2,0,30,7,128,70,78,37
3742,H,1.8,3.5,4.5,3,3,4,10,14,111,53,79,35,3,2,5,13,20,77,26,109,56
3743,H,1.67,4.2,5.25,7,2,1,24,10,172,101,103,53,6,4,0,20,7,132,73,83,45
3744,H,1.67,4.2,5.25,4,2,4,18,13,123,64,78,32,3,3,4,18,19,99,51,116,67
3745,H,2.2,3.5,3.5,5,2,3,15,10,100,59,113,58,5,2,3,13,8,104,55,76,38
3746,H,1.91,3.6,4.5,3,1,6,13,15,112,60,104,66,1,2,7,4,17,142,57,133,76
3747,H,1.7,3.8,4.75,3,3,4,15,16,121,64,98,61,3,3,4,10,12,99,42,112,63
3748,D,1.85,3.6,4.0,4,5,1,13,7,126,67,108,62,2,7,1,11,8,77,38,129,65
3749,H,2.38,3.3,2.9,4,3,3,7,11,129,67,125,52,5,2,3,24,17,123,55,129,65
3750,H,1.8,3.5,4.5,10,0,0,23,1,182,83,68,32,5,3,2,14,11,131,55,100,48
3751,H,1.5,4.0,7.0,6,2,2,16,9,142,76,87,43,1,3,6,7,16,112,54,116,54
3752,A,1.91,3.4,4.0,3,1,6,18,21,109,64,85,36,1,3,6,12,17,94,49,137,69
3753,H,1.83,3.4,4.5,3,3,4,12,15,97,44,90,32,3,2,5,5,11,110,51,142,69
3754,D,1.45,4.2,7.5,6,2,2,14,8,119,56,120,57,1,2,7,9,25,67,29,148,68
3755,H,2.5,3.25,2.8,1,4,5,9,18,89,42,94,50,2,3,5,12,19,124,64,128,61
3756,H,1.4,4.4,8.0,5,2,3,13,12,124,64,79,32,2,2,6,9,19,90,40,101,41
3757,H,1.2,6.5,15.0,6,0,4,30,17,130,70,110,59,2,1,7,5,13,84,41,123,66
3758,A,2.2,3.3,3.3,3,2,5,13,19,74,28,117,56,2,2,6,12,25,93,40,110,55
3759,D,1.4,5.0,9.0,5,4,1,17,9,132,71,76,42,2,3,5,13,19,83,44,131,69
3760,A,2.8,3.4,2.7,1,4,5,8,18,100,51,111,58,4,1,5,14,12,111,62,104,65
3761,A,8.5,4.75,1.44,2,4,4,15,19,86,47,127,64,8,2,0,25,8,144,81,107,55
3762,H,1.6,4.0,6.5,2,3,5,17,21,91,49,118,64,4,1,5,7,17,67,27,130,65
3763,H,1.45,4.75,8.0,7,2,1,23,9,139,75,76,31,5,2,3,13,9,96,60,114,59
3764,H,1.57,4.0,7.0,5,2,3,12,5,109,59,72,39,4,4,2,14,8,110,48,101,46
3765,H,1.67,3.8,5.0,3,3,4,16,17,81,42,130,70,2,3,5,12,24,79,47,101,50
3766,H,2.3,3.4,3.0,2,7,1,11,8,80,38,131,70,3,3,4,9,10,97,41,107,52
3767,A,3.1,3.4,2.25,4,2,4,8,11,100,48,124,61,4,5,1,14,8,130,73,110,60
3768,A,3.5,3.5,2.0,0,7,3,7,14,85,50,118,51,4,3,3,16,12,124,63,96,57
3769,D,3.4,3.5,2.05,2,3,5,14,19,103,43,122,62,4,4,2,16,14,132,68,93,53
3770,H,5.0,4.0,1.62,1,3,6,6,19,70,37,126,75,5,1,4,17,13,143,80,73,35
3771,H,1.3,5.5,9.0,5,3,2,16,10,132,55,104,50,1,3,6,5,11,90,36,131,63
3772,A,13.0,7.5,1.17,1,4,5,7,19,74,28,115,51,6,0,4,33,16,133,74,104,58
3773,A,6.0,4.2,1.6,1,2,7,4,17,123,54,127,74,4,2,4,15,16,162,92,77,42
3774,H,2.5,3.3,3.1,4,3,3,13,11,119,55,119,62,5,2,3,17,11,80,40,134,65
3775,H,1.67,3.6,5.25,7,2,1,24,9,141,74,84,46,4,2,4,13,12,100,36,104,49
3776,D,2.4,3.4,2.8,1,4,5,5,13,119,55,111,58,3,6,1,13,9,124,54,111,49
3777,H,2.5,3.2,2.88,3,2,5,5,10,109,47,138,69,3,0,7,17,21,110,62,84,36
3778,D,2.5,3.3,2.75,3,1,6,15,17,121,57,110,61,4,3,3,13,12,107,50,86,32
3779,A,2.05,3.3,3.6,5,3,2,10,10,130,67,133,56,4,0,6,16,14,119,63,107,54
3780,D,2.5,3.25,2.8,5,2,3,24,18,127,54,125,59,6,2,2,16,10,140,76,87,42
3781,H,1.65,3.6,5.5,0,5,5,8,20,103,47,133,76,1,3,6,9,22,65,29,144,66
3782,H,2.15,3.2,3.4,1,2,7,7,17,114,55,126,63,6,2,2,14,8,108,49,119,57
3783,H,1.33,4.75,9.5,4,4,2,16,14,131,62,97,48,2,3,5,10,17,88,45,89,44
3784,H,4.5,3.4,1.83,2,2,6,10,22,87,43,97,44,6,2,2,21,6,93,41,114,68
3785,H,1.33,5.0,9.0,4,3,3,14,12,129,52,106,51,2,3,5,8,17,103,40,140,64
3786,D,5.0,4.0,1.75,3,1,6,8,12,130,67,108,56,5,2,3,20,12,125,61,70,30
3787,A,1.53,4.0,6.0,2,3,5,11,17,131,68,120,61,3,3,4,9,14,99,48,98,48
3788,A,2.55,3.4,2.63,0,4,6,14,25,104,50,128,53,2,3,5,7,14,71,36,132,77
3789,D,1.44,4.75,8.0,5,2,3,18,16,148,80,82,44,2,4,4,14,18,77,42,141,77
3790,H,1.65,4.0,6.0,6,2,2,20,4,99,54,75,39,5,2,3,14,11,119,55,119,64
3791,A,5.5,3.8,1.73,3,4,3,10,16,102,44,106,48,4,5,1,16,11,138,79,71,41
3792,D,1.91,3.6,4.5,2,2,6,9,14,117,59,116,61,2,4,4,16,19,89,48,129,64
3793,H,6.5,4.5,1.55,5,1,4,17,12,106,57,102,59,7,2,1,25,10,145,81,91,41
3794,H,2.63,3.1,2.8,3,2,5,10,20,62,28,118,51,4,2,4,9,10,97,36,123,65
3795,A,1.22,6.5,11.0,4,1,5,16,14,148,81,67,31,4,2,4,7,12,104,52,121,59
3796,H,1.67,4.1,4.5,3,5,2,17,17,133,66,87,49,4,3,3,17,15,75,38,136,72
3797,H,1.83,3.6,4.2,3,2,5,10,12,99,43,105,53,0,6,4,8,16,90,55,122,58
3798,H,2.2,3.4,3.2,2,3,5,12,20,90,53,95,44,1,4,5,5,13,124,54,113,57
3799,A,2.25,3.4,3.0,3,3,4,14,18,102,55,102,59,2,3,5,13,18,105,46,114,52
3800,D,3.6,3.5,2.0,4,3,3,12,11,102,48,91,33,6,3,1,18,8,128,55,103,50
3801,A,3.3,3.25,2.2,2,3,5,8,18,103,43,133,62,1,2,7,5,17,87,50,106,57
3802,H,2.38,3.75,3.0,6,0,4,34,15,135,75,109,57,8,2,0,27,6,146,82,75,35
3803,A,4.75,3.75,1.83,1,4,5,9,17,97,46,111,54,3,3,4,20,19,96,55,115,61
3804,D,2.88,3.6,2.5,4,3,3,18,14,125,60,65,28,8,2,0,25,9,147,79,86,40
3805,A,1.75,3.9,5.0,4,2,4,13,13,101,63,113,63,2,4,4,12,16,131,58,94,49
3806,H,2.4,3.3,2.88,5,2,3,20,9,126,70,100,44,8,1,1,25,8,136,71,88,47
3807,H,2.5,3.2,2.8,3,3,4,11,13,97,48,115,61,3,4,3,8,8,116,57,66,24
3808,H,1.67,3.8,5.0,4,3,3,14,12,129,68,96,60,3,7,0,12,7,83,42,128,71
3809,D,8.0,4.75,1.36,5,4,1,15,6,118,64,108,61,8,2,0,23,4,146,73,69,29
3810,A,6.5,3.6,1.57,1,3,6,9,19,62,27,140,59,4,3,3,21,16,128,52,124,54
3811,A,2.38,3.1,3.1,1,3,6,5,12,93,39,126,63,2,3,5,13,16,91,43,128,61
3812,H,1.75,3.5,4.75,5,0,5,17,12,121,64,98,50,2,2,6,8,16,121,59,123,59
3813,D,2.05,3.4,3.6,6,2,2,23,15,104,54,110,52,5,3,2,10,7,138,71,130,56
3814,H,1.91,3.4,4.0,6,1,3,14,9,114,51,127,64,4,1,5,6,10,118,51,130,65
3815,A,7.0,3.75,1.53,4,2,4,10,14,95,46,100,50,5,4,1,17,10,137,69,84,40
3816,D,1.91,3.4,4.0,2,3,5,9,17,85,44,104,54,2,2,6,11,21,89,45,97,46
3817,H,2.0,3.4,3.75,6,2,2,16,12,110,64,75,33,5,3,2,15,9,131,57,102,49
3818,H,1.83,3.5,4.33,4,3,3,9,12,112,52,77,32,3,2,5,12,21,90,40,111,54
3819,H,2.38,3.25,3.4,1,1,8,6,20,120,58,128,74,3,1,6,4,19,67,28,133,70
3820,D,4.0,3.4,1.91,3,1,6,4,12,119,49,132,61,6,2,2,20,12,151,83,83,39
3821,D,3.4,3.4,2.1,3,2,5,16,12,120,57,108,64,5,3,2,23,16,100,50,116,54
3822,H,1.65,3.6,5.5,4,4,2,9,7,140,72,131,56,7,1,2,15,6,108,46,134,69
3823,H,7.0,4.0,1.5,3,3,4,11,12,86,39,124,59,9,1,0,23,3,175,77,69,30
3824,H,1.8,3.6,4.33,4,3,3,19,15,137,57,113,48,4,4,2,11,9,98,49,96,39
3825,H,1.91,3.4,4.0,1,4,5,9,20,109,46,113,68,1,3,6,6,13,90,38,126,64
3826,H,1.18,6.5,15.0,6,3,1,16,6,124,55,98,47,1,3,6,7,17,65,27,149,62
3827,H,1.83,3.4,4.33,2,2,6,8,13,130,62,123,62,3,0,7,17,21,91,52,91,39
3828,D,1.44,4.2,7.5,5,2,3,12,10,105,50,74,40,4,1,5,9,18,65,29,117,54
3829,H,1.91,3.6,3.8,4,2,4,16,15,75,39,147,78,4,1,5,12,12,112,48,106,55
3830,A,2.2,3.1,3.5,2,2,6,11,21,86,41,105,51,4,1,5,9,14,99,48,100,53
3831,H,1.25,6.5,14.0,4,5,1,17,11,139,79,67,43,1,4,5,9,18,102,48,111,58
3832,H,1.17,8.5,21.0,8,2,0,26,10,129,69,96,44,2,1,7,8,19,113,54,134,75
3833,D,1.75,3.8,5.25,4,3,3,21,17,103,62,115,61,5,2,3,16,11,76,36,134,63
3834,A,3.8,3.6,2.05,2,5,3,13,15,81,44,146,82,7,1,2,21,4,110,55,71,37
3835,H,3.8,3.75,2.0,2,4,4,11,17,116,50,97,52,5,2,3,15,13,146,83,79,43
3836,D,2.38,3.4,3.25,5,2,3,14,11,106,50,123,60,6,1,3,19,12,105,55,106,58
3837,H,2.05,3.2,3.75,3,0,7,8,19,86,43,121,54,2,3,5,8,15,72,39,141,68
