,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
10,D,2.5,3.25,2.88,3,1,6,14,18,129,69,0.48325,142,69,0.51675,4,2,4,11,13,111,50,0.45883333333333337,123,62,0.5411666666666667,0.5348837209302325,0.2028985507246377,0.4859154929577465,0.2608695652173913,0.45045045045045046,0.22,0.5040650406504065,0.20967741935483872
11,D,2.1,3.3,3.6,2,2,6,13,19,94,46,0.47090000000000004,125,52,0.5291,3,3,4,12,13,132,61,0.5095833333333334,101,46,0.4904166666666666,0.48936170212765956,0.2826086956521739,0.416,0.36538461538461536,0.4621212121212121,0.19672131147540983,0.45544554455445546,0.2826086956521739
12,A,2.0,3.4,3.8,2,4,4,10,16,93,40,0.47075,95,45,0.52925,3,3,4,10,12,103,47,0.4891499999999999,124,69,0.5108499999999999,0.43010752688172044,0.25,0.47368421052631576,0.35555555555555557,0.4563106796116505,0.2127659574468085,0.5564516129032258,0.17391304347826086
13,H,3.3,3.3,2.25,4,2,4,9,8,125,58,0.51845,132,63,0.48155,3,3,4,13,14,137,69,0.52975,121,53,0.47024999999999995,0.464,0.15517241379310345,0.4772727272727273,0.12698412698412698,0.5036496350364964,0.18840579710144928,0.4380165289256198,0.2641509433962264
14,A,6.0,3.75,1.62,3,2,5,8,11,127,68,0.45299999999999996,154,76,0.547,7,2,1,16,7,152,74,0.5216500000000001,69,29,0.47835,0.5354330708661418,0.11764705882352941,0.4935064935064935,0.14473684210526316,0.4868421052631579,0.21621621621621623,0.42028985507246375,0.2413793103448276
15,A,12.0,5.0,1.3,2,2,6,9,20,131,62,0.47650000000000003,124,67,0.5235000000000001,7,2,1,21,4,172,87,0.55,96,45,0.44999999999999996,0.4732824427480916,0.14516129032258066,0.5403225806451613,0.29850746268656714,0.5058139534883721,0.2413793103448276,0.46875,0.08888888888888889
16,D,1.83,3.5,4.5,4,3,3,14,16,106,50,0.4751666666666666,136,80,0.5248333333333334,5,2,3,12,14,102,52,0.46075,144,70,0.53925,0.4716981132075472,0.28,0.5882352941176471,0.2,0.5098039215686274,0.23076923076923078,0.4861111111111111,0.2
17,D,2.88,3.25,2.5,5,2,3,15,15,93,41,0.4615,162,77,0.5385,3,1,6,19,16,119,66,0.50385,105,47,0.49615,0.44086021505376344,0.36585365853658536,0.47530864197530864,0.19480519480519481,0.5546218487394958,0.2878787878787879,0.44761904761904764,0.3404255319148936
18,D,1.25,5.5,15.0,8,1,1,18,7,155,76,0.5254000000000001,78,37,0.4746,4,2,4,10,9,136,69,0.52695,122,60,0.47305,0.49032258064516127,0.23684210526315788,0.47435897435897434,0.1891891891891892,0.5073529411764706,0.14492753623188406,0.4918032786885246,0.15
19,D,5.0,3.6,1.73,6,1,3,16,11,101,49,0.5171666666666667,142,72,0.4828333333333334,6,2,2,19,9,167,93,0.5915,115,63,0.4084999999999999,0.48514851485148514,0.32653061224489793,0.5070422535211268,0.1527777777777778,0.5568862275449101,0.20430107526881722,0.5478260869565217,0.14285714285714285
20,A,1.91,3.4,4.33,4,3,3,11,14,99,47,0.44525000000000003,152,75,0.5547500000000001,3,1,6,8,13,124,68,0.45175,155,76,0.5482499999999999,0.47474747474747475,0.23404255319148937,0.4934210526315789,0.18666666666666668,0.5483870967741935,0.11764705882352941,0.49032258064516127,0.17105263157894737
21,H,3.25,3.4,2.2,2,2,6,18,18,120,63,0.50235,101,46,0.49765000000000004,5,2,3,20,14,170,83,0.5850000000000001,85,45,0.415,0.525,0.2857142857142857,0.45544554455445546,0.391304347826087,0.48823529411764705,0.24096385542168675,0.5294117647058824,0.3111111111111111
22,D,1.8,3.6,4.5,4,3,3,11,12,112,52,0.47108333333333335,127,65,0.5289166666666667,5,2,3,16,16,95,41,0.47375,160,76,0.52625,0.4642857142857143,0.21153846153846154,0.5118110236220472,0.18461538461538463,0.43157894736842106,0.3902439024390244,0.475,0.21052631578947367
23,H,2.2,3.3,3.4,3,2,5,9,14,70,34,0.469,149,74,0.531,2,2,6,8,21,126,58,0.47300000000000003,130,70,0.527,0.4857142857142857,0.2647058823529412,0.4966442953020134,0.1891891891891892,0.4603174603174603,0.13793103448275862,0.5384615384615384,0.3
24,A,2.1,3.4,3.5,3,3,4,10,12,103,48,0.48915,127,71,0.51085,2,2,6,10,17,138,75,0.471,143,68,0.529,0.46601941747572817,0.20833333333333334,0.5590551181102362,0.16901408450704225,0.5434782608695652,0.13333333333333333,0.4755244755244755,0.25
25,H,1.73,3.75,4.75,3,2,5,13,15,141,73,0.52625,122,61,0.47374999999999995,2,3,5,10,17,100,44,0.46525,98,47,0.5347500000000001,0.5177304964539007,0.1780821917808219,0.5,0.2459016393442623,0.44,0.22727272727272727,0.47959183673469385,0.3617021276595745
26,H,2.5,3.3,2.88,2,4,4,9,15,140,64,0.5070833333333333,106,48,0.49291666666666656,4,4,2,15,14,104,50,0.482,141,80,0.518,0.45714285714285713,0.140625,0.4528301886792453,0.3125,0.4807692307692308,0.3,0.5673758865248227,0.175
27,A,2.25,3.3,3.3,3,3,4,10,10,107,48,0.4929,131,71,0.5071,4,1,5,10,12,123,65,0.45949999999999996,159,75,0.5405,0.4485981308411215,0.20833333333333334,0.5419847328244275,0.14084507042253522,0.5284552845528455,0.15384615384615385,0.4716981132075472,0.16
28,D,1.57,3.8,6.5,5,2,3,14,10,96,47,0.5061666666666667,131,63,0.4938333333333334,3,3,4,8,8,123,63,0.52045,133,63,0.47955,0.4895833333333333,0.2978723404255319,0.48091603053435117,0.15873015873015872,0.5121951219512195,0.12698412698412698,0.47368421052631576,0.12698412698412698
29,D,2.2,3.3,3.4,4,3,3,11,15,112,53,0.45425000000000004,141,71,0.5457500000000001,2,3,5,15,18,106,51,0.48165,119,44,0.51835,0.4732142857142857,0.20754716981132076,0.5035460992907801,0.2112676056338028,0.4811320754716981,0.29411764705882354,0.3697478991596639,0.4090909090909091
30,D,2.4,3.4,2.88,4,2,4,9,12,75,42,0.4715,144,73,0.5285,5,3,2,18,13,99,44,0.46774999999999994,166,79,0.53225,0.56,0.21428571428571427,0.5069444444444444,0.1643835616438356,0.4444444444444444,0.4090909090909091,0.4759036144578313,0.16455696202531644
31,H,1.73,3.6,5.0,3,3,4,9,14,135,62,0.5024166666666666,110,50,0.49758333333333327,2,1,7,8,22,121,54,0.46449999999999997,122,69,0.5355,0.45925925925925926,0.14516129032258066,0.45454545454545453,0.28,0.4462809917355372,0.14814814814814814,0.5655737704918032,0.3188405797101449
32,A,1.91,3.5,4.0,4,2,4,13,13,137,69,0.536,120,62,0.46399999999999997,3,4,3,12,13,108,52,0.4973333333333334,144,82,0.5026666666666667,0.5036496350364964,0.18840579710144928,0.5166666666666667,0.20967741935483872,0.48148148148148145,0.23076923076923078,0.5694444444444444,0.15853658536585366
33,A,4.33,3.6,1.83,3,2,5,20,15,117,64,0.50335,98,46,0.49665000000000004,5,3,2,18,9,166,91,0.5905,113,66,0.4095,0.5470085470085471,0.3125,0.46938775510204084,0.32608695652173914,0.5481927710843374,0.1978021978021978,0.584070796460177,0.13636363636363635
34,H,2.1,3.3,3.6,3,4,3,10,14,119,54,0.486,125,65,0.514,2,3,5,9,14,101,47,0.46749999999999997,109,53,0.5325,0.453781512605042,0.18518518518518517,0.52,0.2153846153846154,0.46534653465346537,0.19148936170212766,0.48623853211009177,0.2641509433962264
35,A,1.8,3.4,5.0,7,2,1,20,4,170,88,0.542,97,41,0.45799999999999996,4,2,4,17,17,162,76,0.5777500000000001,91,48,0.42225,0.5176470588235295,0.22727272727272727,0.422680412371134,0.0975609756097561,0.4691358024691358,0.2236842105263158,0.5274725274725275,0.3541666666666667
36,D,1.3,5.0,12.0,7,2,1,16,6,159,74,0.5226500000000001,76,38,0.47735,3,2,5,9,14,131,69,0.46825,147,67,0.5317500000000001,0.46540880503144655,0.21621621621621623,0.5,0.15789473684210525,0.5267175572519084,0.13043478260869565,0.4557823129251701,0.208955223880597
37,H,1.14,7.5,23.0,6,3,1,18,7,172,95,0.593,106,57,0.40700000000000003,3,2,5,10,13,114,51,0.4937333333333333,123,66,0.5062666666666666,0.5523255813953488,0.18947368421052632,0.5377358490566038,0.12280701754385964,0.4473684210526316,0.19607843137254902,0.5365853658536586,0.19696969696969696
38,H,1.33,4.75,11.0,4,2,4,16,17,153,76,0.5612499999999999,94,47,0.43875000000000003,4,2,4,11,15,137,64,0.5024166666666666,115,52,0.49758333333333327,0.49673202614379086,0.21052631578947367,0.5,0.3617021276595745,0.46715328467153283,0.171875,0.45217391304347826,0.28846153846153844
39,D,1.8,3.5,4.75,2,4,4,14,16,104,54,0.4784,127,48,0.5216000000000001,4,3,3,8,10,80,45,0.46499999999999997,145,75,0.5349999999999999,0.5192307692307693,0.25925925925925924,0.3779527559055118,0.3333333333333333,0.5625,0.17777777777777778,0.5172413793103449,0.13333333333333333
40,A,5.5,3.5,1.73,1,3,6,10,17,99,47,0.46399999999999997,103,50,0.536,7,2,1,16,6,157,72,0.51165,79,39,0.48835,0.47474747474747475,0.2127659574468085,0.4854368932038835,0.34,0.4585987261146497,0.2222222222222222,0.4936708860759494,0.15384615384615385
41,D,2.6,3.2,2.8,3,4,3,8,7,117,60,0.5152,141,67,0.4848,2,2,6,14,16,117,60,0.49085,101,52,0.50915,0.5128205128205128,0.13333333333333333,0.475177304964539,0.1044776119402985,0.5128205128205128,0.23333333333333334,0.5148514851485149,0.3076923076923077
42,A,7.0,3.8,1.53,5,1,4,13,10,121,62,0.469,155,76,0.5309999999999999,6,2,2,20,6,178,90,0.54925,94,37,0.45074999999999993,0.512396694214876,0.20967741935483872,0.49032258064516127,0.13157894736842105,0.5056179775280899,0.2222222222222222,0.39361702127659576,0.16216216216216217
43,H,2.38,3.25,3.1,4,4,2,17,13,98,46,0.46525,168,84,0.53475,3,4,3,9,14,114,56,0.4584999999999999,146,76,0.5415000000000001,0.46938775510204084,0.3695652173913043,0.5,0.15476190476190477,0.49122807017543857,0.16071428571428573,0.5205479452054794,0.18421052631578946
44,H,1.53,4.2,6.0,8,2,0,29,7,169,87,0.63175,56,33,0.3682500000000001,5,3,2,18,14,108,56,0.5611666666666667,99,43,0.4388333333333333,0.514792899408284,0.3333333333333333,0.5892857142857143,0.21212121212121213,0.5185185185185185,0.32142857142857145,0.43434343434343436,0.32558139534883723
45,A,2.62,3.25,2.75,4,3,3,11,11,100,50,0.4955833333333334,151,84,0.5044166666666666,4,3,3,12,9,103,49,0.5089166666666667,124,58,0.49108333333333337,0.5,0.22,0.5562913907284768,0.13095238095238096,0.47572815533980584,0.24489795918367346,0.46774193548387094,0.15517241379310345
46,D,2.62,3.25,2.75,1,1,8,6,22,128,58,0.46474999999999994,120,64,0.53525,4,4,2,13,10,114,54,0.5007499999999999,124,62,0.49924999999999997,0.453125,0.10344827586206896,0.5333333333333333,0.34375,0.47368421052631576,0.24074074074074073,0.5,0.16129032258064516
47,A,2.75,3.25,2.62,2,3,5,6,13,125,68,0.45475,160,69,0.54525,4,1,5,13,14,140,68,0.5307499999999999,113,62,0.46924999999999994,0.544,0.08823529411764706,0.43125,0.18840579710144928,0.4857142857142857,0.19117647058823528,0.5486725663716814,0.22580645161290322
48,D,1.33,5.0,10.0,7,2,1,17,7,152,69,0.5232333333333333,79,39,0.4767666666666667,5,3,2,17,12,106,48,0.4675,161,83,0.5325,0.45394736842105265,0.2463768115942029,0.4936708860759494,0.1794871794871795,0.4528301886792453,0.3541666666666667,0.515527950310559,0.14457831325301204
49,H,2.0,3.4,3.8,2,2,6,8,14,98,41,0.4704833333333333,131,64,0.5295166666666666,1,2,7,6,21,130,58,0.46624999999999994,114,62,0.53375,0.41836734693877553,0.1951219512195122,0.48854961832061067,0.21875,0.4461538461538462,0.10344827586206896,0.543859649122807,0.3387096774193548
50,D,4.5,3.5,1.83,5,1,4,15,12,140,70,0.52025,120,62,0.47975,7,2,1,18,6,182,97,0.61325,82,42,0.38675,0.5,0.21428571428571427,0.5166666666666667,0.1935483870967742,0.532967032967033,0.18556701030927836,0.5121951219512195,0.14285714285714285
51,H,1.67,3.6,5.5,4,3,3,13,10,95,45,0.49924999999999997,126,63,0.50075,5,1,4,13,10,130,65,0.48899999999999993,133,61,0.511,0.47368421052631576,0.28888888888888886,0.5,0.15873015873015872,0.5,0.2,0.45864661654135336,0.16393442622950818
52,D,4.5,3.6,1.8,3,4,3,10,14,106,50,0.46224999999999994,146,71,0.53775,5,2,3,16,15,142,67,0.5552500000000001,102,51,0.44475,0.4716981132075472,0.2,0.4863013698630137,0.19718309859154928,0.47183098591549294,0.23880597014925373,0.5,0.29411764705882354
53,A,2.0,3.4,3.8,2,3,5,14,15,119,59,0.49835,102,55,0.50165,4,3,3,13,12,104,55,0.5033333333333334,141,79,0.4966666666666667,0.4957983193277311,0.23728813559322035,0.5392156862745098,0.2727272727272727,0.5288461538461539,0.23636363636363636,0.5602836879432624,0.1518987341772152
54,H,2.1,3.3,3.6,3,2,5,9,15,141,67,0.49766666666666665,114,47,0.5023333333333333,0,3,7,9,19,97,43,0.4534166666666667,107,54,0.5465833333333333,0.475177304964539,0.13432835820895522,0.41228070175438597,0.3191489361702128,0.44329896907216493,0.20930232558139536,0.5046728971962616,0.35185185185185186
55,H,1.57,3.8,6.0,9,1,0,32,6,163,79,0.6174999999999999,57,34,0.3825,5,2,3,19,18,160,84,0.5457500000000001,109,46,0.45425000000000004,0.48466257668711654,0.4050632911392405,0.5964912280701754,0.17647058823529413,0.525,0.2261904761904762,0.42201834862385323,0.391304347826087
56,A,2.05,3.2,3.4,3,5,2,12,11,112,51,0.5044999999999998,125,62,0.49549999999999994,2,5,3,15,15,99,49,0.4954,125,48,0.5046,0.45535714285714285,0.23529411764705882,0.496,0.1774193548387097,0.494949494949495,0.30612244897959184,0.384,0.3125
57,D,1.25,5.5,15.0,7,1,2,21,5,171,89,0.5575000000000001,108,44,0.44249999999999995,1,3,6,4,14,123,64,0.46574999999999994,154,71,0.53425,0.52046783625731,0.23595505617977527,0.4074074074074074,0.11363636363636363,0.5203252032520326,0.0625,0.461038961038961,0.19718309859154928
58,A,3.0,3.4,2.37,1,4,5,4,12,112,60,0.4634999999999999,166,81,0.5365,5,3,2,17,10,99,47,0.506,108,49,0.494,0.5357142857142857,0.06666666666666667,0.4879518072289157,0.14814814814814814,0.47474747474747475,0.3617021276595745,0.4537037037037037,0.20408163265306123
59,H,1.83,3.5,4.5,0,3,7,9,20,101,43,0.46516666666666673,98,47,0.5348333333333333,4,3,3,10,12,87,47,0.4724999999999999,125,66,0.5275,0.42574257425742573,0.20930232558139536,0.47959183673469385,0.425531914893617,0.5402298850574713,0.2127659574468085,0.528,0.18181818181818182
60,H,2.2,3.25,3.5,3,5,2,8,6,109,60,0.50495,140,65,0.49505,2,5,3,10,15,108,51,0.466,143,70,0.534,0.5504587155963303,0.13333333333333333,0.4642857142857143,0.09230769230769231,0.4722222222222222,0.19607843137254902,0.48951048951048953,0.21428571428571427
61,H,2.2,3.25,3.4,4,1,5,12,13,127,60,0.478,131,60,0.522,2,5,3,10,13,112,47,0.4875,125,61,0.5125,0.47244094488188976,0.2,0.4580152671755725,0.21666666666666667,0.41964285714285715,0.2127659574468085,0.488,0.21311475409836064
62,A,2.1,3.25,3.75,4,4,2,17,13,109,48,0.4635,162,83,0.5365,3,2,5,11,12,104,46,0.47164999999999996,137,70,0.52835,0.44036697247706424,0.3541666666666667,0.5123456790123457,0.1566265060240964,0.4423076923076923,0.2391304347826087,0.5109489051094891,0.17142857142857143
63,H,1.9,3.4,4.0,4,2,4,17,19,151,79,0.52375,110,47,0.47625000000000006,5,2,3,17,17,109,63,0.5531666666666666,99,43,0.4468333333333333,0.5231788079470199,0.21518987341772153,0.42727272727272725,0.40425531914893614,0.5779816513761468,0.2698412698412698,0.43434343434343436,0.3953488372093023
64,D,2.4,3.25,3.0,5,2,3,16,15,147,71,0.546,102,49,0.454,6,3,1,16,7,164,75,0.5278333333333334,84,40,0.47216666666666673,0.48299319727891155,0.22535211267605634,0.4803921568627451,0.30612244897959184,0.4573170731707317,0.21333333333333335,0.47619047619047616,0.175
65,H,2.37,3.4,3.0,3,5,2,17,13,102,50,0.5024000000000001,136,49,0.49760000000000004,5,2,3,15,11,122,60,0.483,127,68,0.5169999999999999,0.49019607843137253,0.34,0.3602941176470588,0.2653061224489796,0.4918032786885246,0.25,0.5354330708661418,0.16176470588235295
66,H,3.25,3.3,2.25,0,2,8,5,25,136,65,0.4734999999999999,115,64,0.5265,2,3,5,12,13,124,63,0.50775,101,52,0.49225,0.47794117647058826,0.07692307692307693,0.5565217391304348,0.390625,0.5080645161290323,0.19047619047619047,0.5148514851485149,0.25
67,D,5.0,3.6,1.73,5,2,3,12,10,104,55,0.5045833333333333,139,76,0.49541666666666667,6,2,2,19,5,181,100,0.5622499999999999,98,42,0.43775,0.5288461538461539,0.21818181818181817,0.5467625899280576,0.13157894736842105,0.5524861878453039,0.19,0.42857142857142855,0.11904761904761904
68,H,1.33,4.5,12.0,5,4,1,14,6,159,74,0.5193333333333333,83,40,0.4806666666666667,5,0,5,14,14,133,63,0.48525,135,66,0.51475,0.46540880503144655,0.1891891891891892,0.4819277108433735,0.15,0.47368421052631576,0.2222222222222222,0.4888888888888889,0.21212121212121213
69,D,2.25,3.25,3.3,4,1,5,14,12,109,46,0.4819,136,72,0.5181,1,2,7,12,20,102,48,0.4616666666666667,99,46,0.5383333333333333,0.42201834862385323,0.30434782608695654,0.5294117647058824,0.16666666666666666,0.47058823529411764,0.25,0.46464646464646464,0.43478260869565216
70,D,1.72,3.6,5.0,5,2,3,15,11,123,61,0.481,125,68,0.5189999999999999,4,5,1,11,5,112,65,0.5028666666666667,141,65,0.49713333333333337,0.4959349593495935,0.2459016393442623,0.544,0.16176470588235295,0.5803571428571429,0.16923076923076924,0.46099290780141844,0.07692307692307693
71,D,2.5,3.3,2.87,6,2,2,18,10,97,47,0.49333333333333335,118,58,0.5066666666666667,4,3,3,14,15,133,63,0.54775,108,52,0.45225,0.4845360824742268,0.3829787234042553,0.4915254237288136,0.1724137931034483,0.47368421052631576,0.2222222222222222,0.48148148148148145,0.28846153846153844
72,A,2.5,3.3,2.87,2,5,3,10,13,110,53,0.47333333333333333,143,72,0.5266666666666667,5,3,2,11,7,109,60,0.4948333333333333,132,72,0.5051666666666667,0.4818181818181818,0.18867924528301888,0.5034965034965035,0.18055555555555555,0.5504587155963303,0.18333333333333332,0.5454545454545454,0.09722222222222222
73,H,1.8,3.6,4.5,2,2,6,11,13,115,62,0.49575,108,55,0.50425,3,4,3,17,17,115,52,0.48525000000000007,147,73,0.51475,0.5391304347826087,0.1774193548387097,0.5092592592592593,0.23636363636363636,0.45217391304347826,0.3269230769230769,0.4965986394557823,0.2328767123287671
74,A,2.2,3.25,3.4,2,4,4,11,15,115,51,0.48649999999999993,129,63,0.5135000000000001,1,4,5,4,12,115,65,0.47616666666666657,166,84,0.5238333333333333,0.4434782608695652,0.21568627450980393,0.4883720930232558,0.23809523809523808,0.5652173913043478,0.06153846153846154,0.5060240963855421,0.14285714285714285
75,A,12.0,5.0,1.3,4,3,3,10,13,92,45,0.484,115,59,0.5159999999999999,6,3,1,16,6,167,88,0.60075,82,42,0.39925,0.4891304347826087,0.2222222222222222,0.5130434782608696,0.22033898305084745,0.5269461077844312,0.18181818181818182,0.5121951219512195,0.14285714285714285
76,H,2.25,3.3,3.25,4,2,4,12,14,125,57,0.49116666666666664,119,49,0.5088333333333334,4,4,2,17,12,97,44,0.49740000000000006,136,52,0.5025999999999999,0.456,0.21052631578947367,0.4117647058823529,0.2857142857142857,0.4536082474226804,0.38636363636363635,0.38235294117647056,0.23076923076923078
77,H,1.14,7.5,21.0,6,2,2,18,4,168,91,0.578,95,43,0.422,1,2,7,7,22,142,68,0.49774999999999997,113,63,0.50225,0.5416666666666666,0.1978021978021978,0.45263157894736844,0.09302325581395349,0.4788732394366197,0.10294117647058823,0.5575221238938053,0.3492063492063492
78,H,1.4,4.5,10.0,3,4,3,14,17,119,56,0.53525,110,53,0.46475000000000005,2,3,5,11,18,114,55,0.4879166666666666,133,64,0.5120833333333332,0.47058823529411764,0.25,0.4818181818181818,0.32075471698113206,0.4824561403508772,0.2,0.48120300751879697,0.28125
79,H,1.72,3.6,5.5,2,4,4,8,11,118,65,0.4867499999999999,167,89,0.51325,4,3,3,9,12,92,46,0.48749999999999993,113,56,0.5125,0.5508474576271186,0.12307692307692308,0.5329341317365269,0.12359550561797752,0.5,0.1956521739130435,0.49557522123893805,0.21428571428571427
80,H,1.8,3.6,5.0,6,2,2,11,6,105,54,0.5075833333333333,120,67,0.49241666666666667,4,1,5,14,12,110,48,0.48539999999999994,131,65,0.5146000000000001,0.5142857142857142,0.2037037037037037,0.5583333333333333,0.08955223880597014,0.43636363636363634,0.2916666666666667,0.4961832061068702,0.18461538461538463
81,A,5.0,3.6,1.8,4,3,3,16,12,97,45,0.51115,129,51,0.48885000000000006,5,4,1,16,6,171,81,0.5475833333333333,68,35,0.4524166666666667,0.4639175257731959,0.35555555555555557,0.3953488372093023,0.23529411764705882,0.47368421052631576,0.19753086419753085,0.5147058823529411,0.17142857142857143
82,D,2.62,3.3,2.87,1,2,7,11,19,101,49,0.45716666666666667,111,54,0.5428333333333334,2,2,6,13,14,119,63,0.49700000000000005,109,55,0.503,0.48514851485148514,0.22448979591836735,0.4864864864864865,0.35185185185185186,0.5294117647058824,0.20634920634920634,0.5045871559633027,0.2545454545454545
83,D,6.5,3.75,1.61,4,5,1,11,5,109,62,0.5018666666666667,144,67,0.4981333333333334,6,2,2,18,4,173,92,0.583,97,42,0.417,0.5688073394495413,0.1774193548387097,0.4652777777777778,0.07462686567164178,0.5317919075144508,0.1956521739130435,0.4329896907216495,0.09523809523809523
84,A,2.3,3.25,3.4,5,0,5,14,15,126,62,0.47275,138,68,0.52725,5,2,3,12,12,134,63,0.49191666666666667,107,44,0.5080833333333333,0.49206349206349204,0.22580645161290322,0.4927536231884058,0.22058823529411764,0.4701492537313433,0.19047619047619047,0.411214953271028,0.2727272727272727
85,H,3.5,3.4,2.2,1,2,7,7,21,125,59,0.48675,124,71,0.51325,4,3,3,13,11,123,63,0.4745,127,73,0.5255,0.472,0.11864406779661017,0.5725806451612904,0.29577464788732394,0.5121951219512195,0.20634920634920634,0.5748031496062992,0.1506849315068493
86,H,1.2,6.5,19.0,6,3,1,15,6,168,88,0.59625,82,42,0.40375,2,4,4,9,13,114,57,0.47483333333333333,142,74,0.5251666666666667,0.5238095238095238,0.17045454545454544,0.5121951219512195,0.14285714285714285,0.5,0.15789473684210525,0.5211267605633803,0.17567567567567569
87,A,4.33,3.6,1.91,2,4,4,17,22,114,55,0.47450000000000003,151,75,0.5255,5,3,2,16,12,103,50,0.4965833333333334,107,55,0.5034166666666666,0.4824561403508772,0.3090909090909091,0.4966887417218543,0.29333333333333333,0.4854368932038835,0.32,0.514018691588785,0.21818181818181817
88,H,1.36,4.33,11.0,4,3,3,11,13,112,53,0.5295000000000001,107,54,0.47050000000000003,5,0,5,14,15,123,58,0.465,138,68,0.5349999999999999,0.4732142857142857,0.20754716981132076,0.5046728971962616,0.24074074074074073,0.4715447154471545,0.2413793103448276,0.4927536231884058,0.22058823529411764
89,H,1.4,4.33,9.0,5,3,2,14,10,103,51,0.5020833333333333,101,51,0.4979166666666667,2,2,6,8,19,124,61,0.48525,120,72,0.51475,0.49514563106796117,0.27450980392156865,0.504950495049505,0.19607843137254902,0.49193548387096775,0.13114754098360656,0.6,0.2638888888888889
90,D,2.25,3.2,3.4,1,4,5,7,14,115,54,0.4730833333333333,156,75,0.5269166666666667,3,1,6,12,14,106,51,0.47175,130,62,0.52825,0.46956521739130436,0.12962962962962962,0.4807692307692308,0.18666666666666668,0.4811320754716981,0.23529411764705882,0.47692307692307695,0.22580645161290322
