,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
201,H,8.0,4.2,1.44,3,2,5,10,12,126,58,138,64,9,0,1,20,6,146,78,102,43,0.4603174603174603,0.1724137931034483,0.463768115942029,0.1875,0.5342465753424658,0.2564102564102564,0.4215686274509804,0.13953488372093023
202,D,2.4,3.3,3.0,2,2,6,11,19,119,57,133,68,3,1,6,9,16,98,51,145,81,0.4789915966386555,0.19298245614035087,0.5112781954887218,0.27941176470588236,0.5204081632653061,0.17647058823529413,0.5586206896551724,0.19753086419753085
203,H,2.75,3.2,2.62,1,3,6,10,17,116,60,130,65,5,4,1,14,4,113,56,104,53,0.5172413793103449,0.16666666666666666,0.5,0.26153846153846155,0.49557522123893805,0.25,0.5096153846153846,0.07547169811320754
204,H,2.25,3.3,3.3,2,1,7,9,18,73,26,168,89,1,4,5,4,13,97,44,172,84,0.3561643835616438,0.34615384615384615,0.5297619047619048,0.20224719101123595,0.4536082474226804,0.09090909090909091,0.4883720930232558,0.15476190476190477
205,A,2.87,3.0,2.6,6,3,1,19,9,123,61,114,44,7,2,1,15,6,122,61,102,59,0.4959349593495935,0.3114754098360656,0.38596491228070173,0.20454545454545456,0.5,0.2459016393442623,0.5784313725490197,0.1016949152542373
206,H,1.72,3.6,4.75,2,4,4,15,17,98,46,155,71,4,1,5,16,20,94,44,136,63,0.46938775510204084,0.32608695652173914,0.45806451612903226,0.23943661971830985,0.46808510638297873,0.36363636363636365,0.4632352941176471,0.31746031746031744
207,H,1.44,4.2,8.0,6,3,1,22,9,153,76,71,39,5,2,3,11,9,121,58,114,63,0.49673202614379086,0.2894736842105263,0.5492957746478874,0.23076923076923078,0.4793388429752066,0.1896551724137931,0.5526315789473685,0.14285714285714285
208,H,1.66,3.6,5.5,4,2,4,12,9,129,58,130,62,2,4,4,8,12,99,55,127,64,0.4496124031007752,0.20689655172413793,0.47692307692307695,0.14516129032258066,0.5555555555555556,0.14545454545454545,0.5039370078740157,0.1875
209,H,1.72,3.6,5.0,2,4,4,5,7,128,53,104,49,1,3,6,8,18,112,48,144,68,0.4140625,0.09433962264150944,0.47115384615384615,0.14285714285714285,0.42857142857142855,0.16666666666666666,0.4722222222222222,0.2647058823529412
210,D,3.4,3.1,2.25,2,2,6,8,12,82,37,131,64,6,2,2,22,9,127,60,140,73,0.45121951219512196,0.21621621621621623,0.48854961832061067,0.1875,0.47244094488188976,0.36666666666666664,0.5214285714285715,0.1232876712328767
211,H,1.53,3.75,7.5,5,5,0,15,4,135,63,79,40,4,2,4,8,8,129,59,126,60,0.4666666666666667,0.23809523809523808,0.5063291139240507,0.1,0.4573643410852713,0.13559322033898305,0.47619047619047616,0.13333333333333333
