,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target,home_shot_accuracy,home_shot_efficiency,home_opposition_shot_accuracy,home_opposition_shot_efficiency,away_shot_accuracy,away_shot_efficiency,away_opposition_shot_accuracy,away_opposition_shot_efficiency
3768,A,3.5,3.5,2.0,0,7,3,7,14,85,50,118,51,4,3,3,16,12,124,63,96,57,0.5882352941176471,0.14,0.4322033898305085,0.27450980392156865,0.5080645161290323,0.25396825396825395,0.59375,0.21052631578947367
3769,D,3.4,3.5,2.05,2,3,5,14,19,103,43,122,62,4,4,2,16,14,132,68,93,53,0.4174757281553398,0.32558139534883723,0.5081967213114754,0.3064516129032258,0.5151515151515151,0.23529411764705882,0.5698924731182796,0.2641509433962264
3770,H,5.0,4.0,1.62,1,3,6,6,19,70,37,126,75,5,1,4,17,13,143,80,73,35,0.5285714285714286,0.16216216216216217,0.5952380952380952,0.25333333333333335,0.5594405594405595,0.2125,0.4794520547945205,0.37142857142857144
3771,H,1.3,5.5,9.0,5,3,2,16,10,132,55,104,50,1,3,6,5,11,90,36,131,63,0.4166666666666667,0.2909090909090909,0.4807692307692308,0.2,0.4,0.1388888888888889,0.48091603053435117,0.1746031746031746
3772,A,13.0,7.5,1.17,1,4,5,7,19,74,28,115,51,6,0,4,33,16,133,74,104,58,0.3783783783783784,0.25,0.4434782608695652,0.37254901960784315,0.556390977443609,0.44594594594594594,0.5576923076923077,0.27586206896551724
3773,A,6.0,4.2,1.6,1,2,7,4,17,123,54,127,74,4,2,4,15,16,162,92,77,42,0.43902439024390244,0.07407407407407407,0.5826771653543307,0.22972972972972974,0.5679012345679012,0.16304347826086957,0.5454545454545454,0.38095238095238093
3774,H,2.5,3.3,3.1,4,3,3,13,11,119,55,119,62,5,2,3,17,11,80,40,134,65,0.46218487394957986,0.23636363636363636,0.5210084033613446,0.1774193548387097,0.5,0.425,0.48507462686567165,0.16923076923076924
3775,H,1.67,3.6,5.25,7,2,1,24,9,141,74,84,46,4,2,4,13,12,100,36,104,49,0.524822695035461,0.32432432432432434,0.5476190476190477,0.1956521739130435,0.36,0.3611111111111111,0.47115384615384615,0.24489795918367346
3776,D,2.4,3.4,2.8,1,4,5,5,13,119,55,111,58,3,6,1,13,9,124,54,111,49,0.46218487394957986,0.09090909090909091,0.5225225225225225,0.22413793103448276,0.43548387096774194,0.24074074074074073,0.44144144144144143,0.1836734693877551
3777,H,2.5,3.2,2.88,3,2,5,5,10,109,47,138,69,3,0,7,17,21,110,62,84,36,0.43119266055045874,0.10638297872340426,0.5,0.14492753623188406,0.5636363636363636,0.27419354838709675,0.42857142857142855,0.5833333333333334
3778,D,2.5,3.3,2.75,3,1,6,15,17,121,57,110,61,4,3,3,13,12,107,50,86,32,0.47107438016528924,0.2631578947368421,0.5545454545454546,0.2786885245901639,0.4672897196261682,0.26,0.37209302325581395,0.375
3779,A,2.05,3.3,3.6,5,3,2,10,10,130,67,133,56,4,0,6,16,14,119,63,107,54,0.5153846153846153,0.14925373134328357,0.42105263157894735,0.17857142857142858,0.5294117647058824,0.25396825396825395,0.5046728971962616,0.25925925925925924
3780,D,2.5,3.25,2.8,5,2,3,24,18,127,54,125,59,6,2,2,16,10,140,76,87,42,0.4251968503937008,0.4444444444444444,0.472,0.3050847457627119,0.5428571428571428,0.21052631578947367,0.4827586206896552,0.23809523809523808
3781,H,1.65,3.6,5.5,0,5,5,8,20,103,47,133,76,1,3,6,9,22,65,29,144,66,0.4563106796116505,0.1702127659574468,0.5714285714285714,0.2631578947368421,0.4461538461538462,0.3103448275862069,0.4583333333333333,0.3333333333333333
3782,H,2.15,3.2,3.4,1,2,7,7,17,114,55,126,63,6,2,2,14,8,108,49,119,57,0.4824561403508772,0.12727272727272726,0.5,0.2698412698412698,0.4537037037037037,0.2857142857142857,0.4789915966386555,0.14035087719298245
3783,H,1.33,4.75,9.5,4,4,2,16,14,131,62,97,48,2,3,5,10,17,88,45,89,44,0.4732824427480916,0.25806451612903225,0.4948453608247423,0.2916666666666667,0.5113636363636364,0.2222222222222222,0.4943820224719101,0.38636363636363635
3784,H,4.5,3.4,1.83,2,2,6,10,22,87,43,97,44,6,2,2,21,6,93,41,114,68,0.4942528735632184,0.23255813953488372,0.4536082474226804,0.5,0.44086021505376344,0.5121951219512195,0.5964912280701754,0.08823529411764706
3785,H,1.33,5.0,9.0,4,3,3,14,12,129,52,106,51,2,3,5,8,17,103,40,140,64,0.40310077519379844,0.2692307692307692,0.4811320754716981,0.23529411764705882,0.3883495145631068,0.2,0.45714285714285713,0.265625
3786,D,5.0,4.0,1.75,3,1,6,8,12,130,67,108,56,5,2,3,20,12,125,61,70,30,0.5153846153846153,0.11940298507462686,0.5185185185185185,0.21428571428571427,0.488,0.32786885245901637,0.42857142857142855,0.4
3787,A,1.53,4.0,6.0,2,3,5,11,17,131,68,120,61,3,3,4,9,14,99,48,98,48,0.5190839694656488,0.16176470588235295,0.5083333333333333,0.2786885245901639,0.48484848484848486,0.1875,0.4897959183673469,0.2916666666666667
3788,A,2.55,3.4,2.63,0,4,6,14,25,104,50,128,53,2,3,5,7,14,71,36,132,77,0.4807692307692308,0.28,0.4140625,0.4716981132075472,0.5070422535211268,0.19444444444444445,0.5833333333333334,0.18181818181818182
3789,D,1.44,4.75,8.0,5,2,3,18,16,148,80,82,44,2,4,4,14,18,77,42,141,77,0.5405405405405406,0.225,0.5365853658536586,0.36363636363636365,0.5454545454545454,0.3333333333333333,0.5460992907801419,0.23376623376623376
3790,H,1.65,4.0,6.0,6,2,2,20,4,99,54,75,39,5,2,3,14,11,119,55,119,64,0.5454545454545454,0.37037037037037035,0.52,0.10256410256410256,0.46218487394957986,0.2545454545454545,0.5378151260504201,0.171875
3791,A,5.5,3.8,1.73,3,4,3,10,16,102,44,106,48,4,5,1,16,11,138,79,71,41,0.43137254901960786,0.22727272727272727,0.4528301886792453,0.3333333333333333,0.572463768115942,0.20253164556962025,0.5774647887323944,0.2682926829268293
3792,D,1.91,3.6,4.5,2,2,6,9,14,117,59,116,61,2,4,4,16,19,89,48,129,64,0.5042735042735043,0.15254237288135594,0.5258620689655172,0.22950819672131148,0.5393258426966292,0.3333333333333333,0.49612403100775193,0.296875
3793,H,6.5,4.5,1.55,5,1,4,17,12,106,57,102,59,7,2,1,25,10,145,81,91,41,0.5377358490566038,0.2982456140350877,0.5784313725490197,0.2033898305084746,0.5586206896551724,0.30864197530864196,0.45054945054945056,0.24390243902439024
3794,H,2.63,3.1,2.8,3,2,5,10,20,62,28,118,51,4,2,4,9,10,97,36,123,65,0.45161290322580644,0.35714285714285715,0.4322033898305085,0.39215686274509803,0.3711340206185567,0.25,0.5284552845528455,0.15384615384615385
3795,A,1.22,6.5,11.0,4,1,5,16,14,148,81,67,31,4,2,4,7,12,104,52,121,59,0.5472972972972973,0.19753086419753085,0.4626865671641791,0.45161290322580644,0.5,0.1346153846153846,0.48760330578512395,0.2033898305084746
3796,H,1.67,4.1,4.5,3,5,2,17,17,133,66,87,49,4,3,3,17,15,75,38,136,72,0.49624060150375937,0.25757575757575757,0.5632183908045977,0.3469387755102041,0.5066666666666667,0.4473684210526316,0.5294117647058824,0.20833333333333334
3797,H,1.83,3.6,4.2,3,2,5,10,12,99,43,105,53,0,6,4,8,16,90,55,122,58,0.43434343434343436,0.23255813953488372,0.5047619047619047,0.22641509433962265,0.6111111111111112,0.14545454545454545,0.47540983606557374,0.27586206896551724
3798,H,2.2,3.4,3.2,2,3,5,12,20,90,53,95,44,1,4,5,5,13,124,54,113,57,0.5888888888888889,0.22641509433962265,0.4631578947368421,0.45454545454545453,0.43548387096774194,0.09259259259259259,0.504424778761062,0.22807017543859648
3799,A,2.25,3.4,3.0,3,3,4,14,18,102,55,102,59,2,3,5,13,18,105,46,114,52,0.5392156862745098,0.2545454545454545,0.5784313725490197,0.3050847457627119,0.4380952380952381,0.2826086956521739,0.45614035087719296,0.34615384615384615
3800,D,3.6,3.5,2.0,4,3,3,12,11,102,48,91,33,6,3,1,18,8,128,55,103,50,0.47058823529411764,0.25,0.3626373626373626,0.3333333333333333,0.4296875,0.32727272727272727,0.4854368932038835,0.16
3801,A,3.3,3.25,2.2,2,3,5,8,18,103,43,133,62,1,2,7,5,17,87,50,106,57,0.4174757281553398,0.18604651162790697,0.46616541353383456,0.2903225806451613,0.5747126436781609,0.1,0.5377358490566038,0.2982456140350877
3802,H,2.38,3.75,3.0,6,0,4,34,15,135,75,109,57,8,2,0,27,6,146,82,75,35,0.5555555555555556,0.4533333333333333,0.5229357798165137,0.2631578947368421,0.5616438356164384,0.32926829268292684,0.4666666666666667,0.17142857142857143
3803,A,4.75,3.75,1.83,1,4,5,9,17,97,46,111,54,3,3,4,20,19,96,55,115,61,0.4742268041237113,0.1956521739130435,0.4864864864864865,0.3148148148148148,0.5729166666666666,0.36363636363636365,0.5304347826086957,0.3114754098360656
3804,D,2.88,3.6,2.5,4,3,3,18,14,125,60,65,28,8,2,0,25,9,147,79,86,40,0.48,0.3,0.4307692307692308,0.5,0.5374149659863946,0.31645569620253167,0.46511627906976744,0.225
3805,A,1.75,3.9,5.0,4,2,4,13,13,101,63,113,63,2,4,4,12,16,131,58,94,49,0.6237623762376238,0.20634920634920634,0.5575221238938053,0.20634920634920634,0.44274809160305345,0.20689655172413793,0.5212765957446809,0.32653061224489793
3806,H,2.4,3.3,2.88,5,2,3,20,9,126,70,100,44,8,1,1,25,8,136,71,88,47,0.5555555555555556,0.2857142857142857,0.44,0.20454545454545456,0.5220588235294118,0.352112676056338,0.5340909090909091,0.1702127659574468
3807,H,2.5,3.2,2.8,3,3,4,11,13,97,48,115,61,3,4,3,8,8,116,57,66,24,0.4948453608247423,0.22916666666666666,0.5304347826086957,0.21311475409836064,0.49137931034482757,0.14035087719298245,0.36363636363636365,0.3333333333333333
3808,H,1.67,3.8,5.0,4,3,3,14,12,129,68,96,60,3,7,0,12,7,83,42,128,71,0.5271317829457365,0.20588235294117646,0.625,0.2,0.5060240963855421,0.2857142857142857,0.5546875,0.09859154929577464
3809,D,8.0,4.75,1.36,5,4,1,15,6,118,64,108,61,8,2,0,23,4,146,73,69,29,0.5423728813559322,0.234375,0.5648148148148148,0.09836065573770492,0.5,0.3150684931506849,0.42028985507246375,0.13793103448275862
3810,A,6.5,3.6,1.57,1,3,6,9,19,62,27,140,59,4,3,3,21,16,128,52,124,54,0.43548387096774194,0.3333333333333333,0.42142857142857143,0.3220338983050847,0.40625,0.40384615384615385,0.43548387096774194,0.2962962962962963
3811,A,2.38,3.1,3.1,1,3,6,5,12,93,39,126,63,2,3,5,13,16,91,43,128,61,0.41935483870967744,0.1282051282051282,0.5,0.19047619047619047,0.4725274725274725,0.3023255813953488,0.4765625,0.26229508196721313
3812,H,1.75,3.5,4.75,5,0,5,17,12,121,64,98,50,2,2,6,8,16,121,59,123,59,0.5289256198347108,0.265625,0.5102040816326531,0.24,0.48760330578512395,0.13559322033898305,0.4796747967479675,0.2711864406779661
3813,D,2.05,3.4,3.6,6,2,2,23,15,104,54,110,52,5,3,2,10,7,138,71,130,56,0.5192307692307693,0.42592592592592593,0.4727272727272727,0.28846153846153844,0.5144927536231884,0.14084507042253522,0.4307692307692308,0.125
3814,H,1.91,3.4,4.0,6,1,3,14,9,114,51,127,64,4,1,5,6,10,118,51,130,65,0.4473684210526316,0.27450980392156865,0.5039370078740157,0.140625,0.4322033898305085,0.11764705882352941,0.5,0.15384615384615385
3815,A,7.0,3.75,1.53,4,2,4,10,14,95,46,100,50,5,4,1,17,10,137,69,84,40,0.4842105263157895,0.21739130434782608,0.5,0.28,0.5036496350364964,0.2463768115942029,0.47619047619047616,0.25
3816,D,1.91,3.4,4.0,2,3,5,9,17,85,44,104,54,2,2,6,11,21,89,45,97,46,0.5176470588235295,0.20454545454545456,0.5192307692307693,0.3148148148148148,0.5056179775280899,0.24444444444444444,0.4742268041237113,0.45652173913043476
3817,H,2.0,3.4,3.75,6,2,2,16,12,110,64,75,33,5,3,2,15,9,131,57,102,49,0.5818181818181818,0.25,0.44,0.36363636363636365,0.4351145038167939,0.2631578947368421,0.4803921568627451,0.1836734693877551
3818,H,1.83,3.5,4.33,4,3,3,9,12,112,52,77,32,3,2,5,12,21,90,40,111,54,0.4642857142857143,0.17307692307692307,0.4155844155844156,0.375,0.4444444444444444,0.3,0.4864864864864865,0.3888888888888889
3819,H,2.38,3.25,3.4,1,1,8,6,20,120,58,128,74,3,1,6,4,19,67,28,133,70,0.48333333333333334,0.10344827586206896,0.578125,0.2702702702702703,0.417910447761194,0.14285714285714285,0.5263157894736842,0.2714285714285714
3820,D,4.0,3.4,1.91,3,1,6,4,12,119,49,132,61,6,2,2,20,12,151,83,83,39,0.4117647058823529,0.08163265306122448,0.4621212121212121,0.19672131147540983,0.5496688741721855,0.24096385542168675,0.46987951807228917,0.3076923076923077
3821,D,3.4,3.4,2.1,3,2,5,16,12,120,57,108,64,5,3,2,23,16,100,50,116,54,0.475,0.2807017543859649,0.5925925925925926,0.1875,0.5,0.46,0.46551724137931033,0.2962962962962963
3822,H,1.65,3.6,5.5,4,4,2,9,7,140,72,131,56,7,1,2,15,6,108,46,134,69,0.5142857142857142,0.125,0.42748091603053434,0.125,0.42592592592592593,0.32608695652173914,0.5149253731343284,0.08695652173913043
3823,H,7.0,4.0,1.5,3,3,4,11,12,86,39,124,59,9,1,0,23,3,175,77,69,30,0.45348837209302323,0.28205128205128205,0.47580645161290325,0.2033898305084746,0.44,0.2987012987012987,0.43478260869565216,0.1
3824,H,1.8,3.6,4.33,4,3,3,19,15,137,57,113,48,4,4,2,11,9,98,49,96,39,0.41605839416058393,0.3333333333333333,0.4247787610619469,0.3125,0.5,0.22448979591836735,0.40625,0.23076923076923078
3825,H,1.91,3.4,4.0,1,4,5,9,20,109,46,113,68,1,3,6,6,13,90,38,126,64,0.42201834862385323,0.1956521739130435,0.6017699115044248,0.29411764705882354,0.4222222222222222,0.15789473684210525,0.5079365079365079,0.203125
3826,H,1.18,6.5,15.0,6,3,1,16,6,124,55,98,47,1,3,6,7,17,65,27,149,62,0.4435483870967742,0.2909090909090909,0.47959183673469385,0.1276595744680851,0.4153846153846154,0.25925925925925924,0.4161073825503356,0.27419354838709675
3827,H,1.83,3.4,4.33,2,2,6,8,13,130,62,123,62,3,0,7,17,21,91,52,91,39,0.47692307692307695,0.12903225806451613,0.5040650406504065,0.20967741935483872,0.5714285714285714,0.3269230769230769,0.42857142857142855,0.5384615384615384
3828,D,1.44,4.2,7.5,5,2,3,12,10,105,50,74,40,4,1,5,9,18,65,29,117,54,0.47619047619047616,0.24,0.5405405405405406,0.25,0.4461538461538462,0.3103448275862069,0.46153846153846156,0.3333333333333333
3829,H,1.91,3.6,3.8,4,2,4,16,15,75,39,147,78,4,1,5,12,12,112,48,106,55,0.52,0.41025641025641024,0.5306122448979592,0.19230769230769232,0.42857142857142855,0.25,0.5188679245283019,0.21818181818181817
3830,A,2.2,3.1,3.5,2,2,6,11,21,86,41,105,51,4,1,5,9,14,99,48,100,53,0.47674418604651164,0.2682926829268293,0.4857142857142857,0.4117647058823529,0.48484848484848486,0.1875,0.53,0.2641509433962264
3831,H,1.25,6.5,14.0,4,5,1,17,11,139,79,67,43,1,4,5,9,18,102,48,111,58,0.5683453237410072,0.21518987341772153,0.6417910447761194,0.2558139534883721,0.47058823529411764,0.1875,0.5225225225225225,0.3103448275862069
3832,H,1.17,8.5,21.0,8,2,0,26,10,129,69,96,44,2,1,7,8,19,113,54,134,75,0.5348837209302325,0.37681159420289856,0.4583333333333333,0.22727272727272727,0.4778761061946903,0.14814814814814814,0.5597014925373134,0.25333333333333335
3833,D,1.75,3.8,5.25,4,3,3,21,17,103,62,115,61,5,2,3,16,11,76,36,134,63,0.6019417475728155,0.3387096774193548,0.5304347826086957,0.2786885245901639,0.47368421052631576,0.4444444444444444,0.4701492537313433,0.1746031746031746
3834,A,3.8,3.6,2.05,2,5,3,13,15,81,44,146,82,7,1,2,21,4,110,55,71,37,0.5432098765432098,0.29545454545454547,0.5616438356164384,0.18292682926829268,0.5,0.38181818181818183,0.5211267605633803,0.10810810810810811
3835,H,3.8,3.75,2.0,2,4,4,11,17,116,50,97,52,5,2,3,15,13,146,83,79,43,0.43103448275862066,0.22,0.5360824742268041,0.3269230769230769,0.5684931506849316,0.18072289156626506,0.5443037974683544,0.3023255813953488
3836,D,2.38,3.4,3.25,5,2,3,14,11,106,50,123,60,6,1,3,19,12,105,55,106,58,0.4716981132075472,0.28,0.4878048780487805,0.18333333333333332,0.5238095238095238,0.34545454545454546,0.5471698113207547,0.20689655172413793
3837,H,2.05,3.2,3.75,3,0,7,8,19,86,43,121,54,2,3,5,8,15,72,39,141,68,0.5,0.18604651162790697,0.4462809917355372,0.35185185185185186,0.5416666666666666,0.20512820512820512,0.48226950354609927,0.22058823529411764
3838,D,2.5,3.0,3.0,3,3,4,7,9,111,55,71,27,5,2,3,9,10,131,62,64,35,0.4954954954954955,0.12727272727272726,0.38028169014084506,0.3333333333333333,0.4732824427480916,0.14516129032258066,0.546875,0.2857142857142857
3839,A,7.0,4.33,1.44,2,1,7,7,13,102,49,92,46,5,5,0,19,5,105,58,87,50,0.4803921568627451,0.14285714285714285,0.5,0.2826086956521739,0.5523809523809524,0.3275862068965517,0.5747126436781609,0.1
3840,H,2.5,3.2,2.88,4,3,3,10,7,103,54,94,38,3,3,4,12,11,100,45,121,53,0.5242718446601942,0.18518518518518517,0.40425531914893614,0.18421052631578946,0.45,0.26666666666666666,0.4380165289256198,0.20754716981132076
3841,H,2.0,3.2,4.0,4,2,4,9,10,94,35,126,66,2,2,6,8,19,75,27,84,42,0.3723404255319149,0.2571428571428571,0.5238095238095238,0.15151515151515152,0.36,0.2962962962962963,0.5,0.4523809523809524
3842,A,3.3,3.1,2.3,4,2,4,13,13,90,45,105,52,5,2,3,19,9,117,65,102,47,0.5,0.28888888888888886,0.49523809523809526,0.25,0.5555555555555556,0.2923076923076923,0.46078431372549017,0.19148936170212766
3843,H,1.44,4.5,6.5,7,3,0,21,3,149,82,64,31,3,1,6,14,15,148,75,68,31,0.5503355704697986,0.25609756097560976,0.484375,0.0967741935483871,0.5067567567567568,0.18666666666666668,0.45588235294117646,0.4838709677419355
3844,A,1.73,4.0,4.33,3,6,1,12,10,91,48,135,74,0,4,6,13,22,105,51,123,53,0.5274725274725275,0.25,0.5481481481481482,0.13513513513513514,0.4857142857142857,0.2549019607843137,0.43089430894308944,0.41509433962264153
3845,H,2.25,3.4,3.1,4,2,4,6,11,98,51,124,57,3,3,4,18,21,106,62,106,61,0.5204081632653061,0.11764705882352941,0.4596774193548387,0.19298245614035087,0.5849056603773585,0.2903225806451613,0.5754716981132075,0.3442622950819672
3846,A,3.3,3.5,2.1,2,3,5,14,21,103,49,121,61,5,3,2,16,9,140,70,101,66,0.47572815533980584,0.2857142857142857,0.5041322314049587,0.3442622950819672,0.5,0.22857142857142856,0.6534653465346535,0.13636363636363635
3847,H,2.4,3.3,2.9,5,3,2,19,13,155,85,79,36,7,2,1,18,6,126,57,93,45,0.5483870967741935,0.2235294117647059,0.45569620253164556,0.3611111111111111,0.4523809523809524,0.3157894736842105,0.4838709677419355,0.13333333333333333
3848,H,3.4,3.4,2.1,2,0,8,14,21,90,49,96,44,4,3,3,16,13,138,60,109,48,0.5444444444444444,0.2857142857142857,0.4583333333333333,0.4772727272727273,0.43478260869565216,0.26666666666666666,0.44036697247706424,0.2708333333333333
3849,A,2.2,3.4,3.2,2,3,5,11,14,123,61,115,61,4,3,3,12,12,113,52,82,37,0.4959349593495935,0.18032786885245902,0.5304347826086957,0.22950819672131148,0.46017699115044247,0.23076923076923078,0.45121951219512196,0.32432432432432434
3850,A,12.0,7.0,1.2,2,3,5,7,15,69,27,111,54,7,0,3,36,14,141,79,110,54,0.391304347826087,0.25925925925925924,0.4864864864864865,0.2777777777777778,0.5602836879432624,0.45569620253164556,0.4909090909090909,0.25925925925925924
3851,A,3.75,3.6,2.1,3,1,6,4,17,79,37,125,64,4,2,4,14,13,108,65,103,56,0.46835443037974683,0.10810810810810811,0.512,0.265625,0.6018518518518519,0.2153846153846154,0.5436893203883495,0.23214285714285715
3852,H,1.91,3.75,4.33,6,2,2,23,10,153,83,96,44,4,4,2,19,14,124,62,65,30,0.5424836601307189,0.27710843373493976,0.4583333333333333,0.22727272727272727,0.5,0.3064516129032258,0.46153846153846156,0.4666666666666667
3853,H,2.25,3.25,3.2,4,3,3,14,12,89,37,99,49,4,2,4,11,12,108,41,101,44,0.4157303370786517,0.3783783783783784,0.494949494949495,0.24489795918367346,0.37962962962962965,0.2682926829268293,0.43564356435643564,0.2727272727272727
3854,H,1.25,5.25,13.0,8,0,2,22,6,139,71,86,43,3,1,6,9,12,71,33,114,47,0.5107913669064749,0.30985915492957744,0.5,0.13953488372093023,0.4647887323943662,0.2727272727272727,0.41228070175438597,0.2553191489361702
3855,D,2.05,3.2,3.75,4,4,2,9,7,107,48,82,35,4,3,3,13,11,96,49,100,52,0.4485981308411215,0.1875,0.4268292682926829,0.2,0.5104166666666666,0.2653061224489796,0.52,0.21153846153846154
3856,H,1.95,3.5,3.75,4,5,1,12,6,116,62,121,72,4,6,0,13,7,120,52,110,40,0.5344827586206896,0.1935483870967742,0.5950413223140496,0.08333333333333333,0.43333333333333335,0.25,0.36363636363636365,0.175
3857,A,1.91,3.6,3.8,3,3,4,8,11,74,38,130,73,0,5,5,8,18,89,55,120,58,0.5135135135135135,0.21052631578947367,0.5615384615384615,0.1506849315068493,0.6179775280898876,0.14545454545454545,0.48333333333333334,0.3103448275862069
3858,A,1.5,4.0,7.0,4,4,2,20,16,103,51,121,57,2,4,4,10,18,119,51,113,66,0.49514563106796117,0.39215686274509803,0.47107438016528924,0.2807017543859649,0.42857142857142855,0.19607843137254902,0.584070796460177,0.2727272727272727
3859,H,3.0,3.2,2.4,4,4,2,10,8,90,45,96,41,4,4,2,10,6,150,82,119,51,0.5,0.2222222222222222,0.4270833333333333,0.1951219512195122,0.5466666666666666,0.12195121951219512,0.42857142857142855,0.11764705882352941
3860,D,1.85,3.5,4.2,3,2,5,9,12,138,65,123,64,2,2,6,4,13,114,48,139,65,0.47101449275362317,0.13846153846153847,0.5203252032520326,0.1875,0.42105263157894735,0.08333333333333333,0.4676258992805755,0.2
3861,A,2.05,3.3,3.6,6,1,3,13,9,96,39,147,80,4,3,3,12,11,83,38,122,53,0.40625,0.3333333333333333,0.54421768707483,0.1125,0.4578313253012048,0.3157894736842105,0.4344262295081967,0.20754716981132076
3862,A,2.1,3.4,3.4,4,3,3,14,10,134,59,101,52,6,2,2,20,9,94,42,109,64,0.44029850746268656,0.23728813559322035,0.5148514851485149,0.19230769230769232,0.44680851063829785,0.47619047619047616,0.5871559633027523,0.140625
3863,H,2.4,3.3,2.9,2,2,6,6,15,87,48,96,52,7,1,2,17,12,98,63,79,36,0.5517241379310345,0.125,0.5416666666666666,0.28846153846153844,0.6428571428571429,0.2698412698412698,0.45569620253164556,0.3333333333333333
3864,H,2.4,3.1,3.1,1,3,6,5,24,80,30,115,51,2,3,5,8,18,107,46,121,56,0.375,0.16666666666666666,0.4434782608695652,0.47058823529411764,0.42990654205607476,0.17391304347826086,0.4628099173553719,0.32142857142857145
3865,A,2.1,3.5,3.8,2,4,4,15,18,90,51,122,60,2,4,4,9,18,102,47,104,49,0.5666666666666667,0.29411764705882354,0.4918032786885246,0.3,0.46078431372549017,0.19148936170212766,0.47115384615384615,0.3673469387755102
3866,H,1.53,3.8,6.5,6,1,3,19,10,119,66,97,45,3,3,4,17,12,127,63,106,64,0.5546218487394958,0.2878787878787879,0.4639175257731959,0.2222222222222222,0.49606299212598426,0.2698412698412698,0.6037735849056604,0.1875
3867,H,2.0,3.2,4.0,3,4,3,8,10,94,48,107,58,2,0,8,8,15,106,52,94,48,0.5106382978723404,0.16666666666666666,0.5420560747663551,0.1724137931034483,0.49056603773584906,0.15384615384615385,0.5106382978723404,0.3125
3868,A,2.05,3.4,3.5,3,2,5,15,19,89,49,96,44,5,1,4,7,11,93,52,119,56,0.550561797752809,0.30612244897959184,0.4583333333333333,0.4318181818181818,0.5591397849462365,0.1346153846153846,0.47058823529411764,0.19642857142857142
3869,D,2.25,3.1,3.4,0,5,5,8,18,71,32,106,55,2,2,6,12,21,67,38,109,50,0.4507042253521127,0.25,0.5188679245283019,0.32727272727272727,0.5671641791044776,0.3157894736842105,0.45871559633027525,0.42
3870,H,2.5,3.4,3.0,0,4,6,5,19,97,46,130,71,2,5,3,13,14,76,40,147,82,0.4742268041237113,0.10869565217391304,0.5461538461538461,0.2676056338028169,0.5263157894736842,0.325,0.5578231292517006,0.17073170731707318
3871,A,3.4,3.4,2.3,4,2,4,13,13,138,78,83,47,8,2,0,26,10,122,66,95,44,0.5652173913043478,0.16666666666666666,0.5662650602409639,0.2765957446808511,0.5409836065573771,0.3939393939393939,0.4631578947368421,0.22727272727272727
3872,H,1.3,6.0,11.0,3,4,3,16,14,118,56,77,37,2,3,5,14,19,89,52,114,59,0.4745762711864407,0.2857142857142857,0.4805194805194805,0.3783783783783784,0.5842696629213483,0.2692307692307692,0.5175438596491229,0.3220338983050847
3873,D,7.0,4.75,1.5,2,1,7,8,19,113,56,142,79,6,2,2,20,10,152,82,101,46,0.49557522123893805,0.14285714285714285,0.5563380281690141,0.24050632911392406,0.5394736842105263,0.24390243902439024,0.45544554455445546,0.21739130434782608
3874,D,1.75,3.75,5.5,5,2,3,19,14,98,51,114,61,3,1,6,5,16,85,39,130,68,0.5204081632653061,0.37254901960784315,0.5350877192982456,0.22950819672131148,0.4588235294117647,0.1282051282051282,0.5230769230769231,0.23529411764705882
3875,H,2.5,3.0,3.0,2,2,6,5,13,65,32,143,67,4,2,4,9,10,98,37,113,58,0.49230769230769234,0.15625,0.46853146853146854,0.19402985074626866,0.37755102040816324,0.24324324324324326,0.5132743362831859,0.1724137931034483
3876,A,2.38,3.1,3.1,2,3,5,11,14,100,44,119,53,4,4,2,9,7,117,54,73,31,0.44,0.25,0.44537815126050423,0.2641509433962264,0.46153846153846156,0.16666666666666666,0.4246575342465753,0.22580645161290322
3877,H,2.4,3.1,3.1,2,1,7,7,20,79,28,86,43,4,1,5,14,16,90,44,101,51,0.35443037974683544,0.25,0.5,0.46511627906976744,0.4888888888888889,0.3181818181818182,0.504950495049505,0.3137254901960784
3878,A,3.5,3.25,2.1,3,1,6,10,13,79,38,120,50,4,3,3,15,13,94,38,92,44,0.4810126582278481,0.2631578947368421,0.4166666666666667,0.26,0.40425531914893614,0.39473684210526316,0.4782608695652174,0.29545454545454547
3879,H,1.65,3.6,5.5,3,2,5,10,13,108,39,97,41,5,2,3,13,9,107,56,90,35,0.3611111111111111,0.2564102564102564,0.422680412371134,0.3170731707317073,0.5233644859813084,0.23214285714285715,0.3888888888888889,0.2571428571428571
3880,D,1.5,4.33,6.0,4,5,1,18,15,150,74,78,43,3,5,2,13,12,94,50,128,74,0.49333333333333335,0.24324324324324326,0.5512820512820513,0.3488372093023256,0.5319148936170213,0.26,0.578125,0.16216216216216217
3881,H,1.73,3.8,4.5,4,0,6,11,12,118,52,112,62,4,3,3,16,13,101,43,122,53,0.4406779661016949,0.21153846153846154,0.5535714285714286,0.1935483870967742,0.42574257425742573,0.37209302325581395,0.4344262295081967,0.24528301886792453
