,result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession
3095,A,2.1,3.4,4.0,1,2,7,6,16,100,50,415,121,63,495,3,2,5,14,16,111,49,438,169,79,472
3096,A,4.1,3.7,1.95,3,2,5,12,14,106,47,422,145,79,488,6,1,3,19,11,157,82,475,87,40,435
3097,H,1.36,5.0,11.0,6,0,4,18,11,150,82,480,107,60,430,2,3,5,12,14,104,47,444,127,56,466
3098,D,1.36,5.5,9.0,5,2,3,25,14,145,74,454,105,54,456,3,1,6,11,20,119,66,431,143,76,479
3099,H,2.1,3.5,3.8,4,1,5,14,17,101,52,451,114,64,457,4,3,3,13,14,113,51,476,127,58,433
3100,D,2.38,3.4,3.25,2,4,4,11,15,111,49,380,137,77,530,3,3,4,14,21,118,58,461,110,53,448
3101,D,2.2,3.4,3.6,6,3,1,17,11,171,91,489,80,39,421,5,2,3,12,9,126,71,494,105,64,416
3102,A,2.3,3.5,3.3,9,1,0,18,3,122,69,509,132,71,400,6,2,2,19,10,140,74,501,87,36,409
3103,H,1.25,6.5,14.0,7,1,2,21,10,159,83,486,89,40,424,1,7,2,6,11,91,45,412,122,60,498
3104,D,2.3,3.3,3.5,4,1,5,15,15,112,49,460,160,74,450,4,3,3,13,11,109,49,485,130,59,424
3105,H,1.44,4.75,8.0,5,3,2,13,9,120,68,486,109,64,424,2,4,4,12,16,113,48,385,136,80,525
3106,D,8.0,4.75,1.45,2,0,8,10,23,71,34,407,150,71,503,5,3,2,24,12,153,79,480,105,53,430
3107,D,1.91,3.75,4.2,4,3,3,16,13,140,71,472,81,48,437,3,2,5,11,17,123,67,424,149,78,486
3108,A,1.95,3.5,4.5,5,1,4,14,15,106,48,454,106,55,454,1,3,6,10,16,96,41,430,134,59,480
3109,A,7.0,3.9,1.6,1,2,7,7,15,103,52,411,120,62,499,8,1,1,17,5,118,64,500,127,65,409
3110,D,1.75,3.9,5.0,8,1,1,23,9,160,83,501,82,37,409,5,3,2,13,8,119,65,493,107,61,417
3111,A,4.75,3.8,1.8,4,4,2,13,10,102,44,479,137,60,430,6,0,4,18,11,153,82,491,100,57,419
3112,H,1.25,6.5,14.0,6,2,2,17,8,140,72,497,94,39,413,3,4,3,15,18,129,67,464,105,47,445
3113,D,5.5,3.9,1.7,3,2,5,11,17,107,57,405,159,87,505,8,1,1,15,5,115,59,503,132,66,406
3114,A,5.0,4.0,1.75,3,4,3,11,12,105,47,479,132,62,430,7,2,1,18,8,148,76,492,88,41,418
3115,H,1.75,3.8,5.25,1,6,3,7,14,85,46,406,125,63,504,2,1,7,9,20,72,36,403,146,69,507
3116,A,2.25,3.4,3.5,2,3,5,11,17,117,51,387,126,75,523,1,2,7,6,14,106,52,422,116,63,488
3117,H,3.4,3.4,2.3,1,3,6,10,14,88,39,434,125,57,476,5,3,2,13,8,113,64,486,112,63,424
3118,D,2.38,3.5,3.1,3,2,5,12,16,103,48,509,111,50,401,4,3,3,17,14,145,77,475,77,46,434
3119,D,2.25,3.5,3.4,3,2,5,11,13,114,50,414,150,79,496,5,0,5,14,18,111,52,457,100,57,451
3120,H,2.3,3.5,3.3,3,3,4,12,14,112,57,412,151,83,498,3,3,4,14,18,126,68,470,108,48,439
3121,D,2.15,3.6,3.6,4,4,2,19,12,162,84,480,107,55,430,7,0,3,21,10,137,83,482,106,59,428
3122,H,3.25,3.6,2.3,5,4,1,16,12,159,83,486,81,39,424,6,2,2,15,8,139,72,487,103,47,423
3123,H,1.25,6.75,13.0,7,2,1,15,6,116,61,495,129,63,414,4,2,4,16,15,113,50,457,163,75,453
3124,H,1.5,4.5,7.5,5,2,3,13,9,113,65,492,109,60,418,3,3,4,10,12,103,49,454,127,60,455
3125,H,1.29,6.0,12.0,5,2,3,14,11,134,70,480,104,49,430,4,3,3,13,11,117,61,401,157,88,509
3126,A,2.88,3.6,2.5,4,1,5,13,18,109,52,440,95,52,468,4,4,2,19,12,173,90,482,98,53,428
3127,A,1.85,3.75,4.6,4,4,2,16,12,134,73,480,81,48,429,3,2,5,10,12,98,46,422,148,79,488
3128,H,2.25,3.3,3.6,2,1,7,6,12,113,56,426,132,65,484,2,6,2,9,10,95,49,417,120,60,493
3129,D,3.8,3.6,2.05,3,3,4,12,17,122,69,476,109,48,433,6,3,1,19,13,149,80,478,87,41,432
3130,D,2.25,3.6,3.3,8,1,1,17,6,139,75,504,87,43,406,8,1,1,17,5,120,61,498,117,54,411
3131,H,1.36,5.5,9.0,6,1,3,19,12,137,82,484,116,65,426,2,3,5,9,15,105,54,498,110,51,412
3132,D,2.55,3.5,2.88,1,1,8,7,20,77,36,405,152,71,505,2,2,6,11,19,138,57,408,125,74,502
3133,H,2.3,3.4,3.4,4,1,5,14,16,113,52,453,148,71,457,2,2,6,11,14,94,42,436,118,56,474
3134,A,1.73,3.9,5.25,2,3,5,7,12,99,49,446,138,67,463,0,2,8,5,19,80,39,398,157,70,512
3135,A,2.55,3.3,3.0,2,5,3,8,10,92,47,422,122,57,488,5,1,4,19,15,108,50,471,144,71,439
3136,A,8.0,4.75,1.44,2,2,6,11,19,142,57,406,125,71,504,7,2,1,17,7,137,72,499,92,47,411
3137,D,5.25,3.8,1.75,2,2,6,9,17,98,52,485,130,67,425,6,1,3,16,12,134,70,467,105,50,443
3138,H,1.44,4.75,8.0,6,3,1,20,14,140,70,487,86,40,423,4,3,3,14,13,129,65,490,86,52,419
3139,A,2.45,3.5,3.0,4,2,4,12,10,100,49,426,151,77,484,3,3,4,12,17,115,65,460,116,51,449
3140,D,2.38,3.4,3.25,3,3,4,13,13,110,59,402,164,92,508,3,1,6,10,22,103,45,438,90,51,470
3141,D,1.95,3.6,4.2,5,3,2,23,10,161,86,482,100,54,428,5,2,3,12,8,119,69,492,110,62,418
3142,A,2.2,3.5,3.5,7,2,1,16,5,121,61,491,115,54,418,6,1,3,19,11,148,92,482,116,65,428
3143,D,2.1,3.3,4.0,2,2,6,11,18,90,41,433,117,59,477,3,1,6,7,11,120,60,429,119,54,481
3144,H,1.4,5.0,9.0,6,1,3,14,10,138,74,465,93,42,445,4,2,4,14,12,111,56,434,141,73,476
3145,A,1.83,3.75,4.75,4,2,4,13,17,122,68,458,109,49,451,2,3,5,9,16,96,49,483,128,69,427
3146,D,1.95,3.75,4.0,7,1,2,18,8,151,92,483,110,57,427,7,2,1,20,13,135,64,485,85,39,425
3147,A,4.5,3.8,1.85,5,1,4,19,15,113,52,472,140,68,438,6,2,2,16,9,148,90,482,115,58,428
3148,H,1.5,4.5,7.5,5,3,2,12,6,119,63,498,118,65,412,3,4,3,12,11,105,57,398,167,95,512
3149,A,3.9,3.6,2.05,2,3,5,9,15,100,51,455,139,69,455,5,4,1,23,8,151,79,474,107,54,436
3150,H,1.3,5.75,12.0,6,2,2,15,6,115,56,482,113,51,428,2,3,5,8,17,94,45,464,127,69,446
3151,H,2.2,3.4,3.6,2,4,4,9,12,92,43,426,122,57,484,3,2,5,12,13,126,64,434,133,69,476
3152,A,3.4,3.4,2.3,2,2,6,10,16,140,56,413,125,71,497,3,2,5,9,20,105,46,443,86,50,465
3153,A,4.5,3.6,1.91,2,2,6,6,11,116,56,418,128,56,492,6,3,1,21,15,126,60,469,95,42,441
3154,D,2.8,3.2,2.8,2,3,5,12,18,91,39,447,110,57,463,3,3,4,11,13,125,63,491,85,49,418
3155,H,1.4,5.5,8.0,7,2,1,17,7,130,73,496,92,47,414,4,2,4,14,16,129,72,470,100,46,439
3156,A,6.0,4.33,1.6,1,2,7,8,19,92,46,404,161,71,506,7,1,2,14,7,149,79,469,99,48,441
3157,H,1.7,4.0,5.5,7,2,1,18,8,153,95,490,116,58,420,6,3,1,13,4,130,70,499,117,62,411
3158,H,1.25,7.0,12.0,5,4,1,21,9,142,79,469,112,57,441,2,2,6,11,16,135,54,412,123,69,498
3159,A,1.33,5.5,11.0,7,1,2,14,7,161,91,480,103,52,430,3,3,4,13,12,85,40,437,123,59,473
3160,A,6.0,4.6,1.55,3,2,5,7,19,106,47,446,87,50,463,7,2,1,19,7,123,68,504,96,48,406
3161,D,1.75,3.8,5.25,3,4,3,10,10,135,70,501,82,49,409,2,2,6,7,12,114,55,426,129,60,484
3162,A,1.8,3.8,4.75,2,3,5,9,14,99,45,465,118,66,445,2,2,6,10,18,101,53,446,138,69,464
3163,H,1.29,6.0,12.0,6,3,1,21,15,131,64,467,91,38,443,2,4,4,12,17,89,39,435,114,64,475
3164,D,4.5,3.9,1.83,2,2,6,10,16,121,67,432,133,70,478,6,2,2,15,7,121,57,484,111,46,426
3165,H,1.67,4.0,5.75,3,4,3,10,10,101,51,395,166,94,515,1,2,7,8,18,96,53,393,174,83,517
3166,D,2.15,3.6,3.6,3,2,5,12,20,127,70,462,109,53,447,5,1,4,19,15,121,55,464,129,64,446
3167,A,1.44,4.75,8.0,8,2,0,19,5,121,65,503,93,46,407,5,2,3,21,16,119,56,466,125,62,444
3168,H,1.4,5.0,9.5,5,4,1,18,9,167,95,473,109,52,437,2,3,5,8,12,107,50,418,128,59,492
3169,D,3.2,3.4,2.4,3,3,4,14,13,90,41,448,122,58,462,5,3,2,11,5,128,69,493,129,68,417
3170,A,2.3,3.4,3.4,2,3,5,10,16,87,41,419,139,82,491,2,2,6,12,18,87,47,425,153,80,485
3171,A,4.2,3.5,2.0,1,3,6,8,17,113,53,474,112,62,436,5,3,2,18,12,121,55,498,111,45,412
3172,A,2.4,3.4,3.2,2,3,5,15,20,125,66,422,121,56,488,3,5,2,10,9,127,66,501,83,48,409
3173,H,1.2,7.0,21.0,7,2,1,19,9,151,87,482,121,61,428,1,3,6,8,16,78,37,424,109,45,486
3174,H,1.33,5.5,11.0,6,1,3,15,10,152,84,474,104,55,436,3,2,5,7,19,102,45,449,90,48,460
3175,H,1.29,5.5,10.0,7,2,1,19,9,152,83,485,114,58,425,5,2,3,22,16,108,55,456,130,67,454
3176,A,4.0,3.75,1.95,4,2,4,20,16,101,53,430,125,65,480,5,4,1,16,7,183,106,487,102,51,423
3177,D,1.57,4.33,6.5,4,4,2,11,7,136,71,496,114,58,414,1,3,6,13,20,126,67,419,119,57,491
3178,A,3.8,3.5,2.1,3,1,6,11,16,85,48,420,165,85,490,7,2,1,18,8,125,68,508,91,48,402
3179,H,2.45,3.4,3.1,1,3,6,7,16,78,41,423,112,45,487,3,3,4,16,15,89,40,444,124,56,466
3180,D,2.3,3.4,3.4,2,2,6,5,22,97,42,433,102,55,476,4,4,2,15,10,107,46,403,159,84,507
3181,D,1.73,3.8,5.5,4,4,2,11,9,120,63,502,89,51,408,2,3,5,9,14,100,47,420,129,81,490
3182,H,1.62,4.0,6.5,6,3,1,18,12,146,74,492,81,33,418,1,3,6,8,19,119,55,476,108,60,434
3183,D,2.45,3.4,3.1,5,3,2,21,13,114,53,486,121,48,424,8,2,0,20,8,156,82,509,110,56,401
3184,H,1.17,8.5,19.0,6,1,3,17,11,144,77,494,102,56,416,2,3,5,6,13,78,41,424,113,46,486
3185,H,2.15,3.4,3.75,2,3,5,4,20,107,42,439,97,52,471,2,1,7,9,17,92,52,410,163,85,500
3186,H,3.0,3.3,2.55,3,2,5,15,15,96,44,450,115,50,460,3,5,2,9,9,122,63,503,84,46,407
3187,A,2.0,3.4,4.33,3,5,2,12,9,105,44,402,160,77,508,3,2,5,9,12,105,49,420,144,68,490
3188,H,2.1,3.7,3.6,7,2,1,17,8,122,68,499,101,52,411,7,3,0,17,9,148,76,484,81,35,426
3189,H,2.63,3.4,2.88,6,4,0,16,4,175,99,502,104,49,408,4,4,2,20,13,113,49,489,121,52,421
3190,A,2.7,3.4,2.8,1,3,6,13,20,124,65,417,127,65,493,1,3,6,8,18,119,59,474,114,63,436
3191,A,2.15,3.4,3.8,4,2,4,19,15,107,54,426,110,54,484,3,3,4,5,16,121,54,451,83,44,459
3192,H,3.4,3.3,2.35,3,5,2,8,5,151,82,507,96,48,403,7,3,0,18,7,150,81,497,117,61,413
3193,D,2.15,3.5,3.6,2,1,7,9,17,90,51,408,164,92,502,1,3,6,12,19,116,60,406,128,67,504
3194,D,6.0,4.0,1.65,4,2,4,10,11,106,47,432,140,61,478,6,1,3,17,10,142,77,504,91,50,406
3195,A,6.0,3.9,1.67,2,3,5,10,16,91,48,415,141,83,495,7,2,1,16,7,124,69,490,100,54,420
3196,H,1.45,4.75,8.0,6,3,1,15,9,159,81,497,81,37,413,4,2,4,16,14,102,48,447,113,50,463
3197,D,1.85,3.6,4.75,2,5,3,7,9,124,62,499,91,49,411,3,4,3,12,10,104,42,410,153,72,500
3198,D,3.5,3.5,2.2,2,3,5,9,16,118,62,472,118,65,438,6,4,0,15,3,167,93,493,106,51,417
3199,H,1.3,5.75,12.0,6,3,1,15,8,158,80,501,114,59,409,2,1,7,9,17,91,50,417,159,90,493
3200,A,1.6,4.0,6.5,6,4,0,17,5,156,88,480,110,55,430,1,6,3,5,9,128,69,505,88,47,405
3201,A,1.85,3.5,5.0,3,3,4,6,17,117,56,447,87,44,463,1,4,5,5,14,89,44,416,112,45,494
3202,A,2.4,3.4,3.2,4,1,5,14,14,98,48,438,116,47,472,3,2,5,17,16,108,52,424,111,56,486
3203,H,2.05,3.4,4.2,1,4,5,12,18,109,59,400,129,64,510,2,3,5,10,17,100,52,402,137,85,508
3204,A,3.3,3.3,2.4,3,4,3,11,9,105,41,408,151,69,502,3,5,2,7,5,148,77,495,106,49,415
3205,H,1.36,5.25,10.0,7,2,1,16,7,124,72,505,110,56,405,4,3,3,9,8,105,46,432,143,59,478
3206,H,2.2,3.4,3.6,5,2,3,16,10,140,75,508,92,46,402,4,4,2,19,12,110,50,491,120,53,419
3207,H,6.5,4.2,1.57,4,1,5,17,15,107,48,413,113,56,497,6,2,2,19,8,141,74,512,93,43,398
3208,H,2.38,3.3,3.3,2,4,4,7,12,87,47,403,118,47,507,3,3,4,11,10,104,41,400,147,64,510
3209,A,1.3,5.75,12.0,3,4,3,18,16,112,51,485,119,52,425,2,3,5,14,17,110,59,391,126,63,519
3210,A,3.2,3.4,2.38,3,2,5,11,16,115,60,464,120,66,446,8,1,1,19,8,127,76,512,106,54,398
3211,D,2.7,3.3,2.88,7,2,1,15,7,161,80,514,79,39,396,7,2,1,15,6,173,87,511,99,51,399
3212,A,1.95,3.4,4.5,4,3,3,10,9,99,46,427,147,66,483,4,1,5,13,12,105,47,454,119,44,456
3213,A,5.5,3.9,1.7,1,3,6,7,20,102,51,404,133,81,506,6,3,1,17,6,144,83,475,114,59,435
3214,H,1.65,4.0,6.0,4,4,2,10,7,147,74,506,105,46,404,3,3,4,8,17,116,54,455,90,46,455
3215,H,2.4,3.3,3.3,2,1,7,10,17,83,44,420,178,93,490,3,3,4,8,10,91,42,429,127,62,481
3216,D,2.45,3.3,3.2,3,3,4,8,12,86,48,404,123,49,506,5,1,4,20,14,99,42,402,123,62,508
3217,H,1.67,4.2,5.5,5,2,3,19,10,144,75,522,90,41,388,5,4,1,13,8,152,75,506,110,51,404
3218,A,6.0,4.0,1.65,0,3,7,7,23,113,57,409,136,81,501,3,3,4,17,16,113,53,490,120,52,420
3219,A,6.5,4.0,1.62,4,1,5,12,11,97,46,454,116,42,456,6,3,1,14,7,161,77,501,100,48,408
3220,H,2.1,3.5,3.8,3,4,3,7,8,123,63,510,85,47,400,3,2,5,12,16,113,57,479,104,52,431
3221,A,1.44,4.75,8.5,6,3,1,13,7,163,77,513,80,42,396,2,3,5,9,11,105,41,410,138,59,500
3222,D,4.9,4.0,1.75,2,3,5,13,18,111,55,388,123,69,522,8,1,1,20,9,125,73,489,106,51,421
3223,H,1.29,6.0,12.0,8,1,1,20,9,120,68,496,104,50,414,4,1,5,13,13,107,52,449,123,49,461
3224,H,1.45,4.5,9.0,4,4,2,13,11,137,69,494,117,52,416,3,4,3,8,10,85,45,401,130,53,509
3225,D,1.57,4.33,6.5,3,3,4,16,17,115,55,499,113,49,411,4,4,2,9,5,117,64,505,92,50,405
3226,D,4.5,3.9,1.83,4,2,4,11,14,126,65,463,99,49,447,7,2,1,15,6,139,80,485,126,66,425
3227,D,2.3,3.3,3.5,2,3,5,7,11,93,44,435,128,65,475,2,4,4,12,16,105,49,385,124,68,525
3228,H,1.62,4.0,6.5,3,1,6,12,18,122,65,476,103,50,434,0,3,7,7,19,110,56,405,139,80,505
3229,A,4.0,3.5,2.05,4,2,4,14,13,107,44,402,125,59,508,6,2,2,11,8,164,78,514,89,45,395
3230,A,3.4,3.4,2.3,3,2,5,12,14,113,46,388,127,61,522,5,3,2,15,12,138,74,509,110,47,401
3231,H,1.44,4.75,8.0,7,2,1,17,8,140,79,494,125,68,416,2,5,3,12,15,95,45,388,116,62,522
3232,H,1.33,5.5,11.0,3,3,4,16,17,115,56,498,113,49,412,2,3,5,6,10,93,42,444,122,66,466
3233,H,1.75,4.0,4.33,8,1,1,33,10,123,72,612,70,33,298,9,1,0,31,7,149,70,512,93,38,398
3234,H,2.38,3.4,3.2,7,2,1,18,7,171,86,520,105,53,389,6,1,3,22,11,147,74,529,88,44,381
3235,H,2.9,3.3,2.63,0,2,8,6,22,102,54,389,140,82,521,4,2,4,13,16,124,63,453,105,49,457
3236,H,1.44,4.75,8.0,6,2,2,12,8,172,83,527,100,50,382,3,4,3,9,11,85,41,388,133,57,522
3237,D,1.75,3.8,5.25,3,1,6,13,16,125,68,493,95,45,417,3,3,4,11,9,111,43,405,138,58,505
3238,H,2.3,3.5,3.3,8,1,1,21,9,117,63,508,104,50,402,7,2,1,18,8,141,74,496,126,66,414
3239,A,6.5,4.2,1.57,4,1,5,13,13,68,34,431,166,85,479,4,3,3,19,18,122,58,512,106,49,398
3240,H,2.15,3.4,3.8,3,3,4,7,10,91,47,377,136,61,533,1,1,8,7,22,103,55,397,137,79,513
3241,H,1.2,7.5,18.0,5,1,4,22,13,143,73,529,82,37,381,3,2,5,9,15,126,65,448,126,53,462
3242,H,6.0,4.2,1.62,3,2,5,12,17,128,65,452,104,51,458,7,2,1,18,7,171,80,507,105,55,402
3243,D,3.3,3.3,2.4,2,3,5,7,11,96,47,431,119,60,479,4,5,1,10,5,126,71,507,97,54,403
3244,D,2.25,3.5,3.4,3,3,4,11,9,115,44,393,138,60,517,3,2,5,11,14,113,48,390,129,62,520
3245,D,2.5,3.4,3.0,5,3,2,15,12,130,73,506,118,54,404,7,1,2,11,6,174,85,545,96,51,364
3246,D,1.29,6.0,12.0,6,2,2,16,8,164,78,520,105,57,389,3,4,3,10,10,88,42,406,123,61,504
3247,H,1.25,6.5,15.0,6,2,2,17,10,124,62,487,124,69,423,4,1,5,13,13,72,34,427,157,78,482
3248,H,2.63,3.3,2.9,2,2,6,6,20,120,63,428,136,63,482,3,4,3,11,7,118,46,408,121,52,502
3249,H,1.62,3.8,7.0,4,5,1,10,5,119,64,509,100,54,401,4,2,4,8,10,99,47,395,128,58,515
3250,H,2.35,3.5,3.2,4,3,3,20,18,113,54,511,110,52,398,8,1,1,22,9,116,67,514,109,54,396
3251,H,9.0,5.0,1.4,1,1,8,7,22,104,52,402,126,66,508,5,1,4,27,13,138,67,532,77,33,378
3252,D,2.0,3.4,4.33,3,2,5,12,12,116,65,506,99,52,404,2,3,5,7,11,99,49,429,118,56,481
3253,A,1.57,4.33,6.5,6,2,2,9,5,170,86,548,103,56,361,4,2,4,14,16,135,72,442,108,57,468
3254,H,1.62,4.2,6.0,8,1,1,21,7,111,63,513,107,52,397,5,4,1,13,5,117,61,512,103,55,398
3255,D,3.0,3.4,2.5,5,4,1,12,8,124,69,511,116,55,399,6,2,2,20,10,126,62,497,119,64,413
3256,A,3.3,3.3,2.38,3,1,6,10,17,70,34,424,161,79,485,3,3,4,14,11,116,71,516,94,49,394
3257,A,1.85,3.5,5.0,4,2,4,9,12,101,44,392,117,55,518,1,1,8,6,19,103,49,360,94,45,550
3258,H,1.8,3.8,4.75,5,2,3,15,12,137,75,435,120,65,475,3,1,6,7,19,125,62,433,131,65,477
3259,H,2.15,3.3,3.9,2,4,4,10,13,93,44,420,109,54,490,2,1,7,8,21,88,46,394,143,72,516
3260,A,6.0,4.2,1.62,2,4,4,8,8,112,48,408,116,50,502,5,3,2,16,10,159,81,526,107,54,383
3261,D,6.0,4.0,1.65,3,3,4,9,14,88,44,406,151,80,504,5,2,3,16,13,105,50,493,107,53,416
3262,H,1.7,4.0,5.5,5,1,4,25,11,149,74,541,70,29,369,5,2,3,8,6,168,84,546,103,56,363
3263,D,2.15,3.4,3.8,3,5,2,12,11,85,38,396,131,66,514,3,2,5,8,11,118,52,381,114,52,529
3264,D,2.0,3.4,4.33,3,3,4,9,11,127,58,401,108,49,509,2,0,8,7,22,94,47,396,140,71,514
3265,A,6.5,4.0,1.62,3,4,3,11,14,89,43,402,149,79,508,8,1,1,20,6,102,57,512,101,51,398
3266,H,1.62,4.0,6.25,5,4,1,15,11,114,61,510,116,56,400,2,4,4,10,12,96,47,421,110,53,489
3267,H,2.05,3.5,4.0,6,1,3,17,13,136,78,431,123,69,479,3,5,2,14,13,85,37,400,121,59,510
3268,H,2.0,3.4,4.33,3,1,6,8,20,122,63,428,142,70,482,2,1,7,7,18,103,47,359,87,44,551
3269,H,1.91,3.5,4.6,1,4,5,6,11,105,46,403,123,58,507,2,1,7,10,19,73,32,418,155,78,491
3270,H,1.57,4.2,6.5,5,3,2,17,9,163,88,513,110,55,396,4,4,2,12,7,118,62,505,96,50,405
3271,H,6.5,4.0,1.62,3,2,5,8,13,105,48,407,109,51,503,5,3,2,22,13,130,65,483,116,65,427
3272,H,1.29,6.0,13.0,5,1,4,27,11,143,68,526,75,33,384,4,3,3,16,11,123,73,526,84,42,384
3273,D,2.8,3.5,2.63,4,2,4,7,12,161,84,542,108,57,367,4,3,3,14,14,111,51,501,103,50,408
3274,H,3.25,3.3,2.4,2,1,7,6,17,102,48,348,84,43,562,2,3,5,9,11,111,52,419,111,57,491
3275,H,1.2,7.5,17.0,8,1,1,22,6,102,57,525,94,49,385,4,2,4,11,12,111,52,405,108,52,505
3276,H,1.29,6.0,12.0,4,3,3,22,16,128,65,497,114,62,413,3,1,6,8,20,114,58,444,141,72,466
3277,A,1.73,3.75,5.5,4,3,3,16,16,102,45,505,102,49,404,6,3,1,19,11,120,68,504,117,59,406
3278,D,2.1,3.4,4.0,1,4,5,9,16,87,46,412,118,64,498,2,4,4,8,15,92,45,409,149,80,501
3279,A,6.5,4.33,1.55,2,1,7,6,19,91,41,398,136,70,512,6,2,2,20,10,169,91,521,105,52,388
3280,H,2.2,3.5,3.5,3,3,4,14,14,122,71,526,90,40,384,6,1,3,18,14,125,69,434,131,71,476
3281,A,6.0,4.2,1.62,3,5,2,15,13,87,36,401,118,56,509,6,1,3,28,8,146,66,504,79,34,406
3282,A,5.8,3.9,1.67,2,1,7,9,19,65,27,410,155,79,499,3,3,4,8,14,152,80,531,104,53,378
3283,H,2.8,3.3,2.75,2,1,7,4,16,93,45,342,84,39,568,2,4,4,8,15,101,50,405,150,77,505
3284,H,1.29,6.0,12.0,5,2,3,25,15,143,75,505,111,59,405,2,3,5,9,11,109,52,433,105,55,477
3285,A,1.53,4.33,7.0,4,3,3,16,16,105,44,506,106,49,403,5,1,4,16,16,126,71,420,131,73,490
3286,D,5.25,3.8,1.75,4,3,3,12,9,109,57,497,105,56,413,6,1,3,29,10,150,66,506,85,37,404
3287,H,6.5,4.2,1.57,1,4,5,9,16,89,45,429,119,67,481,7,2,1,24,12,165,90,523,106,54,386
3288,A,4.5,3.6,1.91,2,1,7,8,20,86,41,412,142,68,498,4,3,3,10,14,148,78,533,106,56,376
3289,A,1.8,3.75,5.0,3,4,3,16,15,88,35,401,120,59,509,3,1,6,9,23,122,60,453,147,81,457
3290,D,1.7,3.8,5.75,8,1,1,21,5,109,58,523,86,47,387,6,3,1,19,11,125,70,502,112,58,408
3291,H,2.75,3.3,2.8,2,1,7,10,20,76,34,406,148,72,503,3,4,3,9,10,122,56,408,111,49,502
3292,D,1.75,3.75,5.5,4,2,4,15,12,115,67,546,96,45,364,4,1,5,10,13,103,48,393,117,58,517
3293,H,2.63,3.4,2.88,2,3,5,7,16,103,52,407,150,74,503,2,4,4,13,17,103,46,413,118,56,497
3294,H,1.18,8.0,19.0,6,2,2,24,15,153,83,513,107,54,396,3,1,6,6,14,98,45,343,85,40,567
3295,H,1.36,5.0,10.5,5,4,1,17,10,128,71,501,116,63,409,3,0,7,11,19,86,44,398,150,73,511
3296,D,2.3,3.3,3.5,3,2,5,8,12,102,47,387,115,58,523,2,4,4,11,15,89,43,433,119,63,477
3297,H,1.83,3.75,4.75,6,1,3,30,11,150,66,494,86,36,416,7,2,1,19,5,109,56,506,92,47,404
3298,D,2.4,3.4,3.2,6,1,3,15,13,122,68,414,131,72,496,4,4,2,13,9,111,57,502,100,50,408
3299,D,1.95,3.6,4.33,2,2,6,10,15,110,55,430,120,65,480,2,1,7,9,19,90,43,404,157,78,506
3300,A,5.25,3.8,1.75,3,4,3,8,10,125,59,402,118,53,508,4,3,3,15,13,103,47,507,103,48,402
3301,D,2.88,3.3,2.7,4,1,5,11,22,115,58,430,157,92,480,3,3,4,14,13,115,67,553,93,46,357
3302,A,2.5,3.4,3.0,4,3,3,10,15,154,85,520,112,58,389,6,2,2,29,15,161,87,513,108,57,397
3303,A,3.25,3.4,2.38,3,1,6,7,14,103,48,337,91,45,573,6,2,2,14,11,122,66,403,127,71,507
3304,A,9.5,5.25,1.36,3,0,7,12,21,91,46,401,142,71,508,6,1,3,32,13,156,69,495,84,37,415
3305,H,1.2,7.5,16.0,6,2,2,31,14,163,86,522,96,49,388,2,3,5,6,15,98,53,415,154,75,495
3306,H,1.36,5.25,10.0,5,3,2,17,11,98,40,506,108,56,403,2,3,5,8,12,114,55,431,129,72,479
3307,H,2.3,3.25,3.5,2,5,3,11,14,91,42,435,125,66,475,2,4,4,7,13,126,66,408,115,53,502
3308,D,2.05,3.5,4.0,2,2,6,8,16,88,43,410,156,73,500,3,2,5,11,23,127,62,417,160,94,493
3309,D,1.95,3.5,4.5,1,4,5,11,17,104,49,413,116,53,497,2,3,5,7,12,106,49,386,109,53,524
3310,A,2.55,3.3,3.0,4,4,2,14,10,107,54,505,107,54,405,4,2,4,9,19,151,84,515,116,57,395
3311,A,3.0,3.4,2.5,3,4,3,14,12,117,69,559,105,51,351,5,4,1,18,9,129,73,510,112,58,400
3312,D,2.38,3.4,3.25,6,2,2,20,10,110,57,507,101,50,403,7,1,2,25,15,157,85,534,106,57,376
3313,A,1.91,3.5,4.5,1,4,5,5,13,135,73,418,106,48,492,3,1,6,6,14,101,48,333,93,44,577
3314,A,3.3,3.3,2.38,2,3,5,6,16,100,56,394,164,75,516,3,4,3,15,13,107,52,514,105,50,396
3315,H,1.33,5.5,10.0,6,2,2,22,14,148,79,521,97,55,389,3,4,3,15,12,114,64,561,106,52,349
3316,A,1.36,5.25,9.5,6,4,0,19,7,136,75,511,110,56,399,2,3,5,7,14,102,47,430,158,77,480
3317,A,7.0,4.2,1.55,2,3,5,8,13,101,49,388,104,51,522,5,3,2,18,11,103,42,508,106,54,401
3318,H,1.75,4.2,4.6,7,1,2,34,12,150,71,484,92,44,426,6,2,2,31,14,180,92,532,96,49,378
3319,H,1.75,3.8,5.25,6,2,2,15,10,117,59,418,127,74,492,3,5,2,13,14,86,39,435,131,70,475
3320,A,2.05,3.5,4.0,3,3,4,10,20,124,64,413,159,90,497,3,0,7,13,23,96,50,397,138,76,512
