result,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,away-wins,away-draws,away-losses,away-goals,away-opposition-goals
D,4.33,3.6,1.8,1,5,4,14,18,4,3,3,26,21
D,5.0,3.5,1.73,2,0,8,8,20,8,0,2,24,8
H,2.25,3.25,3.2,7,1,2,25,11,3,5,2,12,10
H,1.65,3.75,5.5,2,6,2,16,16,3,4,3,14,15
D,1.36,4.5,9.0,4,2,4,15,14,1,3,6,9,19
H,1.4,4.2,8.5,4,4,2,26,19,6,1,3,12,11
H,2.5,3.3,2.75,4,3,3,11,15,6,1,3,15,17
H,2.3,3.3,3.1,1,2,7,5,16,2,1,7,11,20
D,1.91,3.3,4.0,3,3,4,14,16,1,6,3,13,15
D,6.5,4.0,1.5,3,1,6,11,16,6,2,2,23,15
H,2.05,3.4,3.5,6,1,3,25,16,3,4,3,21,17
H,1.17,7.0,15.0,5,3,2,22,16,2,2,6,6,14
H,2.38,3.4,2.88,6,1,3,16,16,4,4,2,24,19
H,1.36,4.75,9.0,2,5,3,11,12,3,2,5,12,16
H,2.0,3.4,3.75,3,4,3,23,18,4,3,3,14,11
H,2.25,3.4,3.1,2,4,4,12,18,2,4,4,12,17
H,5.0,3.6,1.7,1,4,5,8,16,7,1,2,25,12
A,3.0,3.5,2.25,5,1,4,10,13,6,1,3,24,17
A,2.62,3.3,2.62,1,6,3,13,15,5,3,2,12,11
A,3.1,3.3,2.3,2,1,7,10,17,3,5,2,19,15
A,2.75,3.3,2.5,7,0,3,23,11,5,3,2,24,16
D,2.2,3.3,3.25,4,5,1,19,13,3,4,3,24,19
H,2.4,3.3,2.88,4,2,4,13,13,3,5,2,13,11
H,1.4,4.5,8.0,4,3,3,25,21,3,3,4,14,16
H,1.75,3.5,4.75,5,3,2,14,13,4,1,5,9,15
D,3.3,3.25,2.2,1,5,4,15,18,6,1,3,16,16
H,1.85,3.4,4.33,2,4,4,11,19,2,0,8,7,15
A,1.85,3.4,4.33,2,2,6,11,19,2,2,6,7,15
H,1.4,4.33,8.5,7,1,2,27,17,2,4,4,10,15
H,1.62,3.8,5.5,6,2,2,24,14,7,1,2,27,15
H,1.83,3.4,4.33,3,5,2,12,11,5,3,2,14,13
H,1.57,4.0,5.75,3,5,2,22,16,3,3,4,13,20
H,2.1,3.3,3.5,3,3,4,14,17,1,5,4,15,18
D,3.1,3.3,2.3,2,3,5,10,18,3,6,1,15,13
A,3.1,3.3,2.3,4,1,5,9,14,6,2,2,16,15
A,3.3,3.25,2.2,2,2,6,9,16,5,1,4,15,13
A,4.75,3.5,1.75,2,1,7,10,20,6,0,4,21,12
H,5.0,3.6,1.7,2,0,8,9,17,4,3,3,27,20
D,1.3,5.0,10.0,7,0,3,23,11,2,2,6,8,15
H,1.44,4.2,7.5,6,2,2,16,15,3,3,4,14,17
H,1.44,4.2,7.5,2,7,1,14,13,2,1,7,10,20
D,3.8,3.3,2.0,6,1,3,17,9,6,2,2,22,14
H,2.05,3.5,3.4,4,3,3,26,19,3,5,2,20,16
H,1.5,4.0,6.5,4,3,3,11,12,3,0,7,10,16
A,2.1,3.3,3.5,1,5,4,13,19,4,1,5,9,13
D,1.8,3.5,4.5,3,3,4,14,18,1,4,5,8,17
D,2.1,3.4,3.1,6,1,3,25,16,3,5,2,10,10
H,3.8,3.4,2.0,7,1,2,16,14,5,3,2,22,16
D,2.6,3.25,2.75,3,6,1,16,14,7,1,2,24,10
H,1.4,4.5,8.0,5,2,3,17,11,2,1,7,10,19
A,1.36,4.75,9.0,4,3,3,23,20,1,5,4,9,15
H,1.72,3.5,5.0,4,3,3,13,11,3,3,4,14,13
D,3.5,3.3,2.1,5,1,4,10,12,3,4,3,21,18
H,2.0,3.3,3.8,1,4,5,13,20,3,0,7,8,17
H,3.0,3.25,2.37,2,4,4,12,17,3,6,1,11,9
H,1.44,4.5,7.0,5,2,3,23,17,1,3,6,6,15
H,1.44,4.0,8.0,4,3,3,20,16,3,6,1,17,15
A,1.8,3.5,4.5,6,2,2,22,10,5,2,3,16,11
H,2.0,3.4,3.6,2,6,2,10,10,4,3,3,24,21
H,1.44,4.0,8.0,2,5,3,20,18,2,4,4,15,16
D,2.15,3.3,3.3,2,3,5,11,15,5,2,3,10,11
D,2.62,3.25,2.65,2,4,4,11,16,5,3,2,15,11
H,2.5,3.3,2.75,1,3,6,6,14,3,4,3,12,15
D,3.4,3.4,2.1,2,1,7,9,18,6,2,2,24,15
H,4.0,3.4,1.9,2,0,8,7,19,7,1,2,15,13
H,1.44,4.2,7.5,6,1,3,16,16,2,4,4,11,16
D,1.57,3.75,6.5,2,6,2,16,17,2,2,6,8,14
D,1.44,4.5,7.0,3,3,4,22,21,2,2,6,9,17
H,4.0,3.5,1.9,4,4,2,12,12,5,2,3,21,15
A,3.0,3.4,2.3,2,4,4,13,16,3,5,2,21,16
D,1.83,3.4,4.33,4,3,3,10,12,3,0,7,10,17
H,3.5,3.3,2.1,2,4,4,14,16,3,5,2,10,9
D,2.75,3.4,2.5,3,3,4,12,17,6,1,3,18,11
A,2.37,3.4,2.87,6,2,2,24,15,6,1,3,23,13
A,1.25,5.5,12.0,5,2,3,22,16,4,3,3,9,11
A,2.0,3.3,3.75,7,0,3,26,13,6,1,3,17,16
D,2.05,3.3,3.6,5,2,3,19,14,5,2,3,23,19
D,1.85,3.5,4.2,3,5,2,11,10,2,6,2,16,17
H,1.95,3.4,3.8,4,4,2,22,15,4,4,2,12,12
D,2.2,3.3,3.2,1,4,5,9,17,2,4,4,14,17
H,4.33,3.5,1.83,2,3,5,9,13,3,4,3,22,20
H,2.25,3.25,3.2,2,3,5,10,16,2,4,4,14,20
A,2.1,3.3,3.5,3,1,6,10,15,2,4,4,12,16
A,1.9,3.5,4.0,7,1,2,17,14,4,4,2,22,16
D,2.37,3.3,3.0,2,7,1,16,15,5,2,3,25,21
D,3.1,3.3,2.3,3,4,3,23,21,4,2,4,20,17
H,1.57,3.75,6.0,4,3,3,12,13,3,2,5,12,17
A,3.8,3.4,2.0,3,3,4,11,14,2,6,2,11,11
D,2.0,3.4,3.75,5,2,3,9,10,1,4,5,9,17
H,2.0,3.3,4.0,2,5,3,15,16,2,3,5,8,13
H,3.4,3.4,2.1,2,4,4,15,20,7,0,3,25,11
A,3.4,3.4,2.1,2,1,7,7,14,4,3,3,18,15
H,1.33,5.0,9.0,4,2,4,19,16,3,3,4,16,20
D,1.5,4.1,6.5,6,0,4,23,12,3,4,3,16,16
H,1.9,3.4,4.0,5,3,2,20,13,2,7,1,15,14
H,1.61,3.6,6.0,3,5,2,12,11,5,2,3,9,10
H,1.4,4.5,7.5,5,3,2,23,15,2,1,7,6,14
D,2.15,3.3,3.4,1,4,5,9,17,3,2,5,11,15
A,2.8,3.4,2.4,2,2,6,10,16,5,2,3,13,13
H,3.3,3.3,2.2,3,2,5,13,18,6,1,3,16,16
D,2.87,3.4,2.37,4,3,3,24,21,3,4,3,22,20
H,1.4,4.33,8.5,5,1,4,15,20,2,1,7,10,18
H,1.91,3.4,4.0,3,4,3,21,19,6,2,2,19,11
H,2.38,3.4,2.88,5,2,3,14,13,5,1,4,20,12
H,2.2,3.3,3.3,5,3,2,22,15,4,5,1,12,9
D,2.88,3.4,2.38,3,3,4,11,13,4,4,2,23,17
A,2.1,3.25,3.5,5,1,4,9,11,4,1,5,16,18
A,6.0,3.8,1.57,2,5,3,15,16,5,2,3,23,15
D,2.5,3.25,2.8,3,2,5,14,22,2,6,2,15,15
A,2.1,3.3,3.6,2,0,8,6,15,1,5,4,9,15
H,1.14,7.5,17.0,6,2,2,25,13,2,0,8,6,15
D,1.5,4.0,7.0,5,1,4,19,11,2,4,4,11,14
H,2.75,3.3,2.5,2,6,2,18,18,4,4,2,24,17
H,2.2,3.4,3.2,6,1,3,16,12,6,2,2,14,11
A,2.15,3.25,3.1,4,4,2,14,12,5,1,4,15,19
A,3.4,3.4,2.1,2,4,4,9,14,5,3,2,24,17
A,2.3,3.4,3.0,1,1,8,8,19,4,1,5,9,14
A,2.0,3.4,3.6,4,1,5,17,18,2,4,4,14,18
D,1.61,3.75,5.5,4,4,2,21,15,3,3,4,16,23
H,1.8,3.4,4.5,6,1,3,16,17,4,4,2,23,17
H,1.44,4.33,7.0,4,3,3,24,18,2,4,4,17,25
A,2.0,3.3,3.8,5,2,3,12,12,3,5,2,19,18
H,2.6,3.3,2.6,5,3,2,24,16,7,1,2,26,13
H,1.85,3.5,4.2,2,5,3,11,13,1,1,8,6,18
A,3.5,3.3,2.1,2,3,5,8,16,3,4,3,13,13
A,3.4,3.4,2.1,5,0,5,10,13,5,2,3,20,11
A,2.87,3.3,2.4,2,4,4,12,16,6,1,3,16,12
D,2.3,3.3,3.1,2,0,8,6,14,4,1,5,16,17
H,1.33,5.0,9.0,6,1,3,22,17,3,4,3,13,14
D,2.38,3.4,2.9,6,1,3,21,10,5,2,3,28,19
H,1.73,3.5,5.0,4,5,1,21,17,5,0,5,10,14
H,2.1,3.4,3.4,6,1,3,16,12,7,1,2,16,13
H,1.3,5.0,11.0,3,4,3,14,13,2,1,7,6,13
H,2.3,3.25,3.1,1,1,8,6,17,2,2,6,8,18
H,2.5,3.3,2.75,2,4,4,17,24,4,2,4,10,14
A,4.0,3.4,1.91,3,2,5,12,16,5,3,2,28,17
A,1.67,3.6,5.25,4,3,3,23,18,2,3,5,12,17
H,1.44,4.33,7.0,6,1,3,14,14,3,3,4,15,20
H,2.88,3.4,2.4,3,2,5,9,16,4,3,3,25,20
H,1.33,4.75,10.0,4,4,2,13,9,2,1,7,8,16
H,1.95,3.4,3.8,5,3,2,26,15,6,2,2,22,10
H,2.1,3.3,3.5,3,3,4,12,17,2,2,6,9,16
A,7.0,4.0,1.5,1,2,7,8,20,6,1,3,23,17
A,3.4,3.4,2.1,5,0,5,9,13,7,1,2,17,8
A,3.1,3.4,2.3,3,3,4,15,14,5,4,1,20,14
D,2.88,3.4,2.4,2,1,7,6,14,4,2,4,22,20
A,1.61,3.75,5.5,6,1,3,23,17,5,4,1,16,7
A,1.4,4.5,7.0,6,1,3,22,11,2,2,6,8,15
H,2.2,3.3,3.1,5,4,1,21,14,6,1,3,14,14
H,1.36,4.75,9.0,7,1,2,18,8,4,2,4,15,17
H,1.5,4.2,7.0,4,3,3,26,21,2,3,5,14,16
H,5.75,3.8,1.6,2,1,7,8,18,5,3,2,25,16
H,1.9,3.4,4.0,3,2,5,14,20,4,0,6,7,16
D,1.9,3.4,4.0,2,2,6,10,19,1,2,7,8,18
A,2.37,3.4,2.87,4,2,4,22,20,4,2,4,11,15
H,1.28,5.5,9.5,6,1,3,22,13,2,2,6,11,20
D,1.95,3.5,3.75,5,1,4,13,16,5,2,3,11,12
A,1.75,3.6,4.5,5,4,1,15,7,5,1,4,20,12
H,1.44,4.33,7.0,4,3,3,20,17,4,2,4,22,20
A,3.2,3.5,2.15,3,2,5,13,18,5,4,1,20,13
D,4.33,3.4,1.85,1,3,6,9,17,7,1,2,18,7
H,3.3,3.3,2.15,4,0,6,8,16,4,3,3,25,22
A,2.0,3.5,3.6,2,3,5,15,17,4,2,4,15,17
D,2.1,3.4,3.4,3,1,6,9,15,3,1,6,9,16
D,1.57,4.0,5.75,6,0,4,21,12,1,4,5,10,17
H,1.44,4.2,7.5,5,4,1,19,12,3,2,5,9,13
H,2.2,3.4,3.2,6,2,2,19,9,4,3,3,22,16
H,2.38,3.4,2.88,4,2,4,24,22,5,2,3,14,16
H,1.55,3.75,6.5,5,3,2,12,11,1,3,6,12,19
A,6.5,4.5,1.44,2,2,6,7,15,6,1,3,20,14
D,1.91,3.4,4.0,4,2,4,15,17,3,2,5,13,16
H,3.25,3.3,2.2,2,2,6,11,20,4,4,2,14,9
H,1.91,3.4,4.0,4,2,4,22,21,5,0,5,8,13
H,1.33,5.0,9.0,6,1,3,22,15,6,1,3,22,12
H,1.44,4.2,7.5,4,2,4,12,17,1,3,6,12,19
A,2.4,3.4,2.87,3,4,3,10,10,6,2,2,20,10
H,1.95,3.6,3.6,3,3,4,21,19,5,4,1,21,12
A,2.62,3.3,2.62,2,3,5,10,16,5,2,3,25,20
A,2.2,3.4,3.2,1,5,4,12,18,5,1,4,22,19
A,4.33,3.5,1.83,5,0,5,8,12,5,3,2,12,10
A,2.3,3.3,3.1,2,2,6,8,14,3,2,5,11,16
A,2.05,3.4,3.5,3,1,6,7,15,4,3,3,15,16
H,2.0,3.4,3.75,6,1,3,22,14,4,1,5,11,15
A,1.25,5.5,12.0,5,2,3,15,16,5,0,5,8,12
H,1.44,4.33,7.0,4,4,2,19,15,1,4,5,11,19
H,1.25,5.5,12.0,6,2,2,20,11,1,2,7,6,15
A,1.57,3.8,6.0,5,2,3,27,18,2,1,7,8,18
D,1.73,3.75,4.5,5,3,2,13,11,2,4,4,10,12
H,1.8,3.5,4.5,1,3,6,11,19,2,3,5,10,19
A,5.5,3.75,1.62,4,3,3,16,17,4,3,3,24,17
D,7.0,4.0,1.5,6,1,3,24,18,7,1,2,25,14
H,1.67,4.2,4.5,6,2,2,23,15,6,2,2,20,11
A,1.83,3.75,4.0,1,5,4,9,12,6,2,2,24,15
H,1.4,4.5,7.0,5,2,3,27,15,5,2,3,26,18
A,5.0,4.2,1.6,2,2,6,8,19,4,2,4,11,15
D,1.62,4.33,4.75,1,4,5,9,21,4,3,3,16,20
D,2.1,3.4,3.4,5,0,5,7,12,2,3,5,13,18
H,2.38,4.0,2.6,1,2,7,6,16,6,1,3,22,12
D,3.75,3.6,1.91,3,1,6,8,18,4,4,2,24,15
H,4.5,4.2,1.67,3,1,6,11,17,5,4,1,12,7
H,1.95,3.5,3.75,5,2,3,28,16,6,1,3,19,11
H,1.62,3.75,5.5,3,5,2,23,16,4,1,5,7,13
A,1.4,4.5,8.0,5,2,3,27,22,2,2,6,10,20
H,1.8,3.5,4.5,5,3,2,11,10,3,4,3,16,22
D,2.2,3.3,3.25,2,4,4,14,17,3,2,5,8,17
D,4.2,3.4,1.91,7,2,1,27,13,6,2,2,23,15
H,1.25,5.5,12.0,5,3,2,19,10,4,4,2,13,13
D,1.8,3.5,4.5,7,3,0,20,5,3,4,3,10,14
D,4.75,3.6,1.73,1,1,8,8,24,5,1,4,20,20
D,2.2,3.3,3.25,6,2,2,13,6,6,3,1,20,11
A,5.0,3.75,1.67,2,2,6,9,19,5,4,1,17,7
H,2.8,3.4,2.4,2,4,4,13,13,3,2,5,12,14
D,2.2,3.3,3.25,3,1,6,11,18,2,2,6,6,12
A,1.33,4.75,9.5,6,4,0,23,11,2,2,6,10,18
H,1.53,4.0,6.0,3,4,3,10,14,1,1,8,7,23
D,4.5,3.5,1.8,2,2,6,10,15,5,3,2,17,9
D,2.38,3.4,2.88,6,2,2,16,9,6,4,0,19,6
D,1.44,4.33,7.0,5,2,3,18,16,5,2,3,15,14
A,3.6,3.5,2.0,3,1,6,14,22,5,2,3,18,9
H,1.83,3.5,4.33,3,4,3,11,13,2,2,6,10,21
A,2.1,3.4,3.4,2,3,5,6,10,3,3,4,13,12
D,5.5,3.75,1.62,2,2,6,7,15,6,3,1,20,7
D,1.67,3.75,5.0,5,3,2,16,8,5,3,2,16,10
H,1.4,4.5,8.0,6,4,0,19,6,3,4,3,10,12
D,1.62,3.8,5.5,6,4,0,20,6,3,4,3,11,14
A,2.05,3.4,3.5,0,1,9,6,25,2,3,5,6,10
A,2.25,3.4,3.1,2,1,7,8,20,3,0,7,13,22
D,3.5,3.4,2.05,4,3,3,14,11,6,3,1,24,13
H,2.1,3.4,3.4,5,2,3,16,15,2,3,5,8,15
D,2.75,3.3,2.5,3,1,6,10,17,2,3,5,10,13
A,2.3,3.5,2.9,6,1,3,18,8,4,3,3,19,19
D,1.83,3.5,4.33,4,4,2,15,8,7,3,0,22,5
A,1.36,4.75,8.5,6,3,1,23,12,2,1,7,8,18
D,1.67,3.75,5.0,3,4,3,11,14,5,2,3,14,15
D,1.62,3.75,5.5,2,4,4,10,12,0,0,10,6,26
H,1.44,4.33,7.0,5,3,2,14,8,3,4,3,15,13
A,1.4,4.5,8.0,5,2,3,21,20,2,3,5,8,13
A,4.5,3.5,1.8,4,0,6,15,20,5,5,0,17,6
A,2.1,3.4,3.4,3,4,3,9,14,3,1,6,10,17
A,3.5,3.3,2.1,3,2,5,7,10,5,1,4,16,10
H,1.75,3.5,4.75,7,3,0,21,4,2,4,4,11,13
D,1.8,3.8,4.0,6,4,0,21,4,5,1,4,20,20
A,2.0,3.4,3.8,0,1,9,7,25,2,4,4,8,15
A,2.0,3.4,3.7,3,2,5,9,13,4,0,6,15,25
D,2.25,3.25,3.2,3,1,6,8,16,3,2,5,7,13
A,4.75,3.6,1.73,2,4,4,14,15,4,4,2,16,9
D,3.0,3.3,2.38,5,2,3,11,12,6,3,1,21,10
H,3.4,3.4,2.1,3,1,6,9,16,6,2,2,14,6
A,1.75,3.6,4.75,5,1,4,19,10,2,5,3,9,14
H,1.25,5.5,12.0,5,3,2,18,8,4,0,6,10,16
D,2.38,3.25,3.0,6,3,1,20,9,5,1,4,19,10
H,1.8,3.5,4.5,3,4,3,10,14,3,2,5,9,13
D,1.55,4.0,6.0,2,3,5,11,17,3,2,5,7,14
H,1.4,4.5,8.0,6,1,3,13,6,0,1,9,8,27
D,1.53,4.0,6.0,4,2,4,20,21,4,0,6,14,24
H,2.2,3.25,3.3,3,4,3,11,12,4,3,3,11,13
D,5.0,4.0,1.62,2,3,5,6,13,6,4,0,22,5
D,4.75,3.6,1.73,2,3,5,12,16,7,3,0,21,4
A,1.8,3.5,4.5,5,5,0,16,5,6,1,3,13,6
D,4.75,3.6,1.73,0,0,10,7,28,7,3,0,20,3
A,1.91,3.5,4.0,4,3,3,20,20,4,3,3,14,14
D,2.1,3.3,3.5,4,1,5,16,20,2,4,4,6,9
A,3.5,3.3,2.1,2,2,6,6,15,6,4,0,20,8
A,7.0,4.33,1.44,2,3,5,7,15,6,2,2,19,8
D,2.8,3.25,2.6,4,2,4,11,15,2,3,5,11,17
H,2.1,3.3,3.5,3,0,7,9,17,2,4,4,12,14
D,1.5,4.0,7.0,4,2,4,15,10,4,4,2,12,10
H,1.18,6.5,15.0,6,2,2,21,9,0,1,9,8,27
H,1.4,4.5,8.0,6,4,0,18,5,3,0,7,13,20
H,2.4,3.3,2.9,7,3,0,23,7,5,4,1,14,5
H,1.5,4.0,7.0,4,3,3,15,14,3,2,5,15,20
H,2.1,3.4,3.4,2,4,4,12,14,4,3,3,15,9
H,1.44,4.2,7.5,7,1,2,15,5,4,2,4,11,15
D,3.25,3.3,2.2,3,5,2,10,10,4,2,4,19,21
H,2.1,3.3,3.5,2,4,4,6,9,2,2,6,6,18
A,1.8,3.5,4.5,2,4,4,15,16,2,2,6,8,20
H,1.4,4.5,8.0,6,2,2,24,10,4,2,4,16,12
H,1.4,4.33,8.5,7,3,0,21,7,4,2,4,11,14
H,1.4,4.5,7.5,8,2,0,25,8,3,1,6,13,19
H,2.25,3.25,3.2,3,3,4,14,14,4,2,4,19,21
H,1.4,4.5,7.5,7,1,2,14,5,2,2,6,6,17
H,3.75,3.5,1.95,2,6,2,10,12,5,3,2,15,7
A,3.2,3.25,2.25,3,3,4,9,9,4,3,3,12,14
A,2.2,3.25,3.3,2,3,5,17,19,0,1,9,10,30
A,1.85,3.5,4.0,3,0,7,14,21,3,1,6,10,21
H,2.4,3.3,2.88,4,3,3,12,15,8,2,0,23,8
A,3.1,3.3,2.3,5,3,2,15,6,6,2,2,21,9
D,1.91,3.4,4.0,1,0,9,11,28,2,0,8,10,20
A,1.5,4.0,6.5,4,2,4,19,21,3,2,5,11,12
A,4.0,3.5,1.91,3,0,7,13,21,4,2,4,16,14
D,2.15,3.3,3.3,2,2,6,6,14,3,5,2,10,11
D,4.0,3.4,1.91,4,1,5,11,17,7,1,2,13,5
H,2.0,3.4,3.7,4,1,5,12,17,2,3,5,14,17
A,2.9,3.3,2.4,4,1,5,15,13,8,2,0,23,7
D,1.62,3.75,5.5,5,3,2,21,15,4,2,4,27,25
H,2.0,3.5,3.6,5,1,4,20,14,6,3,1,26,14
H,2.05,3.4,3.6,5,2,3,14,15,3,5,2,20,16
H,1.44,4.2,7.5,2,5,3,12,13,2,5,3,17,18
A,4.75,3.6,1.73,4,1,5,7,12,6,2,2,29,12
H,2.3,3.3,3.1,2,3,5,10,20,5,3,2,10,10
H,1.2,6.5,15.0,6,2,2,19,9,5,1,4,13,16
H,1.25,5.75,11.0,8,2,0,23,5,3,0,7,13,21
D,1.83,3.5,4.33,7,2,1,21,8,4,1,5,19,22
H,2.1,3.3,3.2,4,2,4,14,13,4,3,3,12,15
D,1.91,3.4,4.0,1,1,8,9,23,3,2,5,10,17
H,1.67,3.6,5.5,6,2,2,14,7,4,1,5,14,13
A,2.0,3.4,3.75,3,5,2,9,10,3,2,5,11,14
A,2.1,3.3,3.5,2,3,5,12,15,2,3,5,7,12
H,3.75,3.6,1.91,2,1,7,8,17,5,3,2,16,7
A,1.62,3.6,6.0,3,3,4,10,17,2,5,3,9,12
H,1.44,4.33,7.0,5,3,2,19,10,0,2,8,6,23
A,4.5,3.75,1.73,4,2,4,19,20,6,2,2,20,9
D,4.75,3.5,1.75,3,0,7,14,22,6,2,2,15,7
D,3.5,3.3,2.1,4,2,4,11,12,6,3,1,20,9
A,3.5,3.4,2.1,3,3,4,10,12,4,2,4,15,13
D,5.5,3.75,1.62,2,3,5,8,16,8,2,0,22,4
H,2.15,3.4,3.3,5,1,4,11,15,3,1,6,11,18
H,1.57,3.8,6.0,4,1,5,14,13,2,3,5,13,15
H,1.33,4.75,9.0,6,2,2,20,8,2,3,5,11,20
H,1.62,3.8,5.5,7,3,0,20,5,4,2,4,18,20
A,2.3,3.3,3.1,4,2,4,16,14,6,4,0,23,11
D,2.0,3.4,3.75,0,1,9,7,25,5,1,4,11,15
H,1.5,4.0,7.0,6,2,2,13,5,3,3,4,11,13
H,1.8,3.5,4.5,3,4,3,11,13,3,1,6,14,21
H,2.9,3.3,2.4,2,3,5,7,15,5,1,4,16,11
A,4.33,3.6,1.8,2,3,5,14,16,6,3,1,19,8
H,2.0,3.4,3.75,3,0,7,11,19,3,2,5,10,13
D,1.5,3.8,7.5,6,4,0,22,11,4,3,3,12,13
H,1.44,4.0,8.0,2,3,5,11,19,2,2,6,14,20
D,2.25,3.25,3.2,7,2,1,23,8,7,3,0,21,6
H,2.63,3.3,2.63,3,2,5,16,21,6,2,2,12,5
A,2.5,3.3,2.75,3,1,6,13,19,0,2,8,7,24
A,3.2,3.25,2.25,3,3,4,10,12,3,2,5,13,15
D,8.5,4.75,1.36,3,1,6,10,14,7,1,2,22,8
D,2.0,3.4,3.75,5,1,4,11,15,3,3,4,9,13
D,1.85,3.5,4.2,5,1,4,17,12,3,0,7,11,19
H,1.44,4.2,7.5,6,2,2,20,9,6,4,0,21,10
D,1.36,4.75,8.5,6,4,0,20,7,2,3,5,9,16
H,1.62,3.75,5.5,3,2,5,14,15,4,4,2,11,11
A,2.5,3.25,2.8,1,1,8,10,24,5,2,3,19,12
H,2.0,3.3,3.8,5,2,3,11,7,3,3,4,14,16
D,2.2,3.3,3.3,3,3,4,9,13,2,2,6,8,14
A,3.8,3.6,1.91,2,2,6,14,21,4,1,5,17,21
A,4.33,3.5,1.83,5,2,3,11,12,7,3,0,22,6
D,1.8,3.4,4.75,2,1,7,9,18,3,1,6,12,19
H,1.44,4.2,7.5,6,3,1,18,8,1,1,8,9,24
H,1.67,3.6,5.25,3,3,4,13,15,2,2,6,10,18
D,2.0,3.5,3.5,7,3,0,22,6,3,2,5,14,15
H,1.45,4.0,7.0,5,1,4,17,18,3,3,4,8,12
A,2.25,3.25,3.2,3,1,6,13,20,2,2,6,13,20
A,3.3,3.25,2.2,3,4,3,9,11,6,1,3,13,8
D,8.0,4.0,1.44,2,3,5,6,13,6,2,2,18,8
H,5.25,3.6,1.67,2,3,5,7,12,6,4,0,19,6
A,1.73,3.6,4.75,5,2,3,19,11,4,2,4,11,14
H,1.17,7.0,17.0,5,3,2,16,8,3,1,6,13,20
H,2.0,3.4,3.75,5,4,1,19,8,6,3,1,16,7
A,2.1,3.3,3.5,1,0,9,8,24,3,3,4,9,12
H,2.1,3.4,3.4,6,1,3,15,9,3,3,4,15,14
A,3.5,3.3,2.1,2,3,5,7,15,4,3,3,15,12
H,2.4,3.3,2.9,3,2,5,14,16,2,4,4,8,14
H,2.1,3.3,3.5,5,1,4,11,13,2,4,4,7,12
A,2.8,3.4,2.4,1,2,7,8,20,6,1,3,20,17
A,2.75,3.3,2.5,5,2,3,18,10,6,4,0,19,7
D,2.3,3.3,3.1,6,2,2,18,11,7,1,2,16,8
H,2.4,3.25,2.9,4,3,3,15,12,6,3,1,21,8
H,1.44,4.33,7.0,2,3,5,11,15,4,2,4,15,13
H,1.33,5.0,9.0,7,3,0,18,5,2,2,6,8,19
A,1.5,4.0,6.5,6,1,3,22,16,0,0,10,6,26
H,2.4,3.3,2.88,3,1,6,14,19,6,0,4,12,13
H,8.0,4.5,1.4,2,3,5,9,16,6,2,2,17,8
D,2.2,3.3,3.25,2,4,4,6,8,1,1,8,6,22
D,2.55,3.3,2.75,4,2,4,10,12,5,1,4,16,9
A,1.62,3.75,5.5,5,2,3,17,10,2,3,5,11,14
A,2.2,3.4,3.2,6,2,2,21,11,6,2,2,16,9
H,1.4,4.5,8.0,7,3,0,19,6,4,2,4,10,12
D,3.25,3.3,2.2,1,0,9,11,25,5,3,2,17,10
A,2.38,3.25,3.0,2,1,7,10,22,3,3,4,10,15
A,2.3,3.25,3.1,4,2,4,15,14,2,4,4,7,9
A,2.75,3.3,2.5,6,0,4,11,12,5,1,4,22,21
H,3.1,3.25,2.3,1,1,8,6,22,6,3,1,20,12
D,1.62,3.75,5.5,4,2,4,14,9,4,0,6,14,18
D,1.44,4.33,7.0,5,3,2,19,13,3,2,5,14,17
H,2.4,3.4,2.8,4,4,2,14,10,8,2,0,21,6
H,1.4,4.5,8.0,3,2,5,11,13,2,1,7,7,19
A,2.7,3.4,2.55,6,2,2,14,8,5,1,4,17,11
H,1.85,3.5,4.2,5,1,4,20,20,4,3,3,15,9
D,2.2,3.2,3.4,4,1,5,14,17,2,1,7,10,20
H,3.2,3.25,2.25,4,3,3,11,12,6,2,2,19,10
A,2.38,3.25,3.0,3,3,4,10,9,1,1,8,11,24
H,2.0,3.4,3.75,3,2,5,9,14,5,0,5,10,14
D,2.38,3.4,2.9,3,5,2,21,17,5,1,4,17,13
H,1.4,4.5,7.5,3,3,4,23,26,2,3,5,11,21
A,1.83,3.6,4.2,6,2,2,29,13,5,2,3,15,15
D,2.2,3.4,3.2,4,1,5,7,13,3,2,5,13,17
H,2.4,3.3,2.9,2,5,3,16,18,4,3,3,9,11
D,2.5,3.25,2.8,5,3,2,24,15,3,5,2,14,11
D,3.2,3.4,2.2,5,2,3,17,11,5,1,4,17,11
H,1.33,4.75,10.0,7,2,1,21,8,4,2,4,14,16
A,2.9,3.3,2.4,2,1,7,13,22,4,2,4,12,12
A,2.9,3.3,2.4,3,2,5,9,13,5,1,4,20,20
A,3.25,3.3,2.2,2,2,6,10,17,5,4,1,17,9
H,5.0,3.5,1.73,2,3,5,12,16,5,2,3,13,9
H,4.0,3.6,1.91,4,0,6,9,16,4,4,2,12,10
H,2.38,3.25,3.0,2,1,7,8,17,5,3,2,13,12
A,1.83,3.5,4.33,4,3,3,15,12,3,3,4,10,11
H,1.22,6.0,12.0,5,2,3,17,10,3,3,4,16,16
A,1.44,4.2,7.5,6,3,1,17,8,5,0,5,10,15
D,1.57,3.8,6.0,3,4,3,9,11,4,2,4,15,14
H,2.2,3.4,3.2,4,2,4,11,12,5,3,2,18,9
